,GBM1,GBM2,GBM3,GBM5,GBM7,GBM10,GBM11,GBM12,GBM13,O1,GBM15,OA1,GBM17,GBM19,GBM23,GBM26,GBM27,GBM29,A1,OA2,OA3,A2,A3,OA4,O5,O6,O7,O8,GBM31,GBM34,GBM37,GBM38,GBM39,GBM40,GBM43,GBM44,GBM46,GBM48,GBM49,OA5,A6,GBM52,GBM53,GBM54,GBM55,GBM59,A7,A8,OA6,O11,OA7
OAS1,3.32294643912834,3.05294736669754,3.43525668395815,3.22223822393346,3.38003368755202,2.98834353977154,3.0618824137804,3.06600782331899,3.45280085442036,2.93954670714909,2.2856045612771,3.16916314667339,3.61751395243102,3.09087818186719,3.40915712186808,3.4673471545707,3.19927098714127,3.57977513922087,2.8568303548478,2.97251247531632,2.96158860924414,3.05274010009006,2.25066148096969,3.48079313799832,2.83035253305407,2.78935434063118,2.01521300951091,3.40477027763529,2.54048213938683,3.03821826358542,3.33537725284068,3.03504170188543,3.57147660265319,2.98039019884399,2.74836713654118,3.12167669077692,3.14621891779926,3.34769447452365,2.71721766892098,2.96045936109995,2.52979468032977,3.20387345057735,3.4731261002894,3.10145458259103,2.96650967075252,3.25460462596412,2.69385264755501,2.68848923237701,3.08552960636137,2.81059405544274,3.40460590875254
AIM1,3.15336601389667,3.0501186370167,3.14782096194515,2.76176926944868,3.36765795818586,2.75051302318706,3.32063786188545,2.94564728860628,2.88160431655321,3.0589655203059,3.11577221882051,3.03486138131176,3.35003469634006,3.25820253129773,3.13429443414228,3.79301452529919,3.58653363335861,3.84805067511217,2.7304778399554,2.83140196827157,2.79504188936772,2.62390540642557,2.91736212144237,2.6528166428788,2.66472093101165,2.99644249474158,3.04941108569059,2.61067612950527,3.06659387507403,3.14151060172486,3.62407655679981,3.0469775757973,3.61569960290354,3.68211446701464,3.04681111275047,3.12949718765694,3.45660498119884,2.95128359297887,2.91646658238745,2.84021088987354,2.86417336295258,3.5278383637315,3.39553239378015,3.52779186122089,2.77199953442035,3.50694316463742,2.83574445870528,3.29317221909089,2.76475505483588,2.80495067532302,3.41341846619498
C1S,4.12815025354022,3.32847725774367,4.09983820825429,3.27992461589423,4.46957556123316,3.34522116150276,3.92417204344633,3.33560571619342,3.47317840190284,3.46057463146543,3.36066099467559,3.54254223437669,4.06255885884137,3.70028340744767,4.10702718821471,4.1344703645814,4.29801370644272,4.32627528081777,3.01005220241272,3.33377503807908,3.31188412986098,3.42314113897903,3.37421532112865,2.95721447277862,3.16585837546655,3.54908888566045,3.18398519933677,3.36507089941236,3.4675842816213,3.50548398516513,4.26145291730335,3.66802920141586,4.595733365628,3.81585019259897,3.79195661678296,3.99239810715067,4.22700048272,3.75833610852396,2.88058838649758,3.82098124073009,3.29715733106363,3.92142602876028,4.3278119584009,4.01361913592158,3.70081565034062,4.46748944633721,3.52890616401153,3.27478481341282,3.21110878897284,3.31526209904644,4.13495870785608
ANKRD17,3.62936861445019,3.61334288924418,3.63677856573553,3.80415061339943,3.57170673601256,3.81752564004341,3.71838865794744,3.76570535276675,3.59448183125918,3.66025912877331,3.71858388979441,3.74284048281862,3.68744896161891,3.4639764073023,3.67759719010876,3.51402788199267,3.5608273576201,3.49311229027354,3.71121947984416,3.8827858897794,3.8631523809536,3.84318436122244,3.77745466274586,3.85608923955801,3.64213714263467,3.69991114230141,3.6192265216814,3.62909446837856,3.53113965166494,3.63782982701209,3.52633165131859,3.74476872485765,3.51353201667768,3.72439245792133,3.52897515906173,3.71499117763138,3.64120293885028,3.57567753608523,3.81136913635029,3.6547876868932,3.72818384628292,3.49132764941635,3.59606319008015,3.62011834956203,3.59740577920503,3.47590265352268,3.73139220044274,3.80942038139015,3.76924783088312,3.8273710826104,3.76432276611389
WWOX,3.67937492399187,3.78558186625376,3.70202172813803,3.99056877460324,3.51664931993379,3.62273600268702,3.80014001797013,3.9110637590197,3.52885887615707,3.4935106092978,3.58281011632767,4.04588063033069,3.65099029555947,3.51785436449601,3.76343293550651,3.67714558919453,3.70636192465863,3.50345278217003,3.93375269328026,4.0215661444964,3.99600234720655,3.48271340798436,3.83401979778493,3.83709300954993,3.63907072229455,3.71000755007067,3.96359589286681,3.90489695918729,3.60844751117121,3.61005119183886,3.94238317103925,3.84106675497315,3.94756487274061,3.72879321176682,3.68861761233181,3.66799105115667,3.67456134654979,3.7415133077046,3.7453823599777,4.05078752314122,3.73230978810561,3.88103011409812,3.95593094483266,3.51388198847305,3.91528726289229,3.81214832492914,3.75895932929152,3.91181356387911,4.16564180712039,3.73547569906594,3.98804213333508
DIRAS3,2.94601627791117,2.86244386344421,3.7058456732999,2.91713039444317,3.12708211074704,3.07533523685084,3.08385543033277,2.95527201381385,2.8263579740775,2.78927532964214,2.89750393210256,2.75203922376789,3.15473885178231,2.69027229645348,3.01206450545214,2.92149034854661,3.44677785732015,3.75844397941236,2.8594601445945,2.86695451718683,2.65657729139611,2.99703583634584,2.71521672570608,2.85904157641223,2.71086171544999,2.88572354640318,2.64149096635551,2.73503730693499,2.7068457481036,2.96950071265348,3.20139029573718,2.84496090539329,2.80479753388441,3.00712789024701,3.14864891950957,3.0504095332238,3.15257329486526,3.74284699938258,2.46759922724112,2.60516277253768,2.79619745742729,2.90063199482025,3.50436632019247,3.02084876144313,3.4000286251445,3.37211518857804,3.08994430209992,3.10952252706465,2.52897194724492,2.7870259627444,3.30587199564318
SCAMP1,2.83920833653237,3.57721183094922,3.37271247611832,3.5416898002502,3.43847684369489,3.26097435384922,3.48478896384896,3.45259993692907,3.14399943796011,3.57603965845145,3.13937841514301,3.59189932012256,3.48722069972242,3.32608996426356,3.50541766549694,3.08267732163789,3.13374355335502,3.15678834112914,3.39773062826703,3.47971232811654,3.65753942967443,3.71620741408849,3.60101937032876,3.62494654269177,3.53689539504051,3.61072232236129,3.31302881356936,3.45351709133154,3.09320658608743,3.28530318365139,3.41554757318929,3.4610030224541,3.1053047404414,3.20664996463235,3.1042873308783,3.165156449042,3.08627616753214,2.91730906109443,3.66765230900232,3.66579189623309,3.80418606365058,3.19414399306673,3.16887563235508,2.98666381882863,3.49618476167293,3.26696274727169,3.50177600984491,3.18198014066054,3.54344407352923,3.67494174859603,3.28755675458109
TBC1D10A,3.720656761231,3.77092031563994,3.61275779826906,3.80557602062058,3.66362442253056,3.75429825132922,3.87087867721186,3.87562443860231,3.71115301793778,3.75385419765114,3.7265162846218,3.98812020491192,3.70895328558627,3.95550524095483,3.92427297840574,3.92333392590166,3.75201647026972,3.99453279431668,3.863570872577,4.11324006128479,3.91375113996991,3.74644355007507,3.78554009654656,4.0820776477089,3.82314584102029,3.76685182778339,3.72897466322091,3.86994584015166,3.77399973793225,4.02490104530111,3.86489714671681,3.91427390781351,3.89318398254763,3.77637788467826,3.8066650948772,3.75576657332221,3.72756850123981,3.61922025969426,3.77443776363085,4.0426305537106,3.76909634712141,3.71176776126388,3.68273264663761,3.7499369565401,3.66883991778375,3.92768411214621,3.60663788857538,3.78378227417025,4.03223171181531,3.77572350275023,3.81339248654212
CALR,4.36382027847908,4.08471805283264,4.2943983210052,3.91050653182935,4.25607706200443,4.29180028838229,3.9434451974341,3.96787923339121,4.32980594474544,3.88787987909321,3.98851369693314,4.0250741524241,4.18620269776632,4.04305293448397,4.03843551774826,4.17622453805582,3.94514973929824,4.30041207638663,3.95683329502869,3.97387382945801,3.92777684897827,3.92851163161294,3.83555544367825,3.87990783014423,4.00014594185121,3.88937605856356,3.88166226539069,3.86897840523522,3.98302782937688,3.94638323421641,3.88519097489789,3.90050793742146,3.99571024648174,4.23489487453153,4.35976083037482,4.31287348953732,4.22857653050853,3.9601740906645,4.06093810866835,4.02910752725919,3.86763834352704,4.01155217493494,3.94329374433384,4.06474718545761,4.19027220976168,4.17444183624675,3.96158927348166,4.05806891342545,3.90477963008463,3.74082366549907,4.05393312363361
ZNFX1,4.09661966828751,3.95938930893076,4.2329763000166,3.99237777636316,4.38088712915635,3.88864455231884,3.95798214115765,3.90140022994302,3.9738918628832,3.76265591081653,3.67701614776771,3.8266978598269,4.11678318609546,3.92002126553587,3.91142407188627,4.278398980483,4.04336062730593,4.19607352902471,3.94823211881707,3.86620378106041,3.808016341075,3.75502249783682,3.73751919525887,4.03367951178444,3.92826703001332,3.88407316681822,3.8662064405097,4.13029590279949,3.99613329466748,3.92608421164196,3.89495822165885,3.82001120866366,4.15068335560797,3.8501218864319,4.03127605495108,4.03628447666654,4.24292926290754,3.90404097282358,3.7872002449643,3.82999661124056,3.68961133889568,3.84419731047582,4.22056134905327,3.95209619098501,3.91670045256149,4.19944426028791,3.84656205799903,3.76337819659944,3.9270837162403,3.75066565348955,4.10707558900445
PUM2,4.03350131838032,4.08135746283001,4.0523725066329,4.09805084674768,3.98616558258454,4.19680999683326,4.11371502043306,4.13139254142189,4.20229155943726,4.10323527824347,4.15647715666292,4.14535514173425,3.97851312031026,3.99301897514436,4.07245074453845,3.99690804760838,3.88647656806967,3.79513252690288,4.15387578320645,4.18826287092717,4.16415136780344,4.22325793533774,4.18280574080751,4.22488757874864,4.09298363243424,4.17769454858786,4.1136188465306,4.05663032094961,4.18435916781856,4.19214513501556,3.93628542654382,4.08244839220183,4.00442438825514,4.09942544402922,4.17370364496549,4.00958732442459,3.95430861367932,3.9260121234424,4.17031532397928,4.21510929561381,4.22329652987942,3.96858249798617,3.9243866055799,4.15881271853078,4.08342249012323,3.99098994143681,4.16818570494612,4.09270450743262,4.14292030749212,4.24743639695464,4.08977105970797
AKAP13,3.32318504240267,3.27106847844008,3.57818714808502,3.2758064214067,3.51631718031287,3.41874811947747,3.27932923093222,3.25379048275449,3.34730054084858,3.20892644176271,3.45147218729945,3.21523506644847,3.32263643065854,3.24020192344297,3.31638199574535,3.92010980657659,3.50149375029052,3.5619577930482,3.39796207027136,3.05845183839678,2.97199165880914,3.36348298843723,3.31983427165544,3.30381896351653,3.26667893550542,3.20924255675458,3.15657883013581,3.26165058608725,3.21511096291758,3.4078056233539,3.59739842633293,3.31795391237697,3.69616996036915,3.72020082824545,3.0453632763149,3.33540534085579,3.59306698110838,3.59478301880901,3.23150628982216,3.02522227601884,3.2479641877947,3.61150600022388,3.60833034304029,3.53916219604255,3.34265910954101,3.42335353284629,3.3074712203766,3.43049575599331,3.26469459807324,3.1275158870983,3.32389800660882
RASSF4,3.20260790867139,3.32916999296888,3.4197965330422,3.4357532946901,3.03451174685961,3.52994352984474,3.05190310640645,3.38371018937531,2.81883137155406,3.28859750545306,3.25745249094835,3.71675135596305,3.5920424496665,3.62410927208111,3.243736328884,3.51781139413209,3.45583772523986,3.57804293504051,3.71132223509672,3.82831328920491,3.54935533946044,3.27510026147344,3.8301438825394,3.83603843832718,3.96260791896759,3.41107885786507,3.32875827358612,3.73896351008217,2.6125454589621,3.29512884619938,3.40544762112933,3.37061522098626,3.44888479217053,3.37993175568393,2.95981432098297,3.7186833404186,3.28283637539347,3.09506050254863,3.48219117684811,3.95585128934477,3.47506245913817,3.5781807243384,3.35614388507215,3.84536920326764,3.56021112260383,3.31649474877328,3.58154087215359,3.82732726337129,3.87973841221971,3.17431920156275,3.85043350743036
LOC339803,3.29397565938966,3.44572995923719,3.37174778604591,3.13512565170234,3.69170656765029,3.59333215296912,3.49740586602056,3.3640282142521,3.39967856617334,3.47272486311538,3.1715752285077,3.27834929036861,3.55813665298665,3.49322418005954,3.5410235407432,3.68289554936792,3.48038197115232,3.63100692107122,3.35833923826479,3.06835323702021,3.08952149181056,3.35571944715982,3.17312388875193,3.21277496999222,3.4736152687083,3.39409989995713,3.27977253958456,3.2641429623449,3.46635520642779,3.47213043882842,3.54998899696542,3.4867064125966,3.56939533115956,3.49329364325245,3.44623666058177,3.58036527579601,3.43752004027243,3.35101762708432,3.57327748942507,3.22752601336039,3.35495755741303,3.35072102531189,3.67122784369319,3.48192309652079,3.49028260354751,3.57624468876778,3.82625373405407,3.43366536674012,3.21380851741473,3.38815290867813,3.34144896784466
CAPG,3.14101337831892,3.15813684162786,3.45859978050177,3.15678985456917,3.81874765747246,3.05346874874735,3.59569711922066,3.30265771730514,2.94581165056416,3.19104000093144,2.77990947447368,3.04840451011537,3.56184977711746,3.12148794822048,3.52643569040257,3.77581360515897,3.61973750851573,4.00740097188868,2.74907122781966,2.8473363238454,2.98644163458552,2.83763830348904,2.95347844452495,2.95876450099525,3.16085793094957,3.06156820013194,3.20376697496057,3.0929373870282,3.2135143038766,2.95786625428285,3.00366642849542,3.1936123488631,3.78769017184035,3.06915433425191,3.19101902042032,3.3755855253646,3.76973820185323,3.33424922267918,2.58010234319771,3.08039304501565,2.83068424144422,3.12500311599324,3.68328070148615,3.13891091604663,3.41482449308543,3.56043642815158,2.91911419487455,3.08729469277112,3.20213507077203,2.92141020754731,3.72840045602283
BF677084,3.36606416587441,3.55186043184217,3.27114106130979,2.98093508138021,3.53276265725416,3.15370604851683,3.48600419352591,3.43613767041279,3.08057959212873,3.34739403243673,3.11247026892317,2.96207228465992,3.43436831585466,3.26960282920354,3.4895162296833,3.16271402416976,3.34050915498795,2.95606560965524,3.25189993477559,3.07389276609736,3.12934825032634,3.58668506618186,3.60721089183483,3.14240292027839,3.24693167446307,3.34436495747177,3.27573737617891,3.61953554291652,3.25399355671948,3.09995293915048,3.41006237852234,3.35713561973629,3.33953928512711,3.51988663925199,2.79134953428678,3.25843732716716,3.18182187267779,3.39383359740431,3.39546234004171,2.9487248806328,3.44311725916934,2.98415901952031,3.20960963753754,3.24894259886687,3.4686810475812,3.43979832366311,3.67932530741045,3.55579842674879,3.01430922030986,3.33637066432637,3.17457524461183
SREBF2,3.40981211236905,3.63116169042536,3.60151515300434,3.64343569918825,3.48071719551123,3.75630451840726,3.48255031394381,3.63494134439182,3.62235952351926,3.6223509233464,3.44532392286251,3.8090675721422,3.47991417810332,3.76000019823615,3.59134591645206,3.63848696067889,3.45006503317803,3.58495518733557,3.71005471382563,3.84425444175476,3.86441982216581,3.69278851022966,3.75005357464824,3.72720336813331,3.60081046747973,3.66632568780379,3.60684121572345,3.80129014740366,3.59969862143393,3.63824558434677,3.39121413109974,3.71751256414791,3.74674089151821,3.66036841007625,3.57491193410447,3.58458279347655,3.67801386748797,3.70674918009554,3.59128871196236,3.74317121235684,3.62018958341672,3.718598667705,3.58221045241381,3.63773452654389,3.59788871092234,3.61573274490187,3.62666191370403,3.45091021094563,3.86778210478507,3.57895444603716,3.91230120042014
SMS,3.67904804086648,3.65716670815812,3.83297559231145,3.42697978633602,3.62045972846448,3.26225905589476,3.53230813829546,3.54615779691843,3.52741463334967,3.53962965959515,3.60855363072407,3.34909288878008,3.5282579492575,3.30056657343518,3.4103079418737,3.52951710192906,3.70350804131103,3.64112107800009,3.45828513424491,3.43946896195436,3.26283039774352,3.45343974202742,3.5021456934016,3.06422655344259,3.49007638350632,3.36494608922226,3.09157164851111,3.36151082338983,3.58941192689849,3.43253173117271,3.50290280788839,3.30832639338645,3.51561557356593,3.83648064875519,3.80966400012156,3.30906223296002,3.5799692749537,3.72331181381986,3.21261662458278,3.33453014808988,3.39345042438569,3.57638270413049,3.57100873934486,3.3534234049389,3.35031063753278,3.88714342463811,3.40335597197602,2.91012206151624,3.28661857010962,3.55120350251293,3.56342543043174
BCL2A1,2.74087800963594,2.26832752517082,2.62653129176976,2.80886631018038,3.78667910467435,1.8977809911768,3.00244642608518,2.41026758714355,2.40655039900743,2.62879442283037,2.2833622970713,2.34872143010456,2.56516633885176,2.69553333344702,2.75854175213003,3.36289395473524,2.91455787085434,3.32331770359903,1.89161550101608,2.07560170094455,2.06256318319429,2.30377473103296,2.48984180860265,2.30779117228039,2.38560448637454,2.70635500776871,2.53445764633143,2.73490059341361,2.62143906470621,2.65067462367317,2.89991566484652,2.69824499631528,3.84797018972173,2.57105165363502,2.6725051644665,3.02611797365312,2.90959988435138,2.66618745405178,2.40084697969377,2.38251592427445,2.39501869524472,2.67127469088476,3.25959029558336,3.09230333913736,2.66658723751441,3.56091879841697,2.39809806309929,1.78869147278263,2.55384663172659,2.56432512171002,2.81654950653307
GBA,3.2192336484968,3.37911997363051,3.3417806350733,3.26677363835994,3.39768004906639,3.48979485029374,3.41715320454918,3.30901746536576,3.23277026934569,3.29760142297802,3.27914885758891,3.1444119784423,3.36458063517541,3.3114885426179,3.36836462316621,3.45290204365726,3.19254152869449,3.74481835716841,3.15183025862469,3.22198040774491,3.23420385075814,3.09418173551769,3.07436436369934,3.12506238435851,3.17672110816372,3.27940683691335,3.35035890437505,3.23605937549293,3.18495136199983,3.24404469250935,3.35078241449484,3.26782690125119,3.51917895385857,3.52536515929134,3.34028980381845,3.41368308192706,3.41888636578561,3.4746790219986,3.54574205919338,3.32403498102593,3.32146959344196,3.23677827338293,3.23263353907268,3.2574594528252,3.30163845010064,3.39636309233467,3.28494030777863,3.21013197129222,3.05284124624683,3.18518193486876,3.11438877676186
PUM1,3.8740272812211,3.92151194245539,3.82237360114582,3.88461351107198,3.94845649085974,4.06542718075109,3.85315652663767,3.93032223784402,3.75984054625641,3.78835654822013,3.82760135177447,4.0552524594886,3.8088684682572,3.84981771317703,3.69377055201062,3.69505408877543,3.74613930390889,3.79546303349813,4.14161323804329,4.07128304096939,3.97575839462217,3.95953339348197,4.1387953980914,4.07563691307625,3.9778021826235,3.7934898355169,3.63719803385158,3.82365514751572,3.64522895546126,3.91098854736018,3.80652150726811,3.8668163242713,3.71346760972373,3.92060130907987,3.77456075792211,3.80094570986881,3.70872004383114,3.78184222486412,3.89509509940714,3.83727415541232,3.85959133700944,3.72307268371049,3.96372980739204,3.87260205557119,4.00810986615538,3.97085266950079,3.95032005936161,3.96989002233735,4.14182103835604,4.05010706676924,3.92154581411073
CCDC109B,3.55055621335497,3.002859514735,3.78828195188002,3.25585479300235,3.89713694161944,3.25007755544589,3.39501502253379,3.49737325932778,3.2394066002308,3.29958464983529,3.13555528622743,3.13621750872528,3.56513146841208,3.04873149553645,3.35640851818968,3.61139709301474,3.55925625190112,3.5961910879463,2.94719199867048,2.85931426203326,3.08350046985226,3.06044549861082,3.11444851036309,2.93967447267447,2.61589536706829,3.08740301941629,3.11023270146869,3.04461932149766,3.35140762492143,3.26490490920353,3.54940571800357,3.23499257073914,3.48943462090453,3.44874557464285,3.32155017284188,3.37443598146848,3.57421803209696,3.53442580316051,2.10797270773779,3.06487411348186,3.02191871452861,3.22002305218138,3.5918922068652,3.25813326623133,3.33242775391967,3.6528671606403,3.58083434571767,3.06373631134725,2.92737498316851,3.18876344861408,3.86558037070581
AK027219,4.05934102642831,4.27235613798753,3.97408658539585,4.23621956117539,4.13622331656989,4.05742812748802,4.18861756381183,4.20035515281817,4.03283106203253,4.19400176628251,3.86253869725657,4.19691325166759,4.19558211411128,4.0384973660048,4.28962339599061,4.06750032349876,3.9693788186661,4.15711887227224,4.15964691684866,4.29257456272594,3.97944069820699,4.51071862627112,4.30476312571297,4.04043745094728,4.47535652314362,4.26929445782361,4.06212375930435,4.05177857456004,3.95121775553944,3.9373608957769,3.74430612913505,4.04020072873084,4.18393765933924,4.22689440390518,4.24237667322901,4.15801579278153,4.03275233219136,4.18821317841004,4.10148205285121,4.09954739790483,4.5970867476446,4.60075242712305,3.60013822695277,4.14795619170579,4.06849269188556,4.29234945678701,4.59788205684846,4.58181415191321,4.00942663072267,4.13291617560436,4.15006218036936
MAPK8,3.52063992919579,3.83096807756722,3.4847169888195,3.887408653859,3.4299929319292,3.87692858915314,3.57482975090044,3.7954793783492,3.85656154302463,3.85780073909062,3.90986276171459,3.82452953358532,3.53498493921761,3.58142623372412,3.71195469546775,3.54118283176839,3.55057149360535,3.45376020861552,3.98688602374338,3.95063990157942,3.98930424232324,4.02657027807303,4.00888028650377,4.089547465711,3.87111943316935,3.84030875975987,3.80577256401347,3.82998119399995,3.90914137964071,3.57409218049513,3.55957832749323,4.04232068834822,3.48784102430676,3.3472425620504,3.73562045422029,3.81054797279621,3.61603427348455,3.64702756401918,3.9385257792394,3.94784385312564,3.92892794661664,3.88833026287941,3.70316571553668,3.93739515890323,3.74311707597115,3.49366183577128,3.70263798314522,3.59257432690996,4.1551257637434,3.87719989818953,3.64898650445026
AU144267,3.53204810832462,3.56532895179009,3.50003492860383,3.71845352351972,3.17764412236906,3.57480489637659,3.58943853023082,3.70848939597607,3.4001651823111,3.44961892432671,3.67567552815312,3.6544844832424,3.34444179222367,3.82941751092049,3.49329266693917,3.34220034410726,3.48197148630884,3.11612237788424,3.99482546803749,3.80268904671145,3.658801856414,3.82367809105195,3.85524540937393,3.70750809309654,3.82957520246906,3.730251434024,3.69500851066094,3.82292109714765,3.75021578392275,3.71129184166258,3.5038686856876,3.70586200245976,3.32884341870305,3.61009926311212,3.52018354980291,3.75087904544504,3.40049516221812,3.63095623329018,3.89048909206004,3.94115346425839,3.84728774502008,3.62468721395647,3.58311712346678,3.69813352986351,3.47396669165764,3.44522687254527,3.7292790200455,3.5519523178285,3.77271899243576,3.75406518741235,3.49609455770552
RRAGD,3.70189362697114,3.83826857361423,3.39656459384162,3.704387511721,3.34425744460667,3.0915093873724,3.6773780666682,3.72910555631281,3.4644925281683,3.83523346590455,3.72958211141069,3.99402021728442,3.57075618215006,3.8847401535141,3.67263392683945,3.5008587828837,3.864989135079,3.48325528067675,3.8715312552851,3.82621472669285,3.91476555561136,3.47697197653028,3.84557605915343,3.86719397890336,3.70089815448846,3.43754604756333,3.43685743939116,3.75751263487252,3.22198718063246,3.31426507108182,3.45170616803149,3.65626901008937,3.33930731510597,3.37465982887408,3.51319961510811,3.81761044923478,3.77547755467848,3.32527566783401,3.52606969850299,4.16922806854575,3.8956847564226,3.62690663427142,3.80458052508674,3.31576321942868,3.83112712932847,3.54133357345723,4.1747220016803,3.67459910776012,3.96325757008539,3.66588142261279,3.72779671619993
SMC4,3.7348007093742,3.93173239634019,3.78867903875799,2.9993050073286,3.73859134557008,4.07325624981678,3.14126096320979,3.36893514565904,3.77484303858922,3.76481394961699,4.11604069935132,3.40347193433803,3.45771616739592,3.44333763274355,3.03805915061148,3.44317048462109,3.62029006160627,3.45752235791665,3.18824910399467,2.97587093618867,3.07393892325016,3.19785537646592,2.99944200757739,3.30119174023543,2.9699361016979,3.18464544426136,3.29087721559214,3.33088920753535,3.85763621538659,3.64932443941461,3.90743742841102,3.54350620035692,3.15940234659448,3.83175616487116,3.75806085577706,3.19382725261617,3.65798362001189,3.88206204991379,3.29472253857349,3.38593446189472,2.92368120249912,3.44445577516735,3.59677198762734,3.28059794504509,3.49523647600663,3.40589967750697,3.53323285811892,3.08772677274584,3.16622816584992,2.94612150539649,3.69442231806983
GHITM,3.95015091652724,4.09481741289844,3.92314367361182,4.23603433247262,3.94334233778652,4.1087508782329,4.33563052100271,4.17656617536129,3.98568454885534,4.11362941098968,4.17081385726949,4.21334679460495,4.15121887832697,4.12344638254195,4.3780051866492,4.15162339561767,4.02385112621178,4.18526162845573,4.13408099095257,4.27013822816086,4.34852024306567,4.39739109588167,4.23998642246885,4.11501773629661,4.10884218697547,4.26201847840782,4.28876658200724,4.11701283011897,4.1056147094271,4.15641542013482,3.98343588641029,4.03900620645709,4.20233963975093,4.11035472372275,3.84873795236555,4.05818322242661,4.11131031031313,4.12336616809496,4.20970504381868,4.22619196657214,4.28256626495256,4.05035566249765,3.97137434260966,4.01266427360517,3.94946046398907,4.00735665157221,4.16292140274796,4.13834609386125,4.09148046984204,4.34090624377146,3.98166560350036
WDFY1,3.43953794816541,3.62608577361134,3.55244492892512,3.74099093535263,3.62058771541728,3.63485527432979,3.54163801948096,3.64334793966564,3.40210139502225,3.67535832063202,3.22902158158339,3.83309009506199,3.63422800832883,3.62525965318629,3.59167831014955,3.77398029884229,3.57990118307112,3.38203812606906,3.71296268484307,3.70002016057489,3.82226918495799,3.48118211702641,3.59480609350783,3.77523146724338,3.56009382183865,3.56819749847851,3.36998632467503,3.50906858300937,3.28142405649764,3.30839215549853,3.58672589675298,3.56526159771267,3.76765802096916,3.77611558116915,3.6001977669701,3.6135785236947,3.47615735497517,3.58755090867308,3.61208800467693,3.77112023445583,3.57223083567617,3.72211220915836,3.67019332624888,3.44213470499191,3.45063518154508,3.64158752785921,3.61555848437363,3.66233834615729,3.90370527193653,3.67624994556049,3.87171055707022
PIK3R1,3.40852606433253,3.71471232369038,3.58948681446921,4.11518579368932,3.16827733412634,3.59658423152344,3.7185585669246,4.10922418409921,3.51065705445179,3.69119434095484,3.72099994518598,3.9655382781868,3.48077332819496,3.63204598561577,3.51425294330759,3.4582353926226,3.73475031879544,2.95401951436498,4.01193421898231,4.02114888712228,3.94286403469801,3.73492737986182,4.09000710570227,4.32325108922374,3.801686698215,3.75575940942784,3.70288596209738,3.52699087632255,3.36075051872012,3.44397402202202,3.6825249404418,3.70588157954368,3.44424658661014,3.4132030012113,3.57395980592988,3.37575192676423,3.38045003801369,3.45835497456674,4.09005048748524,3.89767788428226,3.79839897172733,3.72560319003559,3.7187596977284,3.71208011634528,3.78606061445612,3.41419978230034,3.40932485427344,3.56301687798693,3.9963282841167,3.90904575447562,3.83503000517115
CD58,3.50911740302826,3.61723242733054,3.61169113292113,3.53955318402492,3.86785022899882,3.3740971493038,3.65853900632092,3.5237545284906,3.53129289698404,3.37659465693311,3.7026045640442,3.51720408214577,3.54566714703128,3.65935610284024,3.32271266245079,3.90617848437541,3.7208285935954,4.04829560272503,3.28596351060956,3.47567423854252,3.26582379536868,3.1304871921087,3.41049244523239,3.40654035074548,3.30829543050275,3.42812442269344,3.46758664927853,3.41183932263419,3.43657193177691,3.42898569565477,3.81001995749407,3.59695395003379,3.85156120937001,3.64544044645266,3.62130447323447,3.23933201870476,3.62310284642777,3.8082781719256,3.19477040299825,3.21527819007609,3.29183664176259,3.64315004548098,3.92734089572344,3.40403398147483,3.55486102818564,3.6940124871758,3.47567714349221,3.34919046553041,3.31661794723577,3.30679696745898,3.57472535234029
NUCKS1,4.51535318604243,4.52500746907042,4.74918167970214,4.64927652690375,4.51127779974134,4.62566799462451,4.61247211208633,4.55891026667344,4.5647772270448,4.84968918227977,4.68073823223628,4.69193429501325,4.53932856889026,4.57244697052342,4.48697250555797,4.48638198819583,4.61654881787067,4.5445313134703,4.71889341517132,4.68199935109515,4.73366111033881,4.69642821178075,4.61360701749066,4.66212891464287,4.71318168940216,4.72814088496284,4.7139418236034,4.63362982154672,4.6946498543935,4.47441159436564,4.44506565566279,4.48536655093372,4.49882105288078,4.52024918632098,4.63489735515795,4.67210215465774,4.6148318561203,4.5195883703203,4.66995659830605,4.7583536545183,4.71301179936443,4.46795572754455,4.63087234674566,4.57430405794578,4.59565447899671,4.49802943983066,4.37306990287418,4.68124700078703,4.67699397351326,4.74188478752575,4.72634458434498
PLCB1,3.73894077408189,3.85131168414646,3.50510803973412,4.14678029023793,3.35341955554081,3.87018957314082,3.93268208473394,4.01995178367574,4.10675358500962,4.04194925182509,4.03966815671181,4.10850521956522,3.79337110913957,4.13382129955449,4.04321431757703,3.43898037761923,3.90705652411257,3.22999471848183,4.46747431931919,4.162225709978,4.16127367521106,4.30770098510045,4.44581566409338,4.1141694272502,4.42467080569929,4.16631881717331,3.99684116438579,4.10736248880003,3.49776410206979,4.05103009205408,4.05060914083418,4.06141688960895,3.67656028361345,3.77405176610249,3.84691349976772,4.1954667743279,3.41296930629301,2.88901917912245,4.14798819331917,4.15657743709446,4.27318893937617,3.86394619034179,3.46668511904194,4.18638974542523,4.03955196100834,3.57588227611334,3.9453595054166,3.56181725989518,3.98852908138464,4.40470472568331,3.60346591306472
