,GBM1,GBM2,GBM3,GBM5,GBM7,GBM10,GBM11,GBM12,GBM13,O1,GBM15,OA1,GBM17,GBM19,GBM23,GBM26,GBM27,GBM29,A1,OA2,OA3,A2,A3,OA4,O5,O6,O7,O8,GBM31,GBM34,GBM37,GBM38,GBM39,GBM40,GBM43,GBM44,GBM46,GBM48,GBM49,OA5,A6,GBM52,GBM53,GBM54,GBM55,GBM59,A7,A8,OA6,O11,OA7
AASDHPPT,3.17076878085875,3.72744902065358,3.62726515825055,3.79896551560336,3.40885771680235,3.63982661979223,3.43535821907925,3.71501922059569,3.78624544410179,3.61427980513904,3.55799379617951,3.74611234299641,3.52082048787359,3.62093953715628,3.49825912476311,3.3361788526423,3.56329403744145,3.2571511027575,3.67101900670169,3.71222521546928,3.90077741136686,3.8030028492204,3.70310377398756,3.88929430542762,3.62306871044013,3.70465438368089,3.62001481052664,3.53033547407133,3.40006873246212,3.40146223379017,3.58492141841359,3.41668393461514,3.32044665581372,3.42887246780282,3.44027275234799,3.49290768902107,3.46888041717505,3.3720211542739,3.66909093287151,3.84937340194418,3.75722075712496,3.55950121399462,3.49107061901044,3.36450578135029,3.65010363863202,3.69839418258128,3.84318299026707,3.53124944675638,3.7395463176439,3.80822394077735,3.48314450455953
RNASE4,3.19216084369643,2.92307607278169,3.24949822287755,3.05624490828951,3.41488013169037,2.554598174224,3.06667284956027,3.01484970496388,2.9262765770647,2.9295864799648,2.69783414306784,2.89589581272268,3.23585555952742,2.82357594389363,3.16428383912283,3.36755270689632,3.09601409546892,3.4134172927453,2.76286004439581,2.78035044113552,2.99394914452779,2.69652675254538,2.77308691637996,2.71345778076576,2.90695909360796,2.72069832115598,2.7777667295916,2.73589418340592,2.79446155597917,2.838910768762,3.1598735575015,2.86968514461785,3.28306071678785,3.15542683500096,3.39969258087175,3.19245287144972,3.48604035967056,3.19831804002669,2.76707865131055,2.57803031268603,2.60792873553469,3.09225452785946,3.50772839700014,3.33063086632142,3.03939190811413,3.51068707096671,2.57448848382376,3.06932726029011,3.02139977747838,2.99046139912981,3.37222118323387
NUDT4,3.24149841667839,1.85384416858545,3.18982285536405,2.50141805767052,3.61834969581728,2.38127576702498,2.32109073207127,2.38205848778844,2.86852982594668,2.69519789142906,2.7252932205522,1.79765525433349,3.03213141698886,2.38049886654066,2.97411175508104,3.80370874233978,3.17423750340226,4.06556888523833,1.55019165056213,1.83325551257101,2.09972551818849,1.65729493598007,2.24204921407739,1.78684366444476,1.45839608742625,2.11006419915729,2.16170332779469,1.50567895244156,2.63428073515475,3.344082261526,1.81792217731522,2.89426731260861,3.18461251262418,3.03903439173756,3.25812343880458,2.72640768544082,3.49543040702243,2.89590574745194,2.16855640686372,1.48914253282901,1.93949429244838,3.02458909792388,3.35909123422691,1.5950550897593,2.97507733473807,3.29292273323522,1.56321995557699,2.06932022609891,1.49071677825695,2.02792420891561,3.02653203885511
CENTD3,3.63970915751164,3.04978223883556,3.70090438058055,3.12349295503715,3.46169252034128,3.16203719843657,3.09927411974172,3.32330264456907,3.19915514043322,3.18937828664789,3.13624289763755,3.09657286966156,3.02576490947728,3.02339075320133,3.13468253365838,3.53528588989443,3.29942186960788,3.330314929666,2.53443481082814,2.95872151927329,2.99146708655909,2.96800075418441,2.86467776593775,2.95144000797209,3.07678639742152,3.28762372226219,2.97079349553771,2.96173424273466,3.28348893002102,3.11904859290189,3.12043572460939,3.24133600595783,3.18920555675548,3.48895704291705,3.4588978946677,3.18320547789499,3.46783089254973,3.88881204673932,3.16528439929699,2.90940036132828,3.09827814173071,3.28602690315817,3.14962918867116,3.21802345017365,3.31131235114537,3.26487588241247,3.14210839792144,3.02443517495187,2.88772754763454,2.99822489000522,3.65933164750845
LUZP2,3.07453193577026,2.61069315970139,2.74479193941614,2.81415832971719,2.84702203938904,2.16349233872246,3.31738714683789,3.22158400988469,2.97906737996092,3.27186715251938,3.41784769750084,3.62052362260117,3.0901730202612,3.2972524066847,2.6636575879863,2.40659978539005,3.2531525665906,2.09087853416177,3.92095400693439,3.51518212936741,3.615435428637,3.40694907625306,3.67838087621248,3.70037060148289,3.70895540770644,2.27744417396359,3.21763920963436,3.74702512146913,2.22543076378511,3.09927792076891,3.08751273919178,3.39119507634062,2.02251909749743,2.63933804675161,2.8116768654697,3.44130983273987,2.75584437779733,2.63284686885893,3.54132121136118,3.19770692245873,3.1545295665733,3.09954874469782,1.9597662021126,3.11167677816582,3.93881627505681,2.28809041740387,3.79585791987867,3.53100489425739,3.80125953874298,3.032733966554,3.09463461340793
SLC11A2,3.56077148092068,3.61650670635026,3.6045923480431,4.07807176388998,3.49696173488779,3.72778102873572,3.84688742644986,3.91918450764791,3.46614324185005,3.79088691701359,3.57772588810167,3.90200098654619,3.77886905232065,3.88452513400458,3.84686802490851,3.59235588080922,3.71508216417841,3.49086968180988,3.82953507758775,3.92206625204152,3.95317350600117,3.74546501259002,3.67066926931758,3.87343552639275,3.85065585203479,3.74230980064914,3.69483237641618,3.80095223454472,3.55737304313982,3.55054166605705,3.46377746024343,3.73520913715506,3.65751286509407,3.40160574813733,3.46953499235764,3.79522871287388,3.74748195748311,3.64526955163563,3.79049782474964,3.93151141681289,3.67740316971217,3.68414562000629,3.64154688343624,3.67558167353083,3.67859303121383,3.79364226641357,3.81477854907198,3.93075062579536,4.00931365915855,3.8225635389215,3.84363790982236
DHX8,3.57135438208294,3.58629051039284,3.54480547037713,3.42084489367183,3.52473978633005,3.21145988483845,3.29135153161466,3.21126795200279,3.50099363358201,3.42864511420062,3.58037235211149,3.44811769171625,3.39236697511928,3.39772697841882,3.38117340407727,3.5823361324058,3.53555866786865,3.70369065944137,3.19282215729555,3.46779613583981,3.37009339578094,3.27349041742651,3.1798446688244,3.43169498842384,3.33792525378091,3.16736401151059,3.39176582713906,3.4631107040272,3.78949469077762,3.47132398850338,3.59471213096563,3.43580838555235,3.47245745823137,3.44097721060189,3.62989337420394,3.29862735922369,3.45562314936923,3.52586840727599,3.4488260821178,3.58521429618925,3.40767042875201,3.51073517346551,3.5289944294638,3.43799458676976,3.50885064162312,3.53480954181493,3.33494727953495,2.91925282150758,3.22697115203418,3.27289262694888,3.66329526886929
ANXA2,4.39780820635639,4.19146557454419,4.47793005499206,3.78008058234746,4.6123180327106,3.63912675245798,4.05916119693094,3.71723024476962,4.07148783505571,3.66502017345155,3.69022364355867,3.86137105674176,4.31543957354843,3.61272262747432,4.36754784422917,4.9066185069322,4.54179704790714,4.97381294382081,3.84757691570069,3.61936081957031,3.54900031764644,3.48953339371588,3.79207678190397,3.59166363146046,3.52930533553943,3.69046756215612,3.67590842728761,3.65870866671613,4.20467666268618,3.73313761576086,4.52139395427322,3.85494189343944,4.74621160699448,4.68090461920881,4.21998078970736,4.27543508204355,4.51424410523768,4.21565781065469,3.58630863675337,3.76705095459058,3.68288851885712,4.2482930298103,4.45470218988749,3.95147274112454,3.87979512131762,4.54058865997673,3.57397972839114,3.96225987208898,3.57041438369957,3.42063044471684,4.63455334060576
SNX8,3.30498701127491,3.21671152959789,3.42154223293097,3.25944000914154,3.57173479555521,3.45838973937114,3.36886586809064,3.48844861709579,3.55629477990787,3.42206462679855,3.37120884648753,3.19202801349424,3.42050215329816,3.4429331114076,3.33122113487638,3.82170155096445,3.43596693180755,3.56776157252605,2.90188368891364,3.44134504589097,3.10467963316824,3.1973255018321,3.04156873614205,2.89005923555391,2.99572072902648,3.01640482809185,3.27475828504061,2.87309903767997,3.26509129520737,3.1356642968045,3.60971219696284,2.9673232830267,3.48102676807611,3.44774037087371,3.3517603717922,3.30481289760258,3.52436509068696,3.84716031552202,3.09412474289062,3.19055271182431,3.27901661232173,3.25480103977422,3.37753190169094,3.43495767899768,3.43141072976338,3.38593642634731,2.88832442183769,3.2324123413665,3.34977857155776,3.32026471391215,3.43669413358085
FAM120AOS,3.86838931096151,3.90714968402982,4.20660071286253,3.94593227431067,4.11764982879995,4.14464172814776,3.92996844581666,3.71891593937614,3.94933720493753,4.02047912290966,3.96920523775942,4.01087899732963,4.00808612283176,3.99622473288382,3.98656143109937,3.98799065823229,4.15828862559259,3.81587507847557,3.86776579342664,3.92022431933345,3.90649768318834,3.96417130052387,3.59815248966549,4.00850057065593,3.7791556245917,3.93880387493597,3.94881679899261,3.65773001632813,4.15513612488826,3.91434146437273,4.0956657679429,3.88842758329392,3.99391769970867,3.84451252674754,3.96334353405413,3.9327727972494,4.04355906119376,4.00862171564008,3.81923066994422,3.97357005435085,3.75468554758796,3.89907812174506,4.01901100802906,3.81736509843046,3.94854318569146,4.18763131084297,3.72577119859423,3.72995770617103,3.7832884886364,3.9587401929662,4.01111772953716
KCNIP3,2.81876347869302,3.23729284051387,2.67828705791056,3.1597479111572,2.17530592405862,2.64051920006613,3.20943994481115,3.05104750699693,2.90939233569666,3.18423418750955,3.37625147921577,3.2716415992324,2.72996377192562,2.42527982941861,2.74548936050176,2.39161073895954,2.32153629519349,2.42655192373827,3.27663089333616,3.13223022312411,3.23569203401533,3.27205196777428,3.23076788293168,3.66629722049314,3.47645569537628,3.18232875521576,3.29606597710515,3.10453729810499,2.26223507537348,2.615520802916,2.62068560517948,3.01655702462728,3.11529624167871,2.72223481340027,2.59680045175349,3.2540743726193,2.5978103245015,2.49638990246768,3.49592282740802,3.45154451370253,3.5194936814353,2.4260441843838,2.36488666996845,2.74280208806502,3.07273136287162,2.45180791952556,3.29517506850965,3.00762233495684,2.92738370994567,3.17335528974549,2.51139935413592
SLC25A3,4.88719003023406,4.87614555226547,4.86105104162366,4.90973374340296,4.94033777483657,4.91524273256527,4.9083696206195,4.84765482185962,4.92347991431145,4.88564621142498,4.94807312457435,4.96509271378511,4.91456654178979,5.06965163484113,4.97242650262321,5.08660722261877,4.94683961652732,5.02218636916377,4.73798654825487,4.98822356455016,4.99492302607104,4.87109392017893,4.76855804163211,5.02782038871902,4.86577433237164,4.91023921659177,4.92033121588888,4.90104855084584,5.05036687805961,5.05343764475522,4.9960817180012,4.82542339124682,4.91006912414483,4.95806351143531,4.93359883355034,4.87820072403374,4.92267460572201,5.07001759659482,4.96279778286051,5.03717477326438,4.80464227502484,4.77880172700456,4.91182995140045,4.90185750353902,4.81160610238684,4.84677891497883,4.66172884631004,4.88284874325133,4.90828571241048,4.8735412394484,5.09138638659769
PTGFRN,3.8909069107769,3.771993587765,3.95601178718389,3.361988900696,3.97329363928183,3.43564723306541,3.46724883173474,3.28022200256927,3.75834156331316,3.88760402377299,3.89418187598244,3.73514816518921,3.89873686132191,3.5186939373753,3.34219441883672,3.76303882617557,3.99149304041348,4.11923780429835,2.49461926315642,3.61041942485378,3.59690352243831,3.51439446082949,2.57857618112944,2.75913881628117,3.32370802471472,3.09862123189484,3.60506628020192,2.61678418911903,3.52031371201695,3.48850714386181,4.01873602283472,3.27188851709664,3.64620006004637,3.75350484820617,4.12700337552032,3.52252065217791,3.94994223413521,4.08513667439751,3.26730058910574,3.43492098687691,3.29956351582265,3.44788749841585,3.98688195048728,2.25841217653773,4.07079181231767,4.13730425327503,3.63324731309543,2.63240869707648,3.21684809297813,2.80731850333202,4.23588500271909
C6orf111,4.00348857938911,4.06738550319583,4.0456048656931,4.17373817111065,3.7377515365019,3.90272834058897,3.96370790036532,4.08018381487165,4.01765819010992,3.95661656980247,4.06866988594787,4.35771993235245,4.0700716478604,4.08993875913113,4.05981578059885,4.14898197241818,4.11314458538527,3.98558713781067,4.18826554543398,4.14576555877051,4.23343805310976,3.99053690652205,4.09803757467123,4.35401995704619,4.15382351967111,4.02209082664026,3.95836145195595,4.06572902213258,3.81133943106322,3.90938008294632,3.98700529501894,4.04914872390596,4.13498643019682,4.02721974858447,3.99381225046207,4.09189104495784,4.03424090751768,3.75977093018784,4.21352713340592,4.23258986780817,4.12619026203236,3.81777129662167,4.04494368586131,3.91093022403891,4.15062745212677,3.95640693868725,4.19361390611622,4.07723948777242,4.32738930328216,3.90572973309034,4.14006362234493
STEAP3,3.5869510145986,3.10434949463989,4.00743457204297,3.30059222340864,4.17178242577944,3.18262803776496,3.32544977531778,3.47766855506095,3.13588827056395,3.31020862843234,3.13606546155662,3.25737350183984,3.34242129897393,3.36811443482906,3.44049063607358,3.4609306014508,3.84653534520248,3.72048577012024,3.16605279171721,3.0781061232722,3.10070957606095,3.11272361206967,3.04383836531152,3.0298462376422,3.10452637358273,3.29111010617504,3.05372786208724,3.07812172378389,3.23209000467557,3.32252691442299,3.41865570998295,3.11128469841426,3.79881728864938,3.98237070222743,3.71484800472915,3.33426310228842,3.51773967951668,3.7579359037985,3.35652930860507,3.27167157135057,2.9899159000781,3.43416747517166,3.65868693863593,3.54403429215329,3.7662307622187,3.95948958196057,3.50317979076926,3.42891598314127,3.16175480129395,3.12181384693845,3.79493779297939
ZNF22,3.11657387566679,3.58819268607706,3.22207599988198,3.26293566280539,3.16550399398471,3.47334038006384,2.88056608820133,3.2727376042437,2.754073756466,3.34373483221738,3.47158344133976,3.45626124314775,3.23245887851735,3.42441999429195,2.92999385744544,3.22267460002048,3.17175862242343,2.94360826835471,3.52545764425292,3.49573105790391,3.41843620002328,3.29667791183276,3.52185721336058,3.64174075286918,3.50733008419825,3.18474649473159,3.21266400119482,3.49014607098632,3.20841716857233,3.07086427222128,3.25055490542671,3.39054070873325,3.05030511152554,3.44541986140812,3.10780942499739,3.26002342204467,3.21328288228928,2.76313886687732,3.42964022079919,3.5247458836549,3.20484356558476,3.15377737625553,3.11588065531595,3.37255374632035,3.25733364169914,3.31853349646582,3.62722991343696,3.5273309466931,3.60306606259017,3.25340464696647,3.73510732596668
CEP170,3.74970130785916,3.9369705669159,3.5976240040523,3.6254989928592,3.53367865851056,3.80397181823056,3.29576913732951,3.76128629204852,3.65896627126235,3.93665526724799,3.57654531703045,3.93048750724258,3.82939506158698,3.54030056258202,3.71234575748713,3.55899041056252,3.4497842261024,3.45181037477232,3.82919895044698,3.89905324609262,3.92687397759405,3.8742730278481,3.93313226648395,4.02304930226859,3.52811045173474,3.75389392390452,3.63939284687719,3.83995582265395,3.53610118274304,3.47415461320199,3.48621079640249,3.53380763400625,3.47412254545764,3.66685816942419,3.47364722800236,3.45919791644342,3.58495733309807,3.30074283209342,3.88401905569183,3.75521102090611,3.75551225893446,3.3974103677287,3.69769800574273,3.56926409297618,3.65580684897734,3.52946102597336,3.75082069686128,3.79177041436434,4.02603552224244,3.92790950823501,3.77289083163629
KRT10,3.78635136058477,3.7691147496758,3.73753405801292,3.61291497267386,3.70653609149681,3.60977171883079,3.6791025990926,3.79040959234031,3.74815995206262,3.65412386482939,3.66980530335242,3.441008203189,3.57084532302994,3.65700017541416,3.60589853544693,3.5958845983832,3.57857893166964,3.83259129311035,3.6276824483726,3.43879968496088,3.49724958033912,3.51176174149642,3.52181502907366,3.52683507232202,3.70565865636876,3.58066660190593,3.45808325978579,3.69240870391199,3.59695307117159,3.61475805084623,3.70563821387956,3.51116464397241,3.65484951368103,3.85638506369053,3.80702480451532,3.62256049111182,3.56113276148494,3.67599058101065,3.74804111756338,3.37918110493629,3.57174597229552,3.58827854342423,3.58672342228218,3.62338100641482,3.82211810646528,3.723169633118,3.81656971458922,3.6705169241174,3.47057761955393,3.49196186617969,3.43875635813714
NTRK2,3.18369936915798,3.43632329037659,3.17933085372191,3.49314814836869,3.24005976726764,3.27546085512993,3.47390325524807,3.52074900661242,3.20934474845681,3.32692871873856,3.26079190969774,3.41976481511004,3.30204397438895,3.36029854604621,3.31738212791047,3.15282109866582,3.29927756088492,2.99204204818938,3.44608306405639,3.58702396732325,3.47928126656065,3.52133033418437,3.44676155670841,3.38410725015435,3.43348468959405,3.59366546576525,3.41487328167633,3.48258648293818,3.22211818917338,3.42651158667867,3.32019573883925,3.5975241762265,3.35375086378144,3.12506010495556,3.1812743464203,3.24342105156932,3.29111499376137,3.14816999556738,3.52343766989976,3.39380360841574,3.68197755628052,3.56491390821605,3.22159913228513,3.25108484206981,3.31298973427028,3.25983508660218,3.48287358360875,3.46565390343551,3.43379846602421,3.58546761048344,3.23528295065241
BBX,3.42521767664222,3.56317139185711,3.60164254234029,3.9980664793231,3.50744714588899,3.397803445018,3.60247335146848,3.79230832497617,3.38485910942106,3.74186031537446,3.87962944122982,3.96379509699669,3.67517348169711,3.45423352236228,3.71632243282808,3.67851346247098,3.71773689007291,3.25327474689128,4.03318631648771,3.92861949729187,4.05177845891499,3.57841042893129,3.75623486606704,3.90288348516582,3.70009484569323,3.56401081505015,3.82159153719438,3.58895908504174,3.25123001082158,3.34541019800027,3.73113166948989,3.72083792677224,3.80724898953555,3.57335695109027,3.57920663046403,3.69461502528341,3.6665565411978,3.81890775481294,3.58056188597753,3.98718286572716,3.57018683589533,3.86776326128357,4.0093513196119,3.52807646614746,3.68864732203485,3.68575015577457,3.82088626358301,3.7280812680759,4.09264146116173,3.7773956448717,3.89806369503945
AA935461,3.64213961769585,3.6863379691683,3.88695612963951,4.25693382946612,3.8048648547061,4.06181495612978,3.85195779447915,4.14953406213346,3.78530285095795,3.74798936940466,3.68820903123845,4.27920288612239,3.92450040973452,3.96806147846043,3.82303358153524,3.57304969608993,3.93665129754403,3.717402522212,4.60781151305715,4.46705422313053,4.25754226659333,3.89085654806367,4.16704810691215,4.38537362247142,4.16124608315509,3.93369330108053,3.63823229826225,4.19815381098371,3.49996859559769,3.73951799490938,4.0217891622995,4.10625499943128,3.88481461516817,3.6249699230917,4.13944022731335,3.98670251026825,3.98140213696413,4.27493288116724,3.44163560258813,4.15968904326022,3.86265508028785,4.0369323563694,4.26255865328801,3.80203835887394,4.23452335751891,3.90637324295218,4.24590663598508,4.03956805820817,4.30723334938224,3.97219871765494,4.2241443803307
FSTL1,4.16808196493016,3.82047364593369,4.17893434983147,3.70062818486345,4.44495772876919,3.83521836039586,3.74418318272874,3.70111048301731,3.72068824138045,3.87160159570107,4.10352640209009,3.7573901824818,4.23889277910927,3.83934660783894,4.13472081499601,4.70642842365328,4.35373828561073,4.39828553484871,3.70438631076959,3.55216380107486,3.56167751532768,3.53720296712888,3.46080075431501,3.57434535170794,3.58405053873273,3.74071535131338,3.67439574646729,3.73802472009849,4.0043648870498,3.57393374319088,3.96248161256403,3.6703433727869,4.47028143311993,3.8200754892481,4.28517392558721,3.87873182604491,4.41175059740664,3.92811936245651,3.62922952326399,3.84477281783231,3.59861281443701,4.17664763908361,4.29445412306551,3.56021578528226,4.24444996282768,4.31994579943191,3.59628374084,3.61482784987023,3.49188645271107,3.57395088685746,4.36012230643485
UPP1,3.10488707891283,2.22096797647124,3.3557466328032,3.01876829988741,3.54346457636489,2.19054459037276,2.90123321460867,3.06719141464224,3.0503043379378,2.26677481320364,2.77795070480166,2.59588074386869,2.9182254107779,2.87196969007772,2.83983991339248,3.32934274995833,3.56325403005527,3.5196415088918,1.40165897249515,2.95724370656416,2.64613306565412,2.91877188533029,2.52787983822413,1.37887009839897,2.64089267907986,2.86894698746227,2.69197481249479,2.44738442587434,2.47836589467749,2.45321128243822,3.07995757697237,2.81591628635147,3.48900733160905,3.2506653825528,3.36653539225248,2.97022084744816,3.39823279815311,3.34053056851493,2.4558524724866,2.20503104478715,2.816412994706,3.10300518488977,3.25514364529186,2.8078460933729,3.06500874457787,3.95122324642325,2.53712366741162,2.68013146494759,1.61283681623226,2.86240749803613,2.96956220580949
TTC3,3.57354330995418,3.88295844484677,3.29285989682938,3.2628697565864,3.17993622434721,3.49153943800413,3.46919898239054,3.38561520960683,3.15133613518228,3.61430144465526,3.21566240976101,3.55709954376514,3.37115360386672,3.44907523620369,3.58394595647002,3.15741082780522,3.12950492326572,3.41719176124535,3.61952991114089,3.5874120181717,3.60717280097134,3.68180861614864,3.61322502405865,3.75264835893273,3.68875137892,3.70424500423331,3.51373844100412,3.50981601716869,3.52321718935007,3.54232040609975,3.22291354930944,3.40590957004392,3.17223356549982,3.42172909750452,2.64215674473274,3.44443345611591,3.2689774513397,3.08284135839265,3.91636144713537,3.68995094468689,3.71720859076418,3.1390014288539,3.15175616062791,3.52829719626766,3.52078069023482,3.27766833849907,3.5627491692947,3.5079891068304,3.65171809575705,3.60613878045413,3.20480183232264
MGC39518,2.88905842947364,3.33094110057643,3.37681684761541,3.42002410733599,3.32802325424932,3.2266996397276,3.41208270652084,3.452615254035,3.28533650527712,3.44935588463703,3.42864770395088,2.92335076525178,3.23114808334329,2.57666148116927,3.57625609570664,3.16401659360827,3.21705865387071,3.2938542556564,3.47659442563197,2.62595518377383,2.99912444893728,3.66344168444798,3.54682227390031,2.83275728366199,3.48478455465457,3.41726520892752,3.43855468921901,3.49333436750829,3.33652977569723,3.11198730132437,3.07670159734693,3.32633852404713,3.39739819247355,3.10356359574492,1.91427967460193,3.37670631375105,3.2660752189746,3.24984308116059,3.44855730506173,2.7001843296222,3.62010324731691,3.37934776647392,3.06782528480064,3.46890623555773,3.34711779353998,3.28064824336636,3.49522495125193,3.20261662476775,1.85925241224766,3.60677624301724,2.85972836855506
FUK,3.82208585650018,3.58616687068806,3.68906633253564,3.77633158595574,3.74056052478567,3.74676143325101,3.70209098192092,3.7646992131174,3.75371861114607,3.69608226853999,3.63692397780322,3.65268244767012,3.72789700504025,3.81117504296056,3.80665953665572,3.73845677747943,3.74271712073586,3.7575373792712,3.64668088038571,3.70353614801822,3.69926105780646,3.58385595481751,3.65684410660056,3.66962700672516,3.69361616332747,3.74329624945784,3.64781343207371,3.71733433549455,3.62640063053676,3.77426785013122,3.70045691239616,3.67080895710825,3.76923394091418,3.72897660867021,3.79199251556431,3.81718008460505,3.90765278933748,3.74935293174774,3.75909608801141,3.75632255768392,3.58252912696106,3.60577755572679,3.89984626396793,3.66527828641366,3.87963625988019,3.78832409508373,3.66691119466968,3.70075934134204,3.7771019588489,3.68780915572763,3.75580894457879
CAMSAP1L1,3.56429894804439,3.51132269253059,3.52040793402981,3.56917532960157,3.43412128625533,3.77729506399496,3.62001522723219,3.53742465214329,3.48775217820962,3.64649273276528,3.48199238673929,3.67824469640501,3.46368728467748,3.62872877298826,3.66336438166485,3.18745021276229,3.29555720453244,3.32579901168487,3.69330370124222,3.77125983608361,3.61253973580755,3.79737828219317,3.97256475393932,3.90581546364024,3.67082869701458,3.82766148334879,3.50800326403228,3.62328103409632,3.60611167481673,3.45341314046666,3.536268858475,3.60468970115164,3.20937907518167,3.481459971269,3.59103643265008,3.5837790707109,3.2289664717949,3.50580499734312,3.87605188760585,3.83248675034882,3.83067417201724,3.34537510304512,3.40274614564281,3.78243564306168,3.56885806891305,3.31389483724694,3.78211178054976,3.66658012514636,3.61475931618517,3.83728470465668,3.54849395565065
COL4A2,4.42302140860568,4.09924194789741,4.38924442756766,3.30846303078077,3.98375578949171,3.82322890741093,3.52659680486058,3.33917825672263,4.16932250709963,3.84744173416925,4.12296232127096,3.7574544875771,4.1783308349559,3.65463005126079,3.95281282584078,4.74089118055822,4.21389594644743,4.11135712711131,3.33728431021026,3.33345372336925,3.20628712474562,3.256800941713,3.20258747963507,3.3535650390632,3.22372172577493,3.66996216985792,3.15738876263023,3.15959095246187,4.26355197062086,3.74475309145913,4.21797657578233,3.41337035215789,4.39555244698448,4.36477110716963,4.20363849041553,4.14628835381111,4.58840548255997,4.25075901003369,3.36677585319555,3.88664755048439,3.19532140700538,4.39004963898371,3.95283785518747,3.03358336958682,4.08540365136536,4.22274211196904,3.26919247545567,3.61780115888713,3.39308588580979,3.1540430756493,4.34156774054743
ENSA,2.92271404269556,3.45607118985382,2.92239481174575,2.97651733586202,2.8050112363682,3.29218516034613,3.26084598403698,3.26781799396389,2.96615159228562,3.39509598985958,3.28031516461893,3.22964012552302,3.2624551241413,3.04364987830228,3.53824751346414,2.73191577295187,2.75932102595452,3.0085124524495,3.09636663139486,3.223711347438,3.50579808615132,3.58063010248812,3.26957364780609,3.14533192712497,3.28667490938965,3.42602041024085,3.48731729057933,3.20797967323889,3.2650240639101,3.1584737657999,3.05465556278292,3.25083872377564,2.97972770038663,3.11404890644484,2.69412062454688,3.202721748901,2.92879462596286,2.8845603170303,3.56122509223089,3.29290547625468,3.52005584019498,2.80537578508806,2.9712169180315,3.03136604271882,2.86214927569492,2.92739910971289,3.25115743251127,3.24641461892829,3.25786377037175,3.55706281528383,2.81240326229088
EIF4EBP2,3.7753632703078,4.0791842499074,3.76404148770604,3.67021392940047,3.75958958910339,3.94144399746645,3.80117195585984,3.65013620049157,3.63084559351708,3.94282742610657,3.65349606374223,3.94659761143207,3.72254828898658,3.87883011553905,3.84855567927957,3.88127529895237,3.82059510268595,3.8355782744164,4.02174901267493,4.04782854162777,4.09099526884592,3.89307972278538,4.00157281237165,4.05254670306405,4.0756432254157,3.9629690718337,3.96407398975742,3.93780846116765,4.00365174330426,3.84858442221644,3.7938273889142,3.7961587102182,3.71574703427178,4.05006925815913,3.56450284773019,3.85557130421723,3.65932412983402,3.72668834078303,3.97133087444601,4.00985729361659,3.85918316606629,3.74690185354315,3.62512737326615,3.9215334832609,3.82503260766547,3.50962531660125,3.8809188959251,3.98565990637447,4.08327322884017,3.95046504215129,3.83800202036176
AF119855,3.63703838918492,3.81120999153916,3.78521248845272,3.55109949315696,3.56039101787107,3.87128278363146,4.0591284892115,3.81849589067523,3.17862994834389,4.11373390505507,3.66736729970432,3.90400370359435,3.8469875715779,3.95406446046404,3.74169873309372,3.44404948252389,3.73061433752712,3.5814171251034,4.03685951314707,4.01286450428818,4.12149234767631,3.94061458854506,4.04609432031045,3.90649789863835,4.02475080193533,4.00826009677172,3.8637284088411,3.80839174498976,3.69048013978583,3.79805008928385,3.52657419817686,3.57532596556824,3.54092543837813,3.8400092460309,3.08809531628433,3.85345691059133,3.73116723863659,3.75032445571888,3.80216494456735,4.07334642039487,3.96582671980782,3.59946472580867,3.79519252383606,3.95541670061943,3.88354929889988,3.62323026374668,3.92344355131274,3.99155344576809,4.0077703453693,3.97729092394976,3.93679398309911
ABI1,3.44989906762343,3.76734290649934,3.55611064499984,3.5627314588174,3.68418300637878,3.83653583013508,3.63989568870616,3.63756407356367,3.42489894275808,3.70509001353668,3.55096895791175,3.86332982067487,3.70671001786699,3.71864391155187,3.56805990963599,3.6581314553263,3.43690730849744,3.63908996478487,3.94512510064896,3.94888197545033,3.76775559480801,3.79776492828353,4.13657310390235,4.05017021567421,3.9530646511597,3.78163152923048,3.60201862280835,3.8678992105932,3.57122653215717,3.68486052579443,3.80031386313242,3.71345752873828,3.65069326177144,3.90001703910445,3.42013454853171,3.90434096028359,3.4885968225905,3.25377740918664,3.74104202616829,3.81657481614654,3.8889141389494,3.6312783403126,3.56510427934705,4.03042447125133,3.57775023155083,3.54645271078887,3.80858614122607,3.69596456054683,3.7398730821783,3.85458754344692,3.54933376437983
IPO7,3.98020578294508,3.75886301260289,4.01655815335837,3.92192675329081,4.00409978407627,3.77610998150146,3.89768156709289,3.99908219178556,3.95301490750999,3.97202009993623,3.94860928315106,3.90355329484692,3.86340768799044,3.97700281007386,3.79993884311733,3.83053510025713,4.09969572722946,3.77542358473673,4.13971128414118,4.00741792171964,4.04811180085727,3.78637288170227,4.20730010397353,4.39588292942927,4.14042148976821,4.00253188176843,3.91376432939676,4.15056902361004,3.91777844638283,3.94752150324275,3.82397390194275,3.81733480839123,3.78604689654879,3.90116113397571,3.98232244057817,3.92367809610959,3.78781732785046,3.95713500444648,4.16542970031885,4.1910516656572,4.07261501480135,3.74302628430431,3.993966451419,3.7995200896584,3.98137425834688,3.93053679041276,4.11977890567075,4.09953310092176,3.93937301552509,4.01855991259466,3.92561233172761
