,GBM1,GBM3,GBM7,GBM8,GBM9,GBM10,GBM12,O1,GBM14,GBM16,OA1,GBM17,GBM18,GBM19,GBM20,GBM21,GBM22,GBM24,GBM25,GBM26,GBM27,GBM28,GBM29,OA2,A4,O3,O4,O7,O9,GBM30,GBM31,GBM32,GBM38,GBM40,GBM41,GBM42,GBM44,GBM45,GBM46,GBM47,GBM50,OA5,O10,GBM51,GBM52,GBM53,GBM55,GBM57,GBM59,A7,OA6
NUDT4,3.24149841667839,3.18982285536405,3.61834969581728,2.91271719945087,1.74412079622569,2.38127576702498,2.38205848778844,2.69519789142906,3.96734383792209,3.05494496765196,1.79765525433349,3.03213141698886,2.60853245167482,2.38049886654066,2.67468481627942,2.88703860572112,2.26536270944484,3.36297096970629,3.06514221254543,3.80370874233978,3.17423750340226,3.06758894639251,4.06556888523833,1.83325551257101,2.15991893755576,3.10710613371115,2.30618905040043,2.16170332779469,1.36494477721295,2.66489570988365,2.63428073515475,2.83083301086356,2.89426731260861,3.03903439173756,1.92711361193376,3.50356530879985,2.72640768544082,3.34868893667148,3.49543040702243,1.91842878173695,3.18357331659132,1.48914253282901,2.62323791586966,2.9138413921362,3.02458909792388,3.35909123422691,2.97507733473807,2.03733086293853,3.29292273323522,1.56321995557699,1.49071677825695
CENTD3,3.63970915751164,3.70090438058055,3.46169252034128,3.54868331207655,2.99490505418819,3.16203719843657,3.32330264456907,3.18937828664789,3.1695745172047,3.37382949236441,3.09657286966156,3.02576490947728,3.50235923909564,3.02339075320133,3.77460512950754,3.45669436317106,3.14709326747786,3.45337935107762,3.69100302898551,3.53528588989443,3.29942186960788,3.1070287496147,3.330314929666,2.95872151927329,3.20279063770402,2.8665927150253,2.76597535773084,2.97079349553771,3.06497845621988,3.30492482046139,3.28348893002102,3.28472505191103,3.24133600595783,3.48895704291705,3.41169443858331,3.70730236376551,3.18320547789499,3.56735390544368,3.46783089254973,3.10009057622956,3.60836576432031,2.90940036132828,3.10040501156589,3.42965297827645,3.28602690315817,3.14962918867116,3.31131235114537,3.34096713454412,3.26487588241247,3.14210839792144,2.88772754763454
LUZP2,3.07453193577026,2.74479193941614,2.84702203938904,2.94132505348188,3.30322133651281,2.16349233872246,3.22158400988469,3.27186715251938,2.03570583767605,3.07489210657662,3.62052362260117,3.0901730202612,3.01427560153465,3.2972524066847,2.80920809679931,3.28998360660533,2.03839759357428,2.88288241304382,2.45919037316443,2.40659978539005,3.2531525665906,2.96030473399582,2.09087853416177,3.51518212936741,3.85141026404657,3.20839701098802,3.16543100590831,3.21763920963436,3.67859730966913,3.06456392918251,2.22543076378511,2.89738073797873,3.39119507634062,2.63933804675161,2.38428529822934,2.01570336603989,3.44130983273987,2.59374670658265,2.75584437779733,3.31778262321166,1.87414538461843,3.19770692245873,2.84814229690655,2.10250230918545,3.09954874469782,1.9597662021126,3.93881627505681,2.94427139572395,2.28809041740387,3.79585791987867,3.80125953874298
SLC11A2,3.56077148092068,3.6045923480431,3.49696173488779,3.42694826373711,3.77862704878866,3.72778102873572,3.91918450764791,3.79088691701359,3.5317094151404,3.70624116213615,3.90200098654619,3.77886905232065,3.73774812061929,3.88452513400458,3.53832736266939,3.69816337887663,3.43468879746729,3.68904660463749,3.70269198228844,3.59235588080922,3.71508216417841,3.74135592928698,3.49086968180988,3.92206625204152,3.81254297941206,3.75367098122086,3.78071318230206,3.69483237641618,3.91607913548425,3.85852101649041,3.55737304313982,3.74056857523152,3.73520913715506,3.40160574813733,3.64154936186362,3.55415734616771,3.79522871287388,3.59177793420065,3.74748195748311,3.70895634143603,3.50770640551727,3.93151141681289,3.81345094760406,3.75075763766265,3.68414562000629,3.64154688343624,3.67859303121383,3.60059754227975,3.79364226641357,3.81477854907198,4.00931365915855
DHX8,3.57135438208294,3.54480547037713,3.52473978633005,3.61197903109259,3.41395339658454,3.21145988483845,3.21126795200279,3.42864511420062,3.45108593550602,3.59397750695414,3.44811769171625,3.39236697511928,3.48544174162913,3.39772697841882,3.78679059203825,3.47352156626377,3.42902062857565,3.50461655438741,3.33905930610195,3.5823361324058,3.53555866786865,3.04277981509089,3.70369065944137,3.46779613583981,3.05816020349183,3.51320014800651,3.41398872268558,3.39176582713906,3.43151557983976,3.2391537720424,3.78949469077762,3.53704901915418,3.43580838555235,3.44097721060189,3.40659706077048,3.65789015907877,3.29862735922369,3.46893957588393,3.45562314936923,3.24106983992334,3.53630018783108,3.58521429618925,3.39911587458684,3.48459135954864,3.51073517346551,3.5289944294638,3.50885064162312,3.42164307741068,3.53480954181493,3.33494727953495,3.22697115203418
ANXA2,4.39780820635639,4.47793005499206,4.6123180327106,4.45299621572272,3.80691724129763,3.63912675245798,3.71723024476962,3.66502017345155,4.75650405047833,4.24829680562014,3.86137105674176,4.31543957354843,4.25893874220158,3.61272262747432,3.81855630691416,4.40360026308573,3.65061219963317,4.34178739631407,4.18028556519876,4.9066185069322,4.54179704790714,3.72263400478655,4.97381294382081,3.61936081957031,3.79242755233599,3.79304005524456,4.12059462550288,3.67590842728761,3.60318530917312,4.04136141482978,4.20467666268618,4.41991063236222,3.85494189343944,4.68090461920881,4.5053019954951,4.85234468250923,4.27543508204355,4.31924765580145,4.51424410523768,4.2447727502124,4.44226979886311,3.76705095459058,3.91469425941631,4.78436691281509,4.2482930298103,4.45470218988749,3.87979512131762,4.07689446622117,4.54058865997673,3.57397972839114,3.57041438369957
SNX8,3.30498701127491,3.42154223293097,3.57173479555521,3.41499556323574,3.30997469875186,3.45838973937114,3.48844861709579,3.42206462679855,3.65246875114999,3.44957604661287,3.19202801349424,3.42050215329816,3.05079103904048,3.4429331114076,3.51769656595114,3.32033866296576,3.37969539173131,3.09302819025584,3.47715064098538,3.82170155096445,3.43596693180755,3.24444140399125,3.56776157252605,3.44134504589097,3.32108057204714,2.93397294010161,3.00679409946452,3.27475828504061,3.13915844116882,3.44195924458301,3.26509129520737,3.46647984316493,2.9673232830267,3.44774037087371,3.12808021654134,3.4922640881915,3.30481289760258,3.32953841750328,3.52436509068696,3.485349278244,3.44409228451677,3.19055271182431,2.90516258975609,3.54452443408838,3.25480103977422,3.37753190169094,3.43141072976338,3.12423711028826,3.38593642634731,2.88832442183769,3.34977857155776
FAM120AOS,3.86838931096151,4.20660071286253,4.11764982879995,4.11841774410786,3.90007192661593,4.14464172814776,3.71891593937614,4.02047912290966,4.00960729013934,4.06556780227447,4.01087899732963,4.00808612283176,4.0629916070567,3.99622473288382,4.05174349414935,4.05355801635279,3.94349491161843,3.84863230237123,3.86979142272984,3.98799065823229,4.15828862559259,3.91789897955659,3.81587507847557,3.92022431933345,3.63180282672844,3.90656446757175,3.922292140814,3.94881679899261,3.7892497890876,4.05828743811151,4.15513612488826,3.98238223537962,3.88842758329392,3.84451252674754,4.10164996528929,4.0310672778002,3.9327727972494,4.03020965320625,4.04355906119376,3.96384064756,4.15241442440049,3.97357005435085,3.79106942340894,3.91601306070067,3.89907812174506,4.01901100802906,3.94854318569146,3.86933681801549,4.18763131084297,3.72577119859423,3.7832884886364
KCNIP3,2.81876347869302,2.67828705791056,2.17530592405862,2.89604094756239,3.11855669344544,2.64051920006613,3.05104750699693,3.18423418750955,2.4254706366968,3.06705262050434,3.2716415992324,2.72996377192562,2.73663709054831,2.42527982941861,3.13722747644291,2.99741740432389,2.93461155507713,3.00728422636944,2.42549998422347,2.39161073895954,2.32153629519349,2.52407661314429,2.42655192373827,3.13223022312411,2.86494693665137,3.1043638388598,3.61543321773607,3.29606597710515,3.49585447676918,2.50489203938808,2.26223507537348,2.37000207208154,3.01655702462728,2.72223481340027,3.09820228603222,2.21417069981408,3.2540743726193,2.69218748933468,2.5978103245015,2.77024062485396,2.53871947948719,3.45154451370253,3.178289585605,2.93287692341817,2.4260441843838,2.36488666996845,3.07273136287162,2.91589980389897,2.45180791952556,3.29517506850965,2.92738370994567
SLC25A3,4.88719003023406,4.86105104162366,4.94033777483657,4.8790121679124,4.98656389477959,4.91524273256527,4.84765482185962,4.88564621142498,4.89540243320837,4.89509750475153,4.96509271378511,4.91456654178979,4.90509331988471,5.06965163484113,4.80605995640791,4.85782459889223,4.93024539317444,4.77696190027859,4.88035957445544,5.08660722261877,4.94683961652732,4.87497781292818,5.02218636916377,4.98822356455016,4.81038404419752,5.07694667164707,5.0596965407497,4.92033121588888,4.98874266827998,4.8724287143506,5.05036687805961,4.86975863346005,4.82542339124682,4.95806351143531,4.964592348646,4.90020042591614,4.87820072403374,4.97773658821404,4.92267460572201,4.80775878766217,4.93582576597891,5.03717477326438,5.05814432503368,4.89862893521638,4.77880172700456,4.91182995140045,4.81160610238684,4.81821609877689,4.84677891497883,4.66172884631004,4.90828571241048
PTGFRN,3.8909069107769,3.95601178718389,3.97329363928183,4.16297243368032,3.26330744251937,3.43564723306541,3.28022200256927,3.88760402377299,4.0291713679246,3.92877861040648,3.73514816518921,3.89873686132191,4.19719501436907,3.5186939373753,3.75238506850136,3.87399611049629,3.07802593505553,3.83770343529777,3.88961131413101,3.76303882617557,3.99149304041348,3.51711959270274,4.11923780429835,3.61041942485378,3.20767017568709,2.92975499067662,3.40161573896715,3.60506628020192,3.41929257177546,3.65763038672112,3.52031371201695,3.74191610357286,3.27188851709664,3.75350484820617,3.9813724450415,3.82381344628078,3.52252065217791,4.1108577791422,3.94994223413521,3.58161530831499,4.22293447386201,3.43492098687691,2.81641564582964,4.12428633824685,3.44788749841585,3.98688195048728,4.07079181231767,3.82694931670144,4.13730425327503,3.63324731309543,3.21684809297813
C6orf111,4.00348857938911,4.0456048656931,3.7377515365019,3.89877222761009,3.8477480688141,3.90272834058897,4.08018381487165,3.95661656980247,4.02314010485117,4.14704179097544,4.35771993235245,4.0700716478604,4.08225049994879,4.08993875913113,3.99643667107678,4.07920010125707,4.04370666862419,4.14364441433016,3.9874961329345,4.14898197241818,4.11314458538527,4.11293438412992,3.98558713781067,4.14576555877051,4.04281909001911,3.94411751390783,4.27504763354506,3.95836145195595,4.12210150446292,3.93788287695744,3.81133943106322,3.94996279987068,4.04914872390596,4.02721974858447,4.00822293817722,3.92855683914296,4.09189104495784,3.95803490680851,4.03424090751768,4.02582764740757,4.04544503359629,4.23258986780817,3.94185932512804,3.98682389124466,3.81777129662167,4.04494368586131,4.15062745212677,4.07452736315486,3.95640693868725,4.19361390611622,4.32738930328216
STEAP3,3.5869510145986,4.00743457204297,4.17178242577944,3.54798540397104,3.48618102442407,3.18262803776496,3.47766855506095,3.31020862843234,3.7166196877572,3.48483063563664,3.25737350183984,3.34242129897393,3.5089590878602,3.36811443482906,3.59907155857819,3.34212311174115,3.02506898726995,3.58405087824452,3.65355219220753,3.4609306014508,3.84653534520248,3.44256458147373,3.72048577012024,3.0781061232722,3.19621875542339,2.98779179899287,3.36419159228324,3.05372786208724,3.1349334347429,3.22470602083489,3.23209000467557,3.49679740325126,3.11128469841426,3.98237070222743,3.53828461059014,4.08606975325947,3.33426310228842,3.68772305727814,3.51773967951668,3.40263772256404,3.77634466929758,3.27167157135057,3.05486689327132,4.02926585275403,3.43416747517166,3.65868693863593,3.7662307622187,3.55781470824631,3.95948958196057,3.50317979076926,3.16175480129395
ZNF22,3.11657387566679,3.22207599988198,3.16550399398471,3.30248721193518,3.52993750505838,3.47334038006384,3.2727376042437,3.34373483221738,3.35116236953077,3.21208581303279,3.45626124314775,3.23245887851735,3.22156341128527,3.42441999429195,3.2694286455489,3.11602231374587,2.91029776092298,3.26344929363758,3.31505274265468,3.22267460002048,3.17175862242343,2.83454150086508,2.94360826835471,3.49573105790391,3.56759775233803,3.36137345823515,3.37555022544267,3.21266400119482,3.43831968612942,3.12147908350993,3.20841716857233,3.07570641672844,3.39054070873325,3.44541986140812,3.36639045397106,2.74872668329291,3.26002342204467,3.22124648691906,3.21328288228928,3.51390792572528,3.46483889918416,3.5247458836549,3.05031130017791,3.0295262191488,3.15377737625553,3.11588065531595,3.25733364169914,2.80495816085342,3.31853349646582,3.62722991343696,3.60306606259017
CEP170,3.74970130785916,3.5976240040523,3.53367865851056,3.63078858626826,3.84617115766263,3.80397181823056,3.76128629204852,3.93665526724799,3.48106363799918,3.24156142166345,3.93048750724258,3.82939506158698,3.63687237261518,3.54030056258202,3.77323284206096,3.54775292860296,3.19847755979218,3.76676296741843,3.38612657901077,3.55899041056252,3.4497842261024,3.42447425372739,3.45181037477232,3.89905324609262,3.81156689628372,3.7312590919589,3.63502548529573,3.63939284687719,3.75361599355717,3.76362293305236,3.53610118274304,3.5626038982762,3.53380763400625,3.66685816942419,3.76478215190586,3.15798986444551,3.45919791644342,3.41643562510757,3.58495733309807,3.74986936548858,3.74067187604254,3.75521102090611,3.7240528471983,3.4524475022888,3.3974103677287,3.69769800574273,3.65580684897734,3.17103747024698,3.52946102597336,3.75082069686128,4.02603552224244
KRT10,3.78635136058477,3.73753405801292,3.70653609149681,3.57580154509326,3.69733389223942,3.60977171883079,3.79040959234031,3.65412386482939,3.62036251642285,3.63445862835017,3.441008203189,3.57084532302994,3.66954977478522,3.65700017541416,3.92073628228604,3.68134681238806,3.61237288330414,3.58494513599111,3.71644075849069,3.5958845983832,3.57857893166964,3.62652667362181,3.83259129311035,3.43879968496088,3.68093368419975,3.61072679237695,3.67336894087915,3.45808325978579,3.61295002201089,3.5835100390682,3.59695307117159,3.70701076826968,3.51116464397241,3.85638506369053,3.87793291592509,3.7782763815484,3.62256049111182,3.66762766289971,3.56113276148494,3.60062837116279,3.77951669494126,3.37918110493629,3.60086425405583,3.68550079504445,3.58827854342423,3.58672342228218,3.82211810646528,3.56951997656188,3.723169633118,3.81656971458922,3.47057761955393
NTRK2,3.18369936915798,3.17933085372191,3.24005976726764,3.17386865281973,3.11719570194599,3.27546085512993,3.52074900661242,3.32692871873856,3.02047232848897,3.10842530996845,3.41976481511004,3.30204397438895,3.44321666024313,3.36029854604621,3.15990781837841,3.37662275628645,3.13151793740521,3.19991471826665,3.00648016193882,3.15282109866582,3.29927756088492,3.3374011517967,2.99204204818938,3.58702396732325,3.4295048715715,3.23955847668934,3.38829715850645,3.41487328167633,3.53727595041532,3.32547748646138,3.22211818917338,3.38826998209108,3.5975241762265,3.12506010495556,3.12507508367025,2.89365026218939,3.24342105156932,3.03584542118347,3.29111499376137,3.43828818446852,3.02212141078923,3.39380360841574,3.59165062038945,3.36030214550799,3.56491390821605,3.22159913228513,3.31298973427028,3.35829432449251,3.25983508660218,3.48287358360875,3.43379846602421
BBX,3.42521767664222,3.60164254234029,3.50744714588899,3.56576413811553,3.60976361238957,3.397803445018,3.79230832497617,3.74186031537446,3.54637532916637,3.82485226235217,3.96379509699669,3.67517348169711,3.68460023912864,3.45423352236228,3.70026141135106,3.64255226062797,3.29090011018228,3.68312352860108,3.33468450930916,3.67851346247098,3.71773689007291,3.48759647714726,3.25327474689128,3.92861949729187,3.6965818662191,3.82609580389634,3.80796295576685,3.82159153719438,3.62125212083995,3.82253694217708,3.25123001082158,3.72549722219602,3.72083792677224,3.57335695109027,3.40146929863133,3.57370617800132,3.69461502528341,3.37731809198955,3.6665565411978,3.64170765450163,3.74055847268737,3.98718286572716,3.56997109273352,3.64720393346334,3.86776326128357,4.0093513196119,3.68864732203485,3.53174516012011,3.68575015577457,3.82088626358301,4.09264146116173
AA935461,3.64213961769585,3.88695612963951,3.8048648547061,3.83123129524494,4.02222990316995,4.06181495612978,4.14953406213346,3.74798936940466,3.52184859399416,4.09888994077758,4.27920288612239,3.92450040973452,4.03832340526894,3.96806147846043,4.14237037927046,3.99514952228188,3.66227133830415,3.97648111888687,3.96188589632586,3.57304969608993,3.93665129754403,4.25340009142724,3.717402522212,4.46705422313053,4.16168031237859,3.18908811737416,3.61311506530388,3.63823229826225,3.73554668542142,4.01615304317342,3.49996859559769,3.8501101725282,4.10625499943128,3.6249699230917,3.45211303104889,3.68326323063454,3.98670251026825,3.88953576617474,3.98140213696413,4.11002728842287,4.12613212188208,4.15968904326022,3.62099993072724,3.64893036755904,4.0369323563694,4.26255865328801,4.23452335751891,3.95285707403553,3.90637324295218,4.24590663598508,4.30723334938224
FSTL1,4.16808196493016,4.17893434983147,4.44495772876919,4.28769034373783,3.62955403406853,3.83521836039586,3.70111048301731,3.87160159570107,4.45225842432822,4.0766865281333,3.7573901824818,4.23889277910927,3.91569324104928,3.83934660783894,3.98454315467743,4.2786742778222,3.7411486037071,4.41734085370153,4.21380068669419,4.70642842365328,4.35373828561073,3.8681106746607,4.39828553484871,3.55216380107486,3.6496250379468,3.91762265348495,3.82368943201141,3.67439574646729,3.55839929555306,3.78847983389004,4.0043648870498,4.1373447416511,3.6703433727869,3.8200754892481,4.01619028257169,4.22758837806335,3.87873182604491,4.38957765363408,4.41175059740664,4.19152487178253,4.02700342072873,3.84477281783231,3.83945108382623,4.29600987653473,4.17664763908361,4.29445412306551,4.24444996282768,3.75661519163314,4.31994579943191,3.59628374084,3.49188645271107
UPP1,3.10488707891283,3.3557466328032,3.54346457636489,3.50888360891478,2.89623842962092,2.19054459037276,3.06719141464224,2.26677481320364,3.48053338557382,2.99310101099909,2.59588074386869,2.9182254107779,2.83940702090595,2.87196969007772,2.9054531650605,3.21388097806215,3.04236638651337,2.8939758059442,2.78899020621622,3.32934274995833,3.56325403005527,3.15228620348949,3.5196415088918,2.95724370656416,2.60157548281692,2.91305264069388,2.45852605101395,2.69197481249479,2.75268827238922,3.09210700720444,2.47836589467749,2.7918975736618,2.81591628635147,3.2506653825528,3.00920393215513,3.97188014606635,2.97022084744816,2.91089162184798,3.39823279815311,2.92954664060476,3.53160024708011,2.20503104478715,2.95404799846922,3.73664887754177,3.10300518488977,3.25514364529186,3.06500874457787,3.11592255910059,3.95122324642325,2.53712366741162,1.61283681623226
TTC3,3.57354330995418,3.29285989682938,3.17993622434721,3.53596568075623,3.76412724347843,3.49153943800413,3.38561520960683,3.61430144465526,3.58231636237654,3.2601749381695,3.55709954376514,3.37115360386672,3.26595352740863,3.44907523620369,3.2449086773856,3.31800215359426,2.95945782895534,3.42026393865562,3.43616471510479,3.15741082780522,3.12950492326572,2.94833813156609,3.41719176124535,3.5874120181717,3.5206146528476,3.91315332865199,3.79363109089678,3.51373844100412,3.85749978821932,3.33906945199099,3.52321718935007,3.20213398006082,3.40590957004392,3.42172909750452,3.40986434050958,2.72684208224185,3.44443345611591,3.50321987114744,3.2689774513397,3.29454337822629,3.30580477691948,3.68995094468689,3.51419512710909,2.86846986276919,3.1390014288539,3.15175616062791,3.52078069023482,2.88294496822776,3.27766833849907,3.5627491692947,3.65171809575705
MGC39518,2.88905842947364,3.37681684761541,3.32802325424932,3.30088209321107,3.43633442187158,3.2266996397276,3.452615254035,3.44935588463703,3.18899256909181,3.32103557479727,2.92335076525178,3.23114808334329,3.13885476970415,2.57666148116927,3.56717675430415,3.37753008092836,3.66513023527848,3.39724284104503,3.45954009263746,3.16401659360827,3.21705865387071,3.00812474236995,3.2938542556564,2.62595518377383,3.50087591562965,3.09679534412788,3.26944055577173,3.43855468921901,3.46960864401039,3.44761922426387,3.33652977569723,3.06936687176588,3.32633852404713,3.10356359574492,3.43865941057325,2.14416930004167,3.37670631375105,3.2539289415745,3.2660752189746,3.44458545269428,3.39824998428399,2.7001843296222,3.6138790153339,2.79853532460553,3.37934776647392,3.06782528480064,3.34711779353998,2.93687098367658,3.28064824336636,3.49522495125193,1.85925241224766
FUK,3.82208585650018,3.68906633253564,3.74056052478567,3.81045008132961,3.81396541249287,3.74676143325101,3.7646992131174,3.69608226853999,3.73636032284405,3.82962728212275,3.65268244767012,3.72789700504025,3.75331734565534,3.81117504296056,3.85116609722065,3.7892738480488,3.66329008260882,3.72966572189046,3.86204564541574,3.73845677747943,3.74271712073586,3.873349030604,3.7575373792712,3.70353614801822,3.62645287921862,3.70190803484679,3.63712573030071,3.64781343207371,3.65373335471153,3.76869388268036,3.62640063053676,3.76836700802,3.67080895710825,3.72897660867021,3.70218126261098,3.84530942793119,3.81718008460505,3.83409960132328,3.90765278933748,3.69659287064747,3.80692868978345,3.75632255768392,3.55826180931028,3.84286693189418,3.60577755572679,3.89984626396793,3.87963625988019,3.76363281244781,3.78832409508373,3.66691119466968,3.7771019588489
CAMSAP1L1,3.56429894804439,3.52040793402981,3.43412128625533,3.55534104330508,3.6357484651174,3.77729506399496,3.53742465214329,3.64649273276528,3.36875329169121,3.56057824495491,3.67824469640501,3.46368728467748,3.60732482258831,3.62872877298826,3.71700873996465,3.52151975497664,3.11018249461788,3.34907636464981,3.71507044664928,3.18745021276229,3.29555720453244,3.51306130586569,3.32579901168487,3.77125983608361,3.73808076502054,4.1429071193673,3.72803114782145,3.50800326403228,3.92246989105223,3.61402828543282,3.60611167481673,3.17048790043468,3.60468970115164,3.481459971269,3.79635282817236,3.14811750400703,3.5837790707109,3.6273896192256,3.2289664717949,3.73286993581098,3.53716729035154,3.83248675034882,3.77789581012149,3.47890975554115,3.34537510304512,3.40274614564281,3.56885806891305,3.40371182323166,3.31389483724694,3.78211178054976,3.61475931618517
COL4A2,4.42302140860568,4.38924442756766,3.98375578949171,4.31792266758664,3.87489168172147,3.82322890741093,3.33917825672263,3.84744173416925,4.19954650675705,4.24742578398388,3.7574544875771,4.1783308349559,3.93911961771877,3.65463005126079,3.94768750902068,4.30493299830872,3.29316978685332,3.47826209423469,4.37517436861838,4.74089118055822,4.21389594644743,3.63818404537886,4.11135712711131,3.33345372336925,3.28045680552915,4.1801204536205,4.27787420204601,3.15738876263023,3.18000624125139,3.28122296020239,4.26355197062086,3.76336688852351,3.41337035215789,4.36477110716963,3.97415162714594,4.28817984920286,4.14628835381111,4.56824931778671,4.58840548255997,4.15886872303796,4.25159739241483,3.88664755048439,3.51450525081484,4.24076821227426,4.39004963898371,3.95283785518747,4.08540365136536,4.1135367960654,4.22274211196904,3.26919247545567,3.39308588580979
ENSA,2.92271404269556,2.92239481174575,2.8050112363682,3.06045645661171,3.25216343555349,3.29218516034613,3.26781799396389,3.39509598985958,2.86176672911432,3.21369037798415,3.22964012552302,3.2624551241413,3.17070488040032,3.04364987830228,2.92780033779805,3.01250230936817,2.91358234350838,3.04259204917724,2.00703047207496,2.73191577295187,2.75932102595452,2.85916232398713,3.0085124524495,3.223711347438,3.06953231242044,3.78488220989536,3.61385228285804,3.48731729057933,3.64982914720229,3.3732719869131,3.2650240639101,2.78024816522572,3.25083872377564,3.11404890644484,3.35459434643993,2.7351372164985,3.202721748901,2.92928912891027,2.92879462596286,3.29840786011616,2.98528453045881,3.29290547625468,3.79017872420691,2.85820443182176,2.80537578508806,2.9712169180315,2.86214927569492,2.35966286813762,2.92739910971289,3.25115743251127,3.25786377037175
EIF4EBP2,3.7753632703078,3.76404148770604,3.75958958910339,3.90087683864669,3.78107756195,3.94144399746645,3.65013620049157,3.94282742610657,3.99740958401607,3.77895879354356,3.94659761143207,3.72254828898658,3.79593233799152,3.87883011553905,3.83129054207585,3.72635019515236,3.71664112095788,3.76988872421137,3.80815011339917,3.88127529895237,3.82059510268595,3.71173191669162,3.8355782744164,4.04782854162777,3.85962049883196,3.94477562339552,3.89649932126241,3.96407398975742,3.99075199288552,3.80000795371126,4.00365174330426,3.74841821961799,3.7961587102182,4.05006925815913,3.83346860039135,3.69058880596574,3.85557130421723,3.83046856356052,3.65932412983402,3.93969657828489,3.6995833160338,4.00985729361659,3.79881797883622,3.71958524183853,3.74690185354315,3.62512737326615,3.82503260766547,3.61246500992467,3.50962531660125,3.8809188959251,4.08327322884017
AF119855,3.63703838918492,3.78521248845272,3.56039101787107,3.79362780803408,3.94216566090898,3.87128278363146,3.81849589067523,4.11373390505507,3.63876262666622,3.7948547765058,3.90400370359435,3.8469875715779,3.79324361160603,3.95406446046404,3.77758216907223,3.84245383921617,3.23493770782078,3.7289017025805,4.02595006872279,3.44404948252389,3.73061433752712,3.17649438670789,3.5814171251034,4.01286450428818,3.94231755745071,3.91070389377871,3.73335915211527,3.8637284088411,3.98866212300517,3.9741867944955,3.69048013978583,3.51420469721834,3.57532596556824,3.8400092460309,3.7286227177843,2.82237275127193,3.85345691059133,3.73115570519616,3.73116723863659,3.73708349858291,3.76570043661418,4.07334642039487,3.88966820443569,3.3276306666112,3.59946472580867,3.79519252383606,3.88354929889988,3.18516123652547,3.62323026374668,3.92344355131274,4.0077703453693
ABI1,3.44989906762343,3.55611064499984,3.68418300637878,3.71995443354195,3.77676479838703,3.83653583013508,3.63756407356367,3.70509001353668,3.69343823176457,3.55703848848136,3.86332982067487,3.70671001786699,3.8142763035134,3.71864391155187,3.42809265893814,3.5747773813378,3.25946581718929,3.56989451671076,3.62327110797741,3.6581314553263,3.43690730849744,3.45797389083844,3.63908996478487,3.94888197545033,3.82677377813202,3.78723285307178,3.66286884582009,3.60201862280835,3.78733115878661,3.67246094263036,3.57122653215717,3.51736298337727,3.71345752873828,3.90001703910445,3.53339617640559,3.41098918481919,3.90434096028359,3.55044581285318,3.4885968225905,3.94490600158564,3.49541972016606,3.81657481614654,3.96531042571947,3.68172213312329,3.6312783403126,3.56510427934705,3.57775023155083,3.26568413118751,3.54645271078887,3.80858614122607,3.7398730821783
IPO7,3.98020578294508,4.01655815335837,4.00409978407627,3.9443796630504,4.0012479311377,3.77610998150146,3.99908219178556,3.97202009993623,4.05735662540163,3.96823836723337,3.90355329484692,3.86340768799044,3.957516013381,3.97700281007386,3.97409414567435,3.75712975199504,3.54448055222308,3.88518079201069,3.96181187815874,3.83053510025713,4.09969572722946,3.87856861176119,3.77542358473673,4.00741792171964,4.12911519955838,4.21231840592571,4.15772472704991,3.91376432939676,4.08794197773604,3.85735029007677,3.91777844638283,3.80524645972691,3.81733480839123,3.90116113397571,3.96169183854295,3.9270481674797,3.92367809610959,3.8405639959988,3.78781732785046,3.89361630728995,3.75602683214683,4.1910516656572,4.06263838244679,4.09320161022279,3.74302628430431,3.993966451419,3.98137425834688,3.93067879863268,3.93053679041276,4.11977890567075,3.93937301552509
DNAJC12,1.98066681216517,2.6713903984562,3.13953844079052,2.00112336857299,3.12895728868709,2.42403835245667,2.890744523128,2.89724925570258,2.32669011709091,1.92102542894101,3.22071332377979,3.10906431056858,3.15526314276348,3.48361453757467,2.02771238775061,2.10668374749828,3.57319986976277,1.95401082392735,2.71210565123908,2.56895814586595,2.86040569133288,2.86585815049238,2.82643764348977,2.88626110882809,3.31721354190694,3.36999818159892,3.26054503556447,3.28144927217423,3.68073852210137,2.97292405699631,2.24591962815807,2.60969790196612,2.48355021276978,2.84222781652112,2.33638567732357,2.2155503257152,3.04436294930492,2.20983659506966,2.1482663165154,1.99946548899556,1.99752180723428,3.49261904576663,3.41683597905675,2.07340305173917,2.41032837108146,2.69015885319175,2.3496290956496,2.35847737609275,2.72056445588064,3.07745729896408,3.23490610161092
TLOC1,3.95073569644394,3.94246478983094,4.03791227738332,4.04422109556323,4.02659290952835,4.07519639173483,4.17532393601893,4.19967757856729,4.06821822847065,4.08644824687834,4.26054296179935,4.08653557758145,4.07114492177989,4.01566880775561,3.85527413720773,4.11849656355929,4.01471957977853,3.98776097726272,4.0720696335133,3.94592676531014,4.13440194503345,4.19355294661086,3.87220104066393,4.2263730334113,4.20778552294825,4.03210540188186,4.04629767738428,4.1853021358827,4.2001441133525,4.1950909185021,4.04784126192215,4.14223925185024,4.03020045707601,3.88925944780055,4.0034753099342,3.92766251516286,4.17730064718068,4.06847466432753,4.09400685281002,4.12796291322224,3.98235396730512,4.23609669775774,4.12028842035968,4.06090798803122,4.06411850785502,4.1361669168922,4.11297640573549,4.05660020502928,3.97570443228339,3.94053795010413,4.1942395533019
