,GBM1,GBM3,GBM7,GBM8,GBM9,GBM10,GBM12,O1,GBM14,GBM16,OA1,GBM17,GBM18,GBM19,GBM20,GBM21,GBM22,GBM24,GBM25,GBM26,GBM27,GBM28,GBM29,OA2,A4,O3,O4,O7,O9,GBM30,GBM31,GBM32,GBM38,GBM40,GBM41,GBM42,GBM44,GBM45,GBM46,GBM47,GBM50,OA5,O10,GBM51,GBM52,GBM53,GBM55,GBM57,GBM59,A7,OA6
NR2F2,3.73381799886889,3.42442849320549,3.80516341825555,3.45239831346526,2.8427801782183,3.420294300141,3.57465203868501,3.61789925994528,3.11090740336752,3.44102000181601,3.21136352860713,3.39389742671913,3.5969211013499,3.3591649376995,3.68491669134696,3.44622609090154,3.66913754595121,3.4622308372357,3.35798646402266,4.10267665052173,3.86966456598246,3.4253767112824,3.52327004199538,2.89478002239277,3.22407418250034,3.13602005928441,3.24973239463017,3.59235155073637,2.5901493978086,3.05532671760823,3.93557391634807,3.45307329213794,3.44921620057817,3.61836360428549,3.11593386577837,3.40026230191083,3.20763436738896,3.26227567528118,3.72660260648886,3.34860642745079,2.88566986656354,2.81932410058355,3.22688873739829,3.53789361109564,3.7411095861194,3.77387680392728,3.70564189188793,3.39521610147315,3.41337135808082,3.69778842031893,2.49353054354191
XM_168590,3.57785310200404,3.65322158560977,3.45011263832988,3.60988306042085,3.50687476940013,3.33883862411392,3.38486394319737,3.3005541826511,3.74012218169346,3.50516232839363,3.37284262072495,3.27142243787537,3.37940034498132,3.41300605488851,3.77193661321132,3.52986981660787,3.22214787547736,3.3569237457669,3.52558299858456,3.46420002065099,3.6597085063354,3.56450154553885,3.52812448288715,3.32252691442299,3.36558175991057,3.36394105416473,3.24281315000715,3.34219856653459,3.32655295390098,3.25791773088583,3.68315109426305,3.34674366370055,3.38054732794641,3.71130171976199,3.44644908769504,3.68143038571338,3.250005761143,3.62936759488217,3.54164313544627,3.36218266285703,3.66588057899482,3.4762123392718,3.20199243704047,3.67050366208588,3.39209802288307,3.5920624484863,3.53885173904658,3.52442870919662,3.63990554058112,3.51314885353734,3.34707228999936
GNG12,3.86698767222499,3.96107475447963,4.02361892361676,4.03988440963037,3.45469595528818,3.45506880678102,3.57412633885955,3.52243262608127,4.07544271820719,3.79469169208026,3.81186363534421,3.72294982265292,3.79185787983086,3.70430746962295,3.91078566146102,3.99203753644287,3.43602088164028,3.95762629600564,3.71955127931851,4.01682002327319,3.97872115320538,3.45989901994389,3.89021824481828,3.68052904413276,3.65830709346353,3.63432065407653,3.27085903678608,3.55941642123873,3.0376408032506,3.63461348224077,3.67078161631942,3.89277424259217,3.64556236076343,3.8437990477895,3.92306461484967,3.79033077311706,3.84659928003576,3.75028455595291,3.88704868881231,3.98349101692729,3.94250896468648,3.50246453871454,3.49191695546848,3.98806664101888,3.82107416442241,3.89241575048066,3.89872348169615,3.58244746404093,3.874120373754,4.02123541455931,3.6236638437104
KIAA1704,3.40155234497706,3.14384603749581,3.20992445232475,3.25435614276163,3.25988331207354,3.30341293443374,3.37068643971381,3.45944662039895,3.34441330010351,3.4414954556433,3.42849455842472,3.26824744537974,3.52952095127143,3.42388864552677,3.44920786441823,3.52804260664881,3.72247942440515,3.40549047489442,3.51792579661228,3.41284594922989,3.61045467616326,3.3203656636954,3.42247493193127,3.43507299969716,3.62091146843858,3.68765441585179,3.6206941343794,3.36119748423023,3.4257777092696,3.475501940276,3.37215464004623,3.44381008851054,3.47677382496645,3.22494307916978,3.43132982352326,3.18307215911088,3.38294968347496,3.41681003213131,3.37513171192454,3.26741439599589,3.22809429401127,3.6409922523517,3.61269200961414,3.36563453454968,3.39018043889488,3.52014998705522,3.49646619953739,3.24641979006955,3.13115782401095,3.43771489848801,3.50809830758058
MCM5,3.42511896432098,3.34390248286903,3.50140026183005,3.87258528363778,3.38824653440537,3.59367055759801,3.09371753504516,3.34660135115687,3.45041109150982,3.75823283340708,3.05596056836881,3.27321824928197,3.30490351429382,3.18223770273882,3.72469570312047,3.42298095546185,2.81716195602228,3.4404603941073,3.36337577979848,3.3981145599713,3.41181745009128,2.97515919743476,3.52006619997139,2.96063961058485,3.10439184287617,3.34541137431836,3.23037534055079,3.14311539495054,3.2245208907953,2.88901020711551,3.96174946739066,3.4647257072192,3.16489954412536,3.43383413354101,3.80843690937485,3.53416170667009,3.16703687314499,3.41996615161701,3.52994327347256,3.37071584871611,3.26154691156309,3.32811588828653,2.72385284108808,3.44354100342392,3.34648070084526,3.39829581064167,3.13687967365029,3.25719890655333,3.3588671976669,3.05217393911093,3.30573754779027
CHD9,3.15872304807977,3.68965801938245,3.07144749553211,2.83698455124485,3.41151095039547,3.28397928423848,3.44240811240299,3.19905985943789,3.41932663940578,3.4172009013395,3.46046874626074,3.33187472335247,3.34320646689339,3.20806198936158,3.61949059096877,3.23959624989952,2.7670170181316,2.97270952824998,3.4231930998538,3.16892773453497,3.26198118052896,2.62406128194442,3.29737614906898,3.53953324801598,3.73201487372439,3.38995135836655,3.55131053777664,3.093059388527,3.83156169331983,3.30495667015665,2.96997984929354,3.09969410471995,3.41365728102735,3.06212074801807,3.4268826113928,3.20773397714172,3.32994655408049,3.14124810105784,3.46270608791848,3.39545727337307,3.60152569773813,3.37495133581532,3.67149737738782,3.29990828569971,3.08656304717916,3.11063818697765,3.4005412703319,2.8359523372907,3.28923432718749,3.27432783766104,3.61865975937163
C1orf192,3.18249111805549,3.38984748050704,3.28446795749055,3.43110729385117,3.53637458599517,3.4357474030571,3.45864147442532,3.57150770573469,3.19430810710781,3.61092502323216,3.60733458362624,3.36820131953067,3.40583281169337,3.50131318859082,3.39494978301637,3.47306444057746,3.81641895971143,3.31504790692715,3.40053729866459,3.12810349879144,3.59515151537941,3.70707224037275,3.33490932026813,3.56276497736574,3.68556906102838,3.53198980657962,3.42580084500872,3.44208731569736,3.5332338758685,3.52057614615287,3.37286360220165,3.5188003481706,3.42419095132079,3.31176551270263,3.39880564974567,3.21986052196189,3.6080586481778,3.29872931758632,3.49170059145795,3.55925121944652,3.3786585810997,3.59280641647501,3.56136271687653,3.43889549463099,3.4569701324827,3.33527571957826,3.50198932722284,3.54879538888032,3.25379556681348,3.6907355994006,3.63953270530475
SPRN,3.297249997191,2.98685634628841,3.08136675339036,3.36599386784697,2.94427386449994,2.86164909247056,3.30976958763569,3.32324983069341,3.31221142986508,3.21621236534991,3.01821143411108,3.41091551096337,3.37448310717671,2.81237249039413,2.50587816792151,2.92889848248948,2.91091348262608,3.36948377527982,3.12719100050487,3.36481280631339,2.99972804652401,3.29170532050434,3.30614248339851,2.35641597300129,2.71308798316197,2.96886383986178,3.49947785621475,3.15425807563561,3.08879182123791,3.50383302130181,3.00638516609148,2.56942073129391,3.38332929441717,2.77234298076262,2.81414233983669,3.6510171651068,3.33697177927909,3.27617056839173,3.05716420768746,3.31766602438365,2.9022161766094,2.76157755666415,3.64511314213058,3.50713693770202,2.65727007746671,3.14964795915953,3.40670705370046,3.20093554365765,2.85898389408037,2.38985332097775,2.67141353627163
STAT2,4.31292700992506,4.49671030163927,4.55464023428423,4.35652223794006,4.22622872770008,4.08552825105032,4.18481097307991,4.02168481513125,4.17056121660322,4.35944364407043,4.08357395723118,4.45315702474248,4.59315041744388,4.01546957275361,3.99795108054602,4.17150357562063,4.15042830850209,4.25022657620394,4.49823168426547,4.43892429664042,4.15182777868961,4.10847078107619,4.58146448784517,4.15473498943688,3.93476329010988,3.93822137048126,4.08545580708648,4.19452713464972,4.02475539655148,4.20203427748726,4.18535003692123,4.35082776332757,4.1357310880174,4.24362744528294,4.18953946732604,4.48682220154487,4.30480727917573,4.18431263468412,4.34768989141671,4.11531365898743,4.40820881713751,4.22220854380483,4.21480009861954,4.2323653414121,4.10566731984846,4.40510762900499,4.0512572809427,4.12137538579146,4.21952440710543,3.96835165970185,4.32636615805773
RER1,3.60187624589722,3.60595460091679,3.55888465204265,3.55844467446996,3.59482464070232,3.56297957739433,3.47256587360035,3.5946912599098,3.66488791211057,3.55749011851802,3.46809746536112,3.55065143111177,3.49126922129392,3.39291105864408,3.60672039093901,3.51291082122089,3.43665504545672,3.49316516946319,3.59348411331987,3.66307276978492,3.57011894562273,3.4660688516049,3.78118215852006,3.45256761606297,3.48517722407497,3.31650250208794,3.36544399162687,3.44301564306157,3.31010061111114,3.55873040467925,3.36256238964653,3.44679400208489,3.27373767406743,3.61227426814425,3.47393388087853,3.73146176181252,3.51036120040871,3.52348047752495,3.56319608997762,3.53067229670171,3.63053068995484,3.23075231058551,3.47217348947489,3.55802083324261,3.5337719313237,3.61286710617017,3.57543495285608,3.38116582067683,3.59460014434807,3.45604140578101,3.48831192990654
TYMS,4.26541199855639,4.21238914487521,4.46867325392789,3.99192547970077,4.13124874711921,4.21987614949064,3.59487486871011,4.26412634334124,4.13436908579749,4.30760074802263,3.31728403806053,3.91827872624218,4.04959666316955,3.59077186071616,4.50643304990885,3.99239554375598,3.43710323545533,4.43342478869304,4.02359712383444,3.69670656674952,4.0480782113953,3.33716863603796,3.78489247254404,3.08538049678396,3.28503133679571,4.28759487591175,3.82204058476037,3.75557142929126,3.58905306981956,3.87325647033174,4.24314544263639,4.04405518124935,4.08340808240926,4.4925317726657,4.37638120671582,3.9391355062543,3.34544117331391,3.73254348518204,3.72258374546217,3.84902517563401,4.2778056222491,3.60706044028817,3.04650569965257,4.03360141796816,3.80315546304493,3.78877390983892,3.53385527536335,3.93641883072174,3.67562383729615,4.02939489872862,3.55337079096136
BMS1L,3.30022493656845,3.36665825306434,3.3347924089842,3.43749767910032,3.33981998798161,3.43395295081427,3.32298628425929,3.29477012594641,3.43543248248747,3.05904892678107,3.62933323404016,3.0929678906161,3.3486144066214,3.42660120143234,3.3281154802504,3.20064560936072,3.38985066622807,3.25217023972896,3.36539662368397,3.44034381682564,3.34224715090279,3.1747675409014,3.45011417886251,3.47440160122892,3.53263693803794,3.63918686219331,3.39061756768013,3.54421357065909,3.29472540277582,3.36623481560041,3.68457851160146,3.44618178870787,3.55342653498762,3.55905011318274,3.30852727819481,3.43952563564051,3.16367202687253,3.18332024739602,3.35385547542861,3.44222115359503,3.15797477156973,3.79358994854756,3.34454847369748,3.20512015030755,3.38449946881716,3.2993331537599,3.26301388382583,3.2783389947444,3.16198845017967,3.50902661761538,3.62593956379196
IKBKB,3.72713100474642,3.77488978797695,3.63931203918164,3.78311677969292,3.51139828390997,3.54407350401802,3.37709178343825,3.33549621320082,3.67331559257629,3.68979785331975,3.52965552849303,3.62350203826789,3.4797895975332,3.7023222940153,3.69095383854986,3.71400937037461,3.09637080582155,3.78242775908565,3.63810910791388,3.74588794145843,3.64884234667953,3.54544319882728,3.5172958137877,3.58034861175893,3.61248048612772,3.48819665040859,3.15931538584239,3.35450200828136,3.51238017684698,3.41784719969714,3.52636060382737,3.57885950983306,3.4078453584875,3.82481325892218,3.39836957397745,3.75871755132096,3.54440951370391,3.54350980344026,3.81224021330569,3.70382699288671,3.67633679302698,3.60217658374452,2.92850594834018,3.54918319932241,3.45968116746501,3.91908965596676,3.80730571146288,3.20257603895496,3.62586741684918,3.53156832140898,3.46959141064304
ABAT,3.31420861870132,3.52290124115186,3.10754065396951,3.36376141916245,3.51888516875625,3.79617607050636,3.46855379278628,3.63878657200322,2.83491067761435,3.62179248024717,3.11319572265199,3.5081760795202,3.45057209096342,3.25525585682907,3.3714729532018,3.34220330671222,2.99098448759913,3.43512785799458,3.56944133123355,2.92817352672145,3.273872923321,3.06965995843789,3.05907584090675,3.38987880574901,3.46506727839983,3.76060257273145,3.80532914536515,3.40007582000814,3.95097885918601,3.74520357673,3.28862208462238,3.12295404286632,3.4227340883231,3.22195956742839,3.51640433865598,3.12209884882322,3.47928846883148,3.53238271355113,2.95989673002929,3.31062598617112,3.53262470808682,3.51520440860495,3.51147533343848,3.13424406411931,3.14975779640892,3.19944991231774,3.57124320023358,3.23938457748862,3.39004672007793,3.59923922815757,3.2642372743738
KPNA5,3.88126588010703,3.88212911016773,3.40583963520725,3.9277023225446,3.88864887375721,3.84397387304349,3.86721373154857,3.82965479823294,3.5187858809907,3.86726254915789,4.03477732634374,3.90218506089896,3.98412302883914,3.98141229068256,3.82434364275804,3.80914542235387,4.04355623267436,3.86051977318354,4.05207922465753,3.71085444728661,3.86856850368226,3.81817645515164,3.55912407071011,4.07231079018288,4.22000185603666,3.92102845018198,4.12679880467272,3.88377416677498,4.24658769557654,3.92310904505324,3.84071249075803,3.88876564855637,3.92458158421144,3.857003574791,3.87763644952868,3.27544519338308,3.83371171021952,3.86329394585409,3.70447397149601,4.01027603585529,3.84983833350485,4.21561052161601,3.96607590279183,3.84525733482961,3.92444919638719,3.96167604263464,4.02740901845837,3.83575643977695,3.72191081277843,4.02245794179732,3.9912037842914
TPM3,4.68167249475171,4.71349793527753,4.92114673087315,4.76533585313252,4.63046045097481,4.59753137337354,4.53304373157306,4.62782590353749,4.87383261620394,4.82493344325862,4.90234175915289,4.67467754135788,4.76704070709907,4.66705137644793,4.63082527093554,4.73463087777108,4.71839820982436,4.70311282488725,4.67126901579242,5.07255703118651,4.73442172487017,4.65012055166378,4.96847202100691,4.64872164231885,4.61962584993542,4.61489840717899,4.65256670119206,4.5291187672323,4.52979916835647,4.64481142039815,4.74180003403333,4.65647346967792,4.63780787875782,4.8646852385656,4.78240847857765,4.86522953454545,4.73143939537995,4.79547723616545,4.85740366663951,4.78271322544893,4.71291953685347,4.70710819027359,4.76688211490848,4.9101036864091,4.58807390370984,4.95026659143716,4.59176792835292,4.68222495754207,4.81221507811125,4.60807903654341,4.61744720367671
LITAF,3.97993938233206,3.98647743364001,4.16478904312878,4.03440684173375,3.5245067265233,3.948724734017,3.74786598685061,4.13785908069588,4.09697376275888,4.11538728352535,3.64315113197267,4.10843955403438,3.81108219084918,3.50707600444655,3.94186344611289,4.03286295261749,3.77261255726734,4.02177739041764,3.88937505005111,4.21386707080216,4.03327550708902,3.69536555724151,4.24242130988505,3.63258877543366,3.52854584980185,3.73961759098987,3.83830827781286,4.06139762332508,3.45329356620451,4.00706551095144,4.05946757477767,4.16390899425414,3.7332845968791,3.80739382558653,4.05430016559135,4.24916251132499,3.76222032515146,3.94289613279118,4.3076301778207,3.98729284351613,4.10954621826419,3.89284834002622,3.59815248966549,4.13458773938525,3.82882655888854,4.06905828797913,3.89722774163294,3.8631562494603,4.13918759885275,3.79108656677673,4.10414978755268
LOC283130,3.87555896910084,4.0087862398558,4.50251454367749,3.73481046687406,4.11284815176913,3.7080115695967,3.99097938842065,4.26360357220485,4.19300375859254,3.6449531352262,4.12229909095618,4.20262351580761,4.36443387951419,3.38282918829442,3.75805630718509,3.76023198542359,3.07478902219876,4.40847306459483,3.97659984427347,4.36390368643407,3.8870222694899,3.71499553068785,4.12884177153371,3.92669647869711,4.47056348152609,4.53003965874624,4.51380952887386,3.58530254983206,4.51461872147031,4.20310597077597,3.39056845019775,3.57801424734064,3.59013377458096,4.25176654341498,4.11438547282012,3.78120436856959,3.98371552704975,3.95045126648567,3.85184901553862,3.98889912500734,4.05657847452388,3.93934799700993,4.29994187687165,3.82341364542924,3.69941180446573,3.74497143906947,4.30162218655412,3.66013994187981,4.41389819170532,4.55759345072127,3.98070368063337
AP1S2,4.43155262510285,4.65625011140112,4.34798408727434,4.15261871068085,4.08126195298897,3.6846839966538,3.68247559223557,3.78467070257792,4.33279875464258,4.13115538372174,3.95432231578102,4.07149859162922,3.88436527312749,3.75972161834669,4.52784168698899,4.22725021544773,3.52574533564521,4.49945419161532,3.74942825909478,3.85058552772005,4.1828418599246,3.9251687300297,3.69901056554645,4.17463192567598,3.87232313801666,3.27100984495752,3.243852021866,3.68965358228962,3.39329014236721,4.08953516805789,3.67831320155199,4.18573886014917,3.49996941967233,4.18560790313836,4.19286221637918,4.68576318416109,4.20348884726353,4.12946459989215,3.852663066286,4.09593112266932,4.51647415851777,3.75373231718239,3.38829911230085,4.14672657716855,3.86153733800593,4.53668048237206,4.42323146823187,3.75211331811468,4.14416842752551,3.63963557808804,4.02112013733713
TRIM56,3.41000628818379,3.69040732620399,3.81869887174715,3.58810210274814,3.11117813401127,3.37199957882668,3.38159227151211,3.08951513061854,3.76729207213547,3.72231598158401,3.14970611175189,3.42998066852329,3.49418243251606,3.34683004499854,3.61553743368304,3.51956090584203,3.16953983480472,3.5839515031315,3.6990147343641,3.77334783473063,3.69156920242024,3.28902967252509,3.71278989888086,3.2094388722924,3.27008975238038,2.79720727569273,3.03460880666129,3.04534410611241,3.08677114765622,3.45025542248401,3.44995871157191,3.45189660650955,3.13507155950463,3.39152770877677,3.25284332596683,3.59331044000643,3.41214037876994,3.69932407054688,3.61870740966395,3.48441331065358,3.66540320343514,3.11687992280591,3.30533846941894,3.7404328816024,3.23122816366981,3.78870404774092,3.5574877123531,3.21618438250905,3.80896577289063,3.47470013075933,3.17772720134537
CALCRL,3.51288949056852,3.08533268526753,3.05884606950422,3.5548977012816,3.66684947154363,3.80176101548301,3.116887554631,3.54866587803565,2.90984100833013,2.80684583387071,3.61350936956621,2.93096277766862,3.54876433434961,3.80623602149872,2.87673729714066,3.57311167513525,2.4836757157439,2.90667221652425,3.27835340854995,3.62399914490046,3.34662989559795,2.76223203854481,3.30898463286349,3.8676726243952,3.86199850544301,3.49068408638419,3.74366503252357,2.81544624476628,3.7278926168721,3.0600689800441,3.06001413836364,3.18254332378632,2.51922008105745,3.79895268230898,3.49868388653396,2.79559085469291,3.81852761684427,3.33018662258883,3.32276120417964,3.80419322152323,3.31684141714045,3.69240702846749,3.20157927128753,3.36312966409348,3.49369109932994,2.90989712663481,3.25842127883846,2.53001133497436,2.81194949037986,3.84934151637236,3.75788706570594
SMARCC1,3.30432591275807,3.36236351756767,3.36734455093581,3.34473780316058,3.36064906936144,3.54611469729348,3.47525790361185,3.39165057370936,3.45232137771695,3.42848613871137,3.41280499029376,3.37187508415875,3.39486109052934,3.44602692869582,3.48185551359264,3.29329491885393,3.10240248749943,3.44282957229752,3.49917304663862,3.23744596061284,3.20915536634656,2.84636062031166,2.92685105537526,3.4606519233955,3.62636839540525,3.71648664481803,3.5637835622566,3.01012306437077,3.42555117460656,3.41221939244882,3.38569580409577,3.20982454009623,3.47154898366551,3.40453644805088,3.53397391138997,2.8648722496088,3.33964578683295,3.47742891574082,3.33839074680299,3.36789463382602,3.43254183737709,3.51590535539974,3.18106659191109,3.30539888124392,3.38848379499171,3.11859239059384,3.2841935555853,2.99024559135794,3.38806335019741,3.71078733779933,3.58197945184055
FLJ31951,4.49361917711864,4.74925289013668,4.7108386090302,4.64559402734258,4.4486044574038,4.46186984435255,4.21913336435937,4.54008910701577,4.4917557843181,4.41302082057169,4.41287263760555,4.3792769748705,4.46359918119214,4.32365861992869,4.57391874192747,4.53400929269284,4.60452178038067,4.5607622390814,4.54049565137236,4.5970950063367,4.67856339947831,4.62282885534163,4.73238628024248,4.37371301560114,4.13260839430279,4.58549091474606,4.56584329868297,4.27248755120098,4.38599280234991,4.42831404934877,4.71340938880608,4.46617256384457,4.3775174810421,4.49068262711876,4.45505624139788,4.45065955359847,4.47652092006217,4.65370194834176,4.55720104272499,4.3807537708039,4.62297967529736,4.4771554613012,4.53841044055662,4.74769477623846,4.36213605086112,4.48909566783904,4.30819953832826,4.26324483805073,4.62052988663432,4.24225230761389,4.2958697472154
NDRG3,3.42172794629644,3.42762387349685,3.36630563517203,3.26024387840225,3.51297947214588,3.61873509876977,3.53361358441355,3.59969971308826,3.52790430889291,3.50631639128333,3.25608532233142,3.39605194102353,3.44289567727126,3.56806777638458,3.42218095761482,3.4500098724633,3.42941536932117,3.43469997093471,3.56433471437798,3.17303817497961,3.32297823294723,2.99621123961907,3.46056485621429,3.33813802705967,3.48232765818461,3.80428421847746,3.73752873291352,3.62951010727421,3.59085342175533,3.70763480452654,3.50296364743122,3.37308862921069,3.60304093106768,3.43656350827922,3.59138041357211,2.93512822639322,3.52784815309929,3.50341449467155,3.19156558155136,3.51923308853009,3.53971238848988,3.35907299638575,3.6956920307079,3.12727783348125,3.46760795761274,3.30375897886563,3.47492527555733,3.00503414948538,3.32597188439282,3.46100377364604,3.15591996821169
NM_020037,3.20992525581519,3.59197466903878,4.13383875542896,4.03938000886362,2.22638334833718,2.09600573971511,2.10933889331697,1.73964353443171,3.61625384635871,3.24309090531231,2.02707222320341,3.09472122142074,3.24480562377446,3.18578600520086,2.04709565959736,3.05200560350978,1.68716317942126,4.31079143694446,2.92307088823451,3.61899382820944,4.0615909637698,2.21677533482292,3.74012478889597,1.93007753181792,2.53534223163522,2.20006488546068,2.3789481431403,2.08135090890431,2.02483033936443,2.34223905388552,2.30062808735696,2.81297548971624,2.4589202374349,3.35735349396055,2.54300582702158,3.84978880624784,2.43735730076431,2.60022120997524,3.53911538434906,3.1127762058096,3.53352256600081,2.03747032361277,2.00494441873232,4.11340061291574,3.48229618830592,4.08888151335057,2.00442456021212,2.17554080401677,3.62386679020068,2.0651276340067,2.02865257363312
ZDHHC7,3.90050569838405,3.86720724570443,3.75583736758349,3.70095150574407,3.89984478723299,3.86604814536703,3.71513999392367,3.78060127524503,3.93521167370655,3.86566789494649,3.58888377065448,3.88242246960443,3.86265293526064,3.84406741608833,3.96201706858137,3.89237324125697,3.77349330696804,3.75402188050125,3.89806506800594,4.09448381139265,3.77195819981087,3.81665623419125,3.97622012984922,3.69707172979973,3.88083210654564,3.81016804131931,3.80758914238976,3.69832016128285,3.79904706025829,3.80005048842997,3.73065729711694,3.87105661218277,3.73824100089132,3.82140674302934,3.84305703085851,3.82487559772961,3.71272981988528,3.92912641931183,3.94372322696885,3.82606157920484,3.83969765308847,3.62785088924056,3.73901111715392,3.89446848216113,3.79130403207224,3.70352127833552,3.92648053443198,3.96565923360858,3.86266973769019,3.78113795067227,3.71084565771724
SAT1,4.47615702127613,4.43411780190944,4.81588279612574,4.40158028770773,4.48589322267088,4.22839448080056,4.20281802681651,4.41891718788461,4.71647125258134,4.4008328641474,4.28434167742483,4.63095210893391,4.44432590278805,4.43012017659819,4.06500407058638,4.50670781816527,4.31668317798346,4.67081242324125,4.32693238064119,4.85521458241589,4.69248686943965,4.39913389201368,4.8562816207214,4.12087575966653,4.37776058339697,4.29854341664592,4.43338647787932,4.48195499430034,4.18712713942948,4.42993500042657,4.55350339900043,4.53489514561089,4.41814269515083,4.61153810404442,4.40136994951744,4.85005175774993,4.5074576758437,4.48920545745899,4.6459119696948,4.33573088881332,4.36138228341005,4.40361427182655,4.45307196097586,4.63614283119369,4.5318987406902,4.55078538511565,4.2769094711483,4.51254473528272,4.63445986780349,4.20852076379458,4.14248851651789
LUC7L2,4.11226061292358,4.20503984781804,4.01869163797004,3.93545793885908,3.94296557147371,4.0227263772296,3.91434283972993,3.89571347008181,3.99466304243131,3.95425761297367,3.95545096402071,3.96784860235468,4.03609891647057,3.84932345298659,4.18647860301262,4.06213380932116,3.91895176233185,3.86004162677263,4.05349032823296,4.02639698989047,4.09391163609661,3.88169146502464,4.06061063281942,3.98091497828138,3.82550751601075,3.96216701246097,3.88587618690569,3.90405007296351,3.89818384063644,3.96317201455398,3.86835308717678,3.96936381253047,3.9389408066363,3.97487776425633,3.99067110948008,4.11995521326964,3.86768487532063,4.16574945247813,4.01407408648166,3.97262544476509,4.15946895457658,3.89635180331666,3.86047384461963,4.13033949471042,3.9027756068871,3.88380464356281,4.10875557767046,3.84729718961367,4.05330198994845,3.85011372966325,3.91942601645471
SUMO4,3.82079434948297,3.69314993875549,3.75113177308372,3.65161058722115,3.73432384442921,3.75415056436102,3.77612997998313,3.69165904684633,3.74331656262625,3.60460378978397,3.92796723594495,3.72237252692063,3.74705000412463,3.89293437279709,3.77187346257597,3.70526503353538,3.45175190543838,3.91362340957781,3.64595282592804,3.76209040543996,3.73868917267718,3.84255588550261,3.48703863190367,3.95539595839869,3.82184773447583,3.7918933660071,3.83389847340773,3.63047211588624,3.83288575509406,3.62829807636083,3.80068526092306,3.66937081528961,3.72549844787782,3.73778045126917,3.63801896599245,3.732492349564,3.73674722275308,3.7166402036052,3.70644005224656,3.79951981402975,3.62928561377956,3.80400769227156,3.58496670656786,3.80567114432695,3.80299902122503,3.86293271228075,3.73956459194752,3.84268829148279,3.67174066558076,3.85181902171835,4.09950937517939
SULT1C2,4.06075943027314,4.22669917589912,4.12941363430125,4.058380694503,3.91326173573769,3.91675016794676,3.8152386803656,3.9589881760556,4.18839525331984,4.08968688543376,3.78725560640955,3.98528084649398,3.9351015501238,3.88133586010264,4.13594610374351,3.99091016669267,3.96222216210379,4.03859393660547,4.09737754852965,4.29856704624432,4.1992333815264,3.88683610572258,4.34770586382251,3.75598318720455,3.85832119965573,3.86493573441377,3.90120082887542,3.93986006498521,3.84556050344654,3.78731287433243,3.95465585752758,4.01625308021154,3.79655046717101,4.10364385748885,4.03481576837884,4.31152644306496,3.93090748354162,4.1450734370477,4.20649258226384,4.00515068591981,4.27122077217046,4.02283591354838,3.8849740843647,4.12732849962993,3.94460292546045,4.12081308922091,4.06258472911102,4.05146826519439,4.07124212953517,3.73296576700574,3.77586599861003
SYNPO,3.31143024408692,3.15798835518153,3.93267194241431,3.46454886020021,2.88442772844271,2.86803458770562,3.08331302252576,2.67894245123262,3.79120058105855,2.90735169493421,3.03331235270785,2.9693194435314,2.96673290970142,2.76340552947428,2.90798985546119,3.26267031750451,2.96032138879093,3.32217234703104,2.81726780566879,3.85547990384882,3.81133788874678,3.02879484864894,3.36523107614696,2.90209213568312,2.37714591142984,3.08049589037562,3.11140904651645,2.33827317467984,2.60753651280508,3.02169733315773,3.024986582456,3.34903981492843,2.99822794250707,2.99466902182553,3.03250271862288,3.63958807838857,3.20151155539948,2.94989720054568,3.49921748843097,3.05738193216928,2.97479989861984,2.92824730633674,2.98984433023392,4.21152435950707,3.13992975113541,3.23792458408936,2.86514959390279,3.10155084121074,3.81140614777021,2.80007684685263,2.4931484274084
XM_496931,3.66036347354701,3.61687433548254,3.67418888742563,3.87422133686016,3.63565471660969,3.21771708460119,3.34548449583783,3.03382127465303,3.86802593660459,2.96715749728349,2.85226889474106,3.51359551158971,2.87350776739997,3.30275202908186,3.10973307020584,3.24464320910152,3.10948202629461,3.04146966690229,3.50457266169462,3.54808032637875,3.52497090586756,2.6276955493978,3.68828461790213,3.14654382864648,2.89765182887917,3.48706650581849,3.58820692208522,2.65721557497714,3.11887521980556,3.23783769219386,3.49215348898655,3.06446510261276,2.80498674078277,3.40307125256456,3.30038480649536,3.77853007942981,3.47696618390784,3.60300182265979,3.77792760353251,3.45538548667431,3.69298995743098,3.30393912366644,3.51803094650405,4.11793976020595,3.26254363443118,3.54172685402292,3.30066177503503,3.38393056436074,3.8935047145683,3.02109539858853,3.03619198617779
C1R,3.93843646074146,4.15412247968285,4.47647850120906,4.13260497008478,3.7893772652366,3.40058150300102,3.31477028795775,3.44511639884275,4.1315611181216,3.72041112118536,3.19488576148712,3.82054796836879,3.74558751868505,3.59476634685223,3.33980926381765,3.67868214182367,3.3217088022088,3.88794885771378,3.94298632167852,3.96069695133072,3.98689188737464,3.24771997674855,4.16942721547534,3.2914416708237,2.99018917946844,3.65860926138995,3.52603024966851,3.31715475149758,2.90773427409166,3.35368719987657,3.54186443683332,3.87957924350022,3.63348522104295,3.94177436454672,3.72613411040518,4.02701847985334,3.85273433519675,3.73845868091344,4.07566902113258,3.94308787938165,3.9499329743629,3.60393988624004,3.57975582373956,4.50343310745007,3.83207548775389,4.02046180521297,3.47146656741537,3.37822632982771,4.28593313735456,3.31233034845101,3.05951419254612
