,AA3,AOA3,AOA4,GBM1,GBM15,GBM16,GBM21,GBM22,GBM25,GBM27,GBM28,GBM29,GBM31,GBM4,GBM5,GBM6,GNN1,GS1,JPA3,LGG1,O1,O2,O3,O5,sGBM1,sGBM3
EID.3,0.0244542027258132,-0.228997124707815,-0.304032522937904,0.370551547858557,0.168905530159442,0.176038273522273,0.0109136685918056,0.146932078832008,-0.160191814973302,0.198241813345282,-0.0924307530263992,0.0981975655576716,-0.113147567185691,-0.0858201335573726,0.0786665921063442,-0.282156416743213,0.187994025734663,0.0569940257346628,2.08034800803555,-0.146864381344983,-0.105536947716665,-0.062634292849408,-0.120997124707815,-0.371837832672417,-0.187457301698966,0.347779740020377
DUS3L,-0.204545797274187,-0.201997124707815,0.194967477062096,0.223551547858557,-0.848094469840559,-0.214961726477727,-0.121086331408194,-0.358067921167992,-0.711191814973302,-0.460758186654718,-0.773430753026399,-0.810802434442328,-0.927147567185691,-0.497820133557373,0.147666592106344,-0.315156416743213,-0.0180059742653372,-0.791005974265337,-0.270651991964452,-0.528864381344983,-0.506536947716665,-0.730634292849408,-1.71099712470782,-1.47283783267242,-0.807457301698966,-0.390220259979623
KIAA1543,-0.320545797274187,-0.0309971247078151,0.0159674770620964,0.702551547858557,0.0939055301594415,-0.388961726477727,0.758913668591806,0.663932078832008,-0.215191814973302,0.404241813345282,0.0515692469736008,0.156197565557672,0.119852432814309,0.137179866442627,0.228666592106344,0.397843583256787,-0.397005974265337,-0.0440059742653372,-0.0406519919644523,-0.0568643813449833,0.305463052283335,-0.049634292849408,-0.286997124707815,-0.0988378326724169,-0.160457301698966,0.130779740020377
HBXIP,-0.371545797274187,-0.309997124707815,-0.486032522937904,-0.445448452141443,-0.306094469840558,-0.377961726477727,-0.236086331408194,-0.394067921167992,-0.342191814973302,-0.603758186654718,-0.248430753026399,-0.0908024344423284,-0.403147567185691,-0.332820133557373,-0.689333407893656,-0.424156416743213,-0.347005974265337,-0.133005974265337,-0.844651991964452,-0.744864381344983,-0.708536947716665,-0.661634292849408,-0.385997124707815,-0.652837832672417,-0.622457301698966,-0.825220259979623
ZNF226,-0.0235457972741868,-0.0149971247078151,0.00696747706209638,-0.695448452141443,-0.00909446984055848,0.388038273522273,0.373913668591806,-0.0890679211679922,0.671808185026698,0.333241813345282,0.352569246973601,-0.169802434442328,0.340852432814309,-0.118820133557373,0.159666592106344,0.347843583256787,-1.63900597426534,0.147994025734663,-0.0526519919644523,0.178135618655017,-0.439536947716665,0.214365707150592,0.284002875292185,0.121162167327583,0.211542698301034,-0.257220259979623
EDG1,-0.393545797274187,-0.205997124707815,-0.113032522937904,-0.123448452141443,-0.110094469840558,-0.353961726477727,0.379913668591806,0.0339320788320079,0.0768081850266982,0.321241813345282,0.826569246973601,-0.221802434442328,0.0568524328143088,-0.0748201335573726,-0.229333407893656,0.168843583256787,-1.16700597426534,0.261994025734663,-0.0146519919644523,-0.121864381344983,-0.161536947716665,-0.026634292849408,0.140002875292185,-0.790837832672417,-0.101457301698966,-0.573220259979623
SORT1,0.173454202725813,-0.128997124707815,0.342967477062096,-0.0204484521414435,0.387905530159442,0.0520382735222734,-0.0080863314081944,0.503932078832008,-0.0461918149733018,0.357241813345282,0.221569246973601,0.889197565557672,0.365852432814309,0.105179866442627,0.207666592106344,-0.427156416743213,-0.100005974265337,-0.247005974265337,0.0173480080355477,0.119135618655017,-0.266536947716665,0.139365707150592,-0.109997124707815,-0.145837832672417,-0.337457301698966,-0.355220259979623
LOC283070,0.0344542027258132,0.149002875292185,-0.227032522937904,-0.656448452141443,-0.307094469840558,-0.295961726477727,-1.05508633140819,-2.55706792116799,-0.607191814973302,-1.59075818665472,-0.299430753026399,-0.537802434442328,-1.38414756718569,-0.471820133557373,-0.705333407893656,-0.992156416743213,-0.0270059742653372,-0.669005974265337,0.576348008035548,0.202135618655017,-0.753536947716665,-0.074634292849408,0.923002875292185,-0.200837832672417,0.0685426983010344,0.141779740020377
DCLRE1B,0.00545420272581319,-0.113997124707815,-0.0620325229379036,-0.359448452141443,-0.404094469840558,0.0180382735222734,0.0349136685918056,0.0779320788320079,-0.0861918149733018,-0.532758186654718,0.117569246973601,-0.172802434442328,-0.512147567185691,-0.0918201335573726,-0.229333407893656,-0.542156416743213,0.672994025734663,-0.0960059742653372,0.268348008035548,-0.289864381344983,-0.421536947716665,-0.119634292849408,0.268002875292185,-0.262837832672417,-0.378457301698966,-0.208220259979623
ZNF549,-0.775545797274187,-0.807997124707815,-0.194032522937904,-0.394448452141443,0.723905530159441,-0.0129617264777266,0.154913668591806,-0.360067921167992,-0.0191918149733018,0.0422418133452822,-0.290430753026399,0.649197565557672,0.256852432814309,-0.0248201335573726,-0.333333407893656,-0.600156416743213,-1.06000597426534,-0.746005974265337,-0.821651991964452,-0.220864381344983,-0.112536947716665,0.195365707150592,0.156002875292185,0.144162167327583,0.151542698301034,-0.361220259979623
KLRC3,0.334454202725813,0.108002875292185,0.324967477062096,-0.949448452141443,0.411905530159442,0.608038273522273,1.09491366859181,0.845932078832008,0.672808185026698,0.513241813345282,0.473569246973601,0.430197565557672,-0.0611475671856912,0.335179866442627,0.343666592106344,0.857843583256787,0.482994025734663,-0.370005974265337,0.335348008035548,0.482135618655017,1.15346305228334,0.899365707150592,0.591002875292185,0.690162167327583,0.453542698301034,-0.423220259979623
ZNF419B,0.0454542027258132,-0.684997124707815,-0.104032522937904,0.166551547858557,-0.451094469840559,0.208038273522273,-0.575086331408194,-0.861067921167992,0.0148081850266982,0.0362418133452822,-0.386430753026399,0.0831975655576716,-0.0661475671856912,-0.0468201335573726,-0.274333407893656,-0.316156416743213,0.600994025734663,-0.149005974265337,0.0733480080355477,0.0781356186550167,-0.925536947716665,-0.061634292849408,-0.0709971247078151,-0.499837832672417,-0.481457301698966,-0.361220259979623
DDEF1,-0.654545797274187,0.546002875292185,-0.0560325229379036,0.00455154785855655,-0.0510944698405585,-1.05696172647773,0.568913668591806,0.340932078832008,0.562808185026698,-0.279758186654718,0.397569246973601,0.175197565557672,0.0348524328143088,0.281179866442627,-0.0163334078936558,0.558843583256787,0.481994025734663,0.404994025734663,-0.293651991964452,0.248135618655017,0.911463052283335,0.734365707150592,0.0930028752921849,0.279162167327583,0.665542698301034,0.400779740020377
DMN,-0.379545797274187,0.335002875292185,0.0689674770620964,-0.0354484521414435,-0.308094469840558,-0.394961726477727,0.117913668591806,0.332932078832008,-0.0531918149733018,0.0142418133452822,-0.630430753026399,-0.370802434442328,-0.199147567185691,-0.0228201335573726,-0.310333407893656,0.628843583256787,-0.0240059742653372,-0.116005974265337,0.0193480080355477,0.148135618655017,0.268463052283335,0.240365707150592,-0.112997124707815,0.199162167327583,0.231542698301034,-0.285220259979623
KCNJ1,-1.25154579727419,0.0500028752921849,-0.826032522937904,0.632551547858556,0.368905530159441,-0.972961726477727,-1.14708633140819,-1.61206792116799,-0.165191814973302,-0.777758186654718,-0.0884307530263992,-0.169802434442328,-0.0221475671856912,-0.768820133557373,-0.834333407893656,-0.662156416743213,-1.98300597426534,0.0109940257346628,-0.222651991964452,-0.637864381344983,-0.0825369477166647,-0.197634292849408,0.0600028752921849,-0.147837832672417,-0.634457301698966,0.514779740020377
MGC18216,-0.257545797274187,-0.160997124707815,-0.814032522937904,-0.231448452141443,-0.620094469840558,-0.934961726477727,-0.424086331408194,-0.130067921167992,-0.192191814973302,-0.824758186654718,-0.592430753026399,-0.824802434442328,-0.221147567185691,-1.14582013355737,-0.662333407893656,-0.121156416743213,0.140994025734663,-0.218005974265337,-1.51265199196445,-0.963864381344983,-0.473536947716665,-0.494634292849408,-0.495997124707815,-0.285837832672417,-0.172457301698966,-0.560220259979623
PSG5,0.271454202725813,0.0990028752921849,-0.205032522937904,-0.108448452141443,0.234905530159441,0.443038273522273,-0.0780863314081944,0.176932078832008,0.216808185026698,-0.203758186654718,-0.309430753026399,0.0191975655576716,0.106852432814309,-0.342820133557373,-0.183333407893656,0.0178435832567866,0.493994025734663,0.107994025734663,-0.134651991964452,-0.512864381344983,-0.879536947716665,0.019365707150592,-0.0449971247078151,-0.180837832672417,-0.129457301698966,0.086779740020377
FBXO32,-0.518545797274187,-0.463997124707815,-0.0910325229379036,-0.365448452141443,0.233905530159441,-0.190961726477727,-0.126086331408194,0.0199320788320078,0.137808185026698,0.357241813345282,0.0725692469736008,0.460197565557672,0.187852432814309,0.177179866442627,0.157666592106344,0.0668435832567866,-0.0340059742653372,-0.234005974265337,0.0523480080355477,0.533135618655017,0.302463052283335,0.795365707150592,0.292002875292185,0.574162167327583,-0.0304573016989656,0.297779740020377
ZNF329,-0.381545797274187,-0.972997124707815,-0.716032522937904,-0.533448452141443,-1.40209446984056,-0.132961726477727,-0.495086331408194,-1.17706792116799,-0.715191814973302,-0.618758186654718,-1.1244307530264,-1.23380243444233,-0.802147567185691,-0.776820133557373,-0.536333407893656,-0.611156416743213,0.137994025734663,-0.597005974265337,-0.339651991964452,-0.788864381344983,-0.691536947716665,-0.492634292849408,-1.20999712470782,-0.999837832672417,-0.527457301698966,-0.660220259979623
SBP1,0.0064542027258132,-0.215997124707815,-0.182032522937904,-0.513448452141443,-0.126094469840558,0.0970382735222734,-0.147086331408194,-0.0740679211679922,-0.247191814973302,-0.160758186654718,-0.457430753026399,-0.0928024344423284,-0.294147567185691,-0.356820133557373,-0.133333407893656,-0.366156416743213,0.703994025734663,-0.526005974265337,-0.0536519919644523,-0.289864381344983,-0.288536947716665,-0.287634292849408,-0.269997124707815,-0.379837832672417,0.258542698301034,-0.228220259979623
MGC42367,0.192454202725813,0.327002875292185,0.427967477062096,-0.183448452141443,0.995905530159441,-0.552961726477727,0.119913668591806,1.48893207883201,0.552808185026698,0.805241813345282,0.8005692469736,1.57819756555767,0.596852432814309,0.676179866442627,1.10066659210634,0.217843583256787,-0.0360059742653372,-0.938005974265337,0.144348008035548,0.754135618655017,0.928463052283335,0.691365707150592,1.00000287529218,0.195162167327583,0.355542698301034,0.039779740020377
OSR1,-0.290545797274187,0.246002875292185,-0.597032522937904,0.122551547858557,-0.0440944698405585,-0.296961726477727,-0.308086331408194,-0.0380679211679921,0.298808185026698,-0.506758186654718,0.307569246973601,-0.0238024344423284,-0.00314756718569123,-0.381820133557373,-0.549333407893656,-0.323156416743213,-0.244005974265337,-0.00500597426533725,-0.473651991964452,-0.575864381344983,-0.121536947716665,0.515365707150592,-0.0209971247078151,-0.188837832672417,-0.770457301698966,0.373779740020377
D21S2089E,-0.590545797274187,0.305002875292185,0.00396747706209639,-0.625448452141443,-0.122094469840558,-0.690961726477727,-0.337086331408194,-0.0790679211679922,0.0308081850266982,0.180241813345282,-0.0484307530263992,-0.591802434442328,-0.534147567185691,-0.337820133557373,-0.311333407893656,0.526843583256787,-0.147005974265337,-0.143005974265337,-0.159651991964452,0.215135618655017,-0.105536947716665,-0.090634292849408,-0.397997124707815,0.763162167327583,-0.385457301698966,-0.403220259979623
HNRNPG.T,-0.385545797274187,-0.206997124707815,0.149967477062096,0.291551547858557,-1.03309446984056,-0.384961726477727,-0.258086331408194,-0.237067921167992,0.362808185026698,0.156241813345282,0.0265692469736008,-0.588802434442328,-0.143147567185691,-0.171820133557373,-0.278333407893656,-0.0751564167432134,-1.49300597426534,0.124994025734663,-0.255651991964452,-0.118864381344983,0.0184630522833353,0.074365707150592,-0.106997124707815,0.0981621673275831,-0.103457301698966,0.747779740020377
AP4B1,0.0624542027258132,-0.279997124707815,-0.486032522937904,0.357551547858557,0.520905530159441,0.0700382735222734,-0.534086331408194,-0.215067921167992,-0.134191814973302,1.33524181334528,-0.139430753026399,0.0311975655576716,-0.746147567185691,-0.122820133557373,-0.368333407893656,-0.591156416743213,-0.118005974265337,-0.381005974265337,0.333348008035548,-0.687864381344983,-1.19353694771666,-0.224634292849408,-0.464997124707815,-0.678837832672417,-0.804457301698966,0.150779740020377
ZNF160,0.356454202725813,-0.214997124707815,0.133967477062096,0.0515515478585565,0.702905530159442,0.312038273522273,0.245913668591806,0.287932078832008,0.0728081850266982,0.210241813345282,-0.123430753026399,0.419197565557672,-0.0771475671856912,0.441179866442627,0.167666592106344,0.103843583256787,0.865994025734663,0.0499940257346628,0.283348008035548,-0.0968643813449833,-0.0835369477166647,0.107365707150592,0.0260028752921849,0.0291621673275831,0.191542698301034,-0.319220259979623
LRBA,-0.117545797274187,-1.01999712470782,-0.251032522937904,-0.0164484521414435,-0.777094469840558,-0.347961726477727,-0.332086331408194,-0.646067921167992,-0.0901918149733018,-0.747758186654718,-0.0674307530263992,-0.721802434442328,-0.614147567185691,-0.621820133557373,-0.916333407893656,-0.707156416743213,-0.195005974265337,-0.0570059742653372,-0.138651991964452,-1.13486438134498,-1.25153694771666,-0.627634292849408,-0.829997124707815,-0.612837832672417,-0.961457301698966,0.270779740020377
LILRA1,-0.263545797274187,-0.792997124707815,-0.128032522937904,-0.0804484521414434,-1.35609446984056,0.339038273522273,-0.633086331408194,-1.04506792116799,-0.277191814973302,0.211241813345282,-0.750430753026399,-0.573802434442328,-0.485147567185691,-0.534820133557373,-0.368333407893656,-0.0481564167432134,0.295994025734663,0.0259940257346628,-0.105651991964452,-0.422864381344983,-1.01853694771666,-0.362634292849408,-0.599997124707815,-0.482837832672417,-0.137457301698966,-0.808220259979623
EGLN2,-0.581545797274187,0.119002875292185,0.107967477062096,0.0565515478585565,-0.124094469840558,-0.477961726477727,0.153913668591806,0.357932078832008,-0.0131918149733018,-0.206758186654718,0.212569246973601,0.0621975655576716,1.13485243281431,0.407179866442627,0.214666592106344,0.0548435832567866,-0.282005974265337,-0.393005974265337,-0.291651991964452,-0.0508643813449833,0.0624630522833353,0.012365707150592,0.00300287529218489,-0.0058378326724169,0.195542698301034,-0.151220259979623
BCAM,-0.420545797274187,-0.0899971247078151,-0.179032522937904,0.690551547858557,0.00390553015944151,-0.753961726477727,0.635913668591806,0.611932078832008,0.125808185026698,0.116241813345282,0.0725692469736008,-0.0688024344423284,0.503852432814309,0.0211798664426274,-0.0293334078936558,0.441843583256787,-0.0910059742653372,0.240994025734663,-0.342651991964452,-0.473864381344983,0.562463052283335,1.10636570715059,-0.00299712470781511,0.0221621673275831,-0.0114573016989656,0.870779740020377
GPSM2,-0.0365457972741868,0.151002875292185,-0.0970325229379036,0.190551547858557,0.484905530159442,-0.136961726477727,0.466913668591806,0.789932078832008,0.204808185026698,0.0732418133452822,0.247569246973601,0.399197565557672,0.251852432814309,0.518179866442627,0.163666592106344,-0.117156416743213,-0.154005974265337,-0.187005974265337,-0.142651991964452,-0.00786438134498326,0.947463052283335,0.352365707150592,0.304002875292185,0.300162167327583,0.257542698301034,0.235779740020377
APOC1,0.0854542027258132,-0.880997124707815,-0.513032522937904,-0.0154484521414435,-0.359094469840558,0.0730382735222734,-0.510086331408194,-1.16206792116799,-0.247191814973302,-0.381758186654718,-0.489430753026399,-0.344802434442328,-0.0901475671856912,-0.551820133557373,-0.00633340789365583,-0.905156416743213,0.286994025734663,-0.397005974265337,-0.0666519919644523,-0.442864381344983,-0.933536947716665,-0.385634292849408,-0.291997124707815,-0.349837832672417,-0.796457301698966,-0.561220259979623
IGF1R,0.248454202725813,0.220002875292185,-0.106032522937904,-0.0174484521414435,-0.108094469840558,0.0870382735222734,0.555913668591806,0.675932078832008,0.352808185026698,0.0302418133452822,-0.250430753026399,0.148197565557672,-0.0641475671856912,0.00717986644262736,-0.171333407893656,-0.0411564167432134,0.465994025734663,-0.191005974265337,0.0943480080355477,-0.329864381344983,-0.103536947716665,0.064365707150592,-0.151997124707815,-0.0088378326724169,0.0525426983010344,-0.029220259979623
TLL2,-0.519545797274187,-0.654997124707815,-0.518032522937904,-0.946448452141443,-0.709094469840559,-0.980961726477727,-2.26408633140819,-1.38106792116799,-1.0781918149733,-1.25275818665472,-0.692430753026399,-1.63780243444233,-1.15414756718569,-0.988820133557373,-0.982333407893656,-0.605156416743213,-1.99400597426534,-0.409005974265337,-1.05365199196445,-0.576864381344983,-0.663536947716665,-0.660634292849408,-0.234997124707815,-0.336837832672417,-1.02345730169897,-0.555220259979623
CA11,0.0974542027258132,-0.572997124707815,-0.103032522937904,-0.0464484521414435,0.419905530159441,0.0250382735222734,-0.495086331408194,-0.829067921167992,-0.200191814973302,0.323241813345282,-0.362430753026399,0.322197565557672,-0.216147567185691,0.104179866442627,-0.0623334078936558,-0.504156416743213,-0.268005974265337,-0.530005974265337,-0.373651991964452,-0.300864381344983,-0.539536947716665,-0.726634292849408,-0.402997124707815,-0.532837832672417,-0.349457301698966,-0.767220259979623
TMEM146,-0.398545797274187,-0.281997124707815,-0.222032522937904,0.263551547858557,-0.186094469840558,0.0530382735222734,0.109913668591806,0.255932078832008,-0.624191814973302,0.416241813345282,-0.206430753026399,-0.0248024344423284,-0.163147567185691,-0.0668201335573727,0.313666592106344,-0.392156416743213,-0.563005974265337,-0.405005974265337,-0.316651991964452,0.198135618655017,-0.0245369477166647,-0.431634292849408,-0.178997124707815,-0.268837832672417,-0.569457301698966,0.479779740020377
KCNK6,-0.212545797274187,-0.258997124707815,-0.225032522937904,-0.537448452141443,-0.163094469840558,0.412038273522273,-0.597086331408194,0.250932078832008,0.0648081850266982,0.0462418133452822,0.372569246973601,-0.254802434442328,-0.00414756718569123,-0.344820133557373,-0.104333407893656,-0.832156416743213,-0.580005974265337,-0.223005974265337,-0.323651991964452,-0.361864381344983,-0.125536947716665,-0.405634292849408,-0.0869971247078151,-0.286837832672417,-0.236457301698966,0.020779740020377
TFDP2,0.0154542027258132,-0.221997124707815,-0.0670325229379036,-0.171448452141443,-0.397094469840558,-0.117961726477727,-0.0790863314081944,-0.00306792116799215,-0.265191814973302,-0.330758186654718,-0.0844307530263992,-0.254802434442328,-0.714147567185691,-0.332820133557373,-0.576333407893656,0.0318435832567866,0.249994025734663,-0.373005974265337,-0.101651991964452,-0.238864381344983,0.159463052283335,-0.554634292849408,-1.95999712470782,-0.367837832672417,-0.139457301698966,-0.146220259979623
