,GBM2,GBM4,GBM5,GBM6,GBM11,GBM13,O2,GBM15,GBM23,A1,OA3,A2,A3,OA4,O5,O6,O8,GBM33,GBM34,GBM35,GBM36,GBM37,GBM39,GBM43,GBM48,GBM49,A5,A6,GBM54,GBM56,GBM58,A8,O11,OA7
CYBASC3,3.87782257028713,4.0113744382606,3.80713091918948,4.08791530463497,4.02509157411796,3.83791611854505,3.69671529793831,3.55062148682752,4.00372417394775,3.7947389308625,3.68635773107001,3.85024710120006,3.75834474524188,3.82514701499662,3.8961153172694,3.7715812346382,3.95603845897439,3.85352214692832,3.8085158176333,4.01123260280802,3.71896803508689,3.94274032587587,4.15670566902225,3.99098732537688,3.89330459713654,3.75860391837462,3.80627801846699,3.6515957663898,3.96089017098312,3.82928350528229,3.99683840834859,3.76934785509352,3.69875436702959,3.86747178953343
SYDE1,3.57397996004229,3.72198050896447,3.22142284539542,3.67453194382057,3.31552533285037,3.51045881296427,3.59668878255451,3.48621717584663,3.35775518717068,3.39981713609594,3.2452539881672,3.21391468274165,3.24209423259214,3.19540421889337,3.43137035895105,3.33366910100231,3.42719973088973,3.56764253285924,3.493831258369,3.6489209132367,3.35265612331507,3.66530015652585,3.55201957482084,3.62929224218004,3.72246831619187,3.28120091347618,3.4898346386504,3.27371825020314,3.49966674176759,3.59011803919076,3.61893879452176,3.6278959048973,3.15227794565829,3.6222457387799
ZFP36L2,3.97707831310808,4.34591178502794,3.97489672233338,4.42911619456929,4.13700561803149,4.04093596210563,3.87669495583515,4.08170511121303,3.98124853301704,3.98131328180019,3.90514135609463,3.84659921820778,4.03918279080886,4.07263746391932,4.18812002833524,3.877008495081,4.20981318132619,4.38019555254006,4.33078517980309,4.38968540266295,3.97133147755595,4.28479863408552,4.2319679274872,4.30964996569365,4.15620891160184,4.09434644761566,4.03634595296579,3.85987902934675,4.40986160249123,4.16711896163613,4.37374330403426,4.08144045866138,3.79342331361083,4.4531368618526
AI267414,3.73391634600114,3.56129879958813,3.57098611434348,3.57733218452109,3.40308309814174,3.19303188329031,3.60799846265032,3.76229067584792,3.61249458383268,3.78597645217855,3.49938283249799,3.62745772474105,3.7662286791067,3.3776518731214,3.58878370429691,3.61160967576002,3.59437000625995,3.80996056182828,3.79081915156611,3.51177163270463,3.49998562615599,3.46680417611669,3.47080873014802,3.31814976766686,3.8325188758183,3.5621907635062,3.8076161293874,3.61152034206505,3.77976130431499,3.37014821782385,3.54245070190679,3.91242352881145,3.61852754423342,3.2865833262863
CMTM3,3.97409608182206,4.25351907709707,3.6396433448403,3.98408361134206,3.56644998461108,3.75284980766183,3.78643928502913,3.87367789021176,3.65292588135992,3.69308743242929,3.57976725312221,3.5931769257401,3.43743534720278,3.7946755265972,3.87457191431125,3.56394088554223,3.70767916182125,4.0846951475455,3.89707535189646,3.99297920931818,3.72266780934176,4.3800186074887,4.24938903808761,3.85232015361637,3.84951928390104,3.7907825931996,3.51914833587488,3.60178934154957,3.87070745412783,4.17616951187095,3.93804579549742,3.78830663019183,3.25030043287519,4.13730418995953
OAS1,3.05294736669754,3.26787963802516,3.22223822393346,3.26013461856741,3.0618824137804,3.45280085442036,3.03944822680978,2.2856045612771,3.40915712186808,2.8568303548478,2.96158860924414,3.05274010009006,2.25066148096969,3.48079313799832,2.83035253305407,2.78935434063118,3.40477027763529,3.17700058764595,3.03821826358542,2.96991376080033,3.17059874969127,3.33537725284068,3.57147660265319,2.74836713654118,3.34769447452365,2.71721766892098,2.9175312408696,2.52979468032977,3.10145458259103,3.79049761368871,3.5818112397777,2.68848923237701,2.81059405544274,3.40460590875254
AIM1,3.0501186370167,3.50157996631671,2.76176926944868,3.36954442348659,3.32063786188545,2.88160431655321,3.03776941531899,3.11577221882051,3.13429443414228,2.7304778399554,2.79504188936772,2.62390540642557,2.91736212144237,2.6528166428788,2.66472093101165,2.99644249474158,2.61067612950527,3.51611369868503,3.14151060172486,3.30018686362448,3.00999873004806,3.62407655679981,3.61569960290354,3.04681111275047,2.95128359297887,2.91646658238745,3.1710034903686,2.86417336295258,3.52779186122089,3.34362421031969,3.63221183126379,3.29317221909089,2.80495067532302,3.41341846619498
C1S,3.32847725774367,4.09537078944135,3.27992461589423,4.27042820037122,3.92417204344633,3.47317840190284,3.51365873105223,3.36066099467559,4.10702718821471,3.01005220241272,3.31188412986098,3.42314113897903,3.37421532112865,2.95721447277862,3.16585837546655,3.54908888566045,3.36507089941236,3.80241499355759,3.50548398516513,3.7392799476606,3.46333326910325,4.26145291730335,4.595733365628,3.79195661678296,3.75833610852396,2.88058838649758,3.29751233443815,3.29715733106363,4.01361913592158,3.83887137136087,4.65508702744422,3.27478481341282,3.31526209904644,4.13495870785608
ANKRD17,3.61334288924418,3.59671373475836,3.80415061339943,3.78658136114474,3.71838865794744,3.59448183125918,3.72375325470732,3.71858388979441,3.67759719010876,3.71121947984416,3.8631523809536,3.84318436122244,3.77745466274586,3.85608923955801,3.64213714263467,3.69991114230141,3.62909446837856,3.63559059826052,3.63782982701209,3.56082150761885,3.76535892578767,3.52633165131859,3.51353201667768,3.52897515906173,3.57567753608523,3.81136913635029,3.73780523382326,3.72818384628292,3.62011834956203,3.71523463062697,3.52190278868167,3.80942038139015,3.8273710826104,3.76432276611389
WWOX,3.78558186625376,3.79375086349123,3.99056877460324,3.62525038975682,3.80014001797013,3.52885887615707,3.30359559735768,3.58281011632767,3.76343293550651,3.93375269328026,3.99600234720655,3.48271340798436,3.83401979778493,3.83709300954993,3.63907072229455,3.71000755007067,3.90489695918729,3.67219450080502,3.61005119183886,3.43869942581215,3.68983697391794,3.94238317103925,3.94756487274061,3.68861761233181,3.7415133077046,3.7453823599777,3.84294830618249,3.73230978810561,3.51388198847305,3.64263978551487,3.56591885777567,3.91181356387911,3.73547569906594,3.98804213333508
DIRAS3,2.86244386344421,3.35633033053353,2.91713039444317,3.55445390621756,3.08385543033277,2.8263579740775,3.10382252857745,2.89750393210256,3.01206450545214,2.8594601445945,2.65657729139611,2.99703583634584,2.71521672570608,2.85904157641223,2.71086171544999,2.88572354640318,2.73503730693499,2.96568889145472,2.96950071265348,3.55767751780887,2.76340627829596,3.20139029573718,2.80479753388441,3.14864891950957,3.74284699938258,2.46759922724112,2.85460114028695,2.79619745742729,3.02084876144313,3.50724338150149,3.41661687841334,3.10952252706465,2.7870259627444,3.30587199564318
SCAMP1,3.57721183094922,3.17582567917522,3.5416898002502,3.18712855075265,3.48478896384896,3.14399943796011,3.13745254451803,3.13937841514301,3.50541766549694,3.39773062826703,3.65753942967443,3.71620741408849,3.60101937032876,3.62494654269177,3.53689539504051,3.61072232236129,3.45351709133154,3.31640085981507,3.28530318365139,3.37723046152577,3.24582741723065,3.41554757318929,3.1053047404414,3.1042873308783,2.91730906109443,3.66765230900232,3.53205933402024,3.80418606365058,2.98666381882863,3.35058950318612,3.36930938768796,3.18198014066054,3.67494174859603,3.28755675458109
TBC1D10A,3.77092031563994,3.74741204096032,3.80557602062058,3.58378088256956,3.87087867721186,3.71115301793778,3.75774461518006,3.7265162846218,3.92427297840574,3.863570872577,3.91375113996991,3.74644355007507,3.78554009654656,4.0820776477089,3.82314584102029,3.76685182778339,3.86994584015166,3.71449489439427,4.02490104530111,3.55837804506508,3.84368627616374,3.86489714671681,3.89318398254763,3.8066650948772,3.61922025969426,3.77443776363085,3.74041598600117,3.76909634712141,3.7499369565401,3.76062231845976,3.86174171160249,3.78378227417025,3.77572350275023,3.81339248654212
CALR,4.08471805283264,4.1339079018798,3.91050653182935,4.32636318784441,3.9434451974341,4.32980594474544,3.92032231493455,3.98851369693314,4.03843551774826,3.95683329502869,3.92777684897827,3.92851163161294,3.83555544367825,3.87990783014423,4.00014594185121,3.88937605856356,3.86897840523522,3.93872316549842,3.94638323421641,4.14558454846146,3.8562275013448,3.88519097489789,3.99571024648174,4.35976083037482,3.9601740906645,4.06093810866835,3.91382455072577,3.86763834352704,4.06474718545761,4.11318755715735,4.50977170689945,4.05806891342545,3.74082366549907,4.05393312363361
ZNFX1,3.95938930893076,4.13100775282944,3.99237777636316,3.97393987149778,3.95798214115765,3.9738918628832,3.74241370985129,3.67701614776771,3.91142407188627,3.94823211881707,3.808016341075,3.75502249783682,3.73751919525887,4.03367951178444,3.92826703001332,3.88407316681822,4.13029590279949,3.9677924320472,3.92608421164196,4.002010552172,3.88045783943382,3.89495822165885,4.15068335560797,4.03127605495108,3.90404097282358,3.7872002449643,3.85717913927829,3.68961133889568,3.95209619098501,4.01863817876082,4.22174276883259,3.76337819659944,3.75066565348955,4.10707558900445
PUM2,4.08135746283001,4.00397194868791,4.09805084674768,3.89201970827431,4.11371502043306,4.20229155943726,4.0993370742863,4.15647715666292,4.07245074453845,4.15387578320645,4.16415136780344,4.22325793533774,4.18280574080751,4.22488757874864,4.09298363243424,4.17769454858786,4.05663032094961,4.15286877932767,4.19214513501556,4.00973271330411,4.09593766914811,3.93628542654382,4.00442438825514,4.17370364496549,3.9260121234424,4.17031532397928,4.18364411540341,4.22329652987942,4.15881271853078,4.04239998735498,3.95739142689349,4.09270450743262,4.24743639695464,4.08977105970797
AKAP13,3.27106847844008,3.53141287371291,3.2758064214067,3.30883536292589,3.27932923093222,3.34730054084858,3.37937061171089,3.45147218729945,3.31638199574535,3.39796207027136,2.97199165880914,3.36348298843723,3.31983427165544,3.30381896351653,3.26667893550542,3.20924255675458,3.26165058608725,3.71634905474051,3.4078056233539,3.42385607948128,3.32536950565702,3.59739842633293,3.69616996036915,3.0453632763149,3.59478301880901,3.23150628982216,3.36514041025698,3.2479641877947,3.53916219604255,3.48025608748498,3.60397134355751,3.43049575599331,3.1275158870983,3.32389800660882
RASSF4,3.32916999296888,3.19960737134331,3.4357532946901,3.30564194852087,3.05190310640645,2.81883137155406,3.08301322540599,3.25745249094835,3.243736328884,3.71132223509672,3.54935533946044,3.27510026147344,3.8301438825394,3.83603843832718,3.96260791896759,3.41107885786507,3.73896351008217,3.02693550534329,3.29512884619938,3.2893505602256,3.3022447540318,3.40544762112933,3.44888479217053,2.95981432098297,3.09506050254863,3.48219117684811,3.40548006062333,3.47506245913817,3.84536920326764,3.30626135884292,3.73207025082161,3.82732726337129,3.17431920156275,3.85043350743036
LOC339803,3.44572995923719,3.46736743828954,3.13512565170234,3.61707492007369,3.49740586602056,3.39967856617334,3.20688009202084,3.1715752285077,3.5410235407432,3.35833923826479,3.08952149181056,3.35571944715982,3.17312388875193,3.21277496999222,3.4736152687083,3.39409989995713,3.2641429623449,3.37912904410084,3.47213043882842,3.76306663006115,3.33622631289807,3.54998899696542,3.56939533115956,3.44623666058177,3.35101762708432,3.57327748942507,3.35284850447333,3.35495755741303,3.48192309652079,3.60469401785736,3.54158985158455,3.43366536674012,3.38815290867813,3.34144896784466
CAPG,3.15813684162786,3.7957873811379,3.15678985456917,3.78459818040263,3.59569711922066,2.94581165056416,3.18964412832985,2.77990947447368,3.52643569040257,2.74907122781966,2.98644163458552,2.83763830348904,2.95347844452495,2.95876450099525,3.16085793094957,3.06156820013194,3.0929373870282,2.83015800973786,2.95786625428285,3.69140404161636,3.09967891497513,3.00366642849542,3.78769017184035,3.19101902042032,3.33424922267918,2.58010234319771,3.05167760470818,2.83068424144422,3.13891091604663,3.38255192244113,3.58864531953583,3.08729469277112,2.92141020754731,3.72840045602283
BF677084,3.55186043184217,3.23770305076007,2.98093508138021,3.3629555301465,3.48600419352591,3.08057959212873,3.62414188170704,3.11247026892317,3.4895162296833,3.25189993477559,3.12934825032634,3.58668506618186,3.60721089183483,3.14240292027839,3.24693167446307,3.34436495747177,3.61953554291652,3.1103118749761,3.09995293915048,3.36879472171355,2.99421857819678,3.41006237852234,3.33953928512711,2.79134953428678,3.39383359740431,3.39546234004171,3.5712224524606,3.44311725916934,3.24894259886687,3.5235201586368,3.40250864491018,3.55579842674879,3.33637066432637,3.17457524461183
SREBF2,3.63116169042536,3.78944455078208,3.64343569918825,3.53352841412589,3.48255031394381,3.62235952351926,3.3745498445668,3.44532392286251,3.59134591645206,3.71005471382563,3.86441982216581,3.69278851022966,3.75005357464824,3.72720336813331,3.60081046747973,3.66632568780379,3.80129014740366,3.56000148947462,3.63824558434677,3.56090113250503,3.72442907477866,3.39121413109974,3.74674089151821,3.57491193410447,3.70674918009554,3.59128871196236,3.69296186436861,3.62018958341672,3.63773452654389,3.62513210927387,3.69813091906509,3.45091021094563,3.57895444603716,3.91230120042014
SMS,3.65716670815812,3.77172538973437,3.42697978633602,3.64699388712531,3.53230813829546,3.52741463334967,3.45287326606164,3.60855363072407,3.4103079418737,3.45828513424491,3.26283039774352,3.45343974202742,3.5021456934016,3.06422655344259,3.49007638350632,3.36494608922226,3.36151082338983,3.50230596497179,3.43253173117271,3.63614253005755,3.52946115430189,3.50290280788839,3.51561557356593,3.80966400012156,3.72331181381986,3.21261662458278,3.33233138807811,3.39345042438569,3.3534234049389,3.70773517665294,3.50630299112855,2.91012206151624,3.55120350251293,3.56342543043174
BCL2A1,2.26832752517082,3.21267943740152,2.80886631018038,3.23154986632196,3.00244642608518,2.40655039900743,2.57069468294621,2.2833622970713,2.75854175213003,1.89161550101608,2.06256318319429,2.30377473103296,2.48984180860265,2.30779117228039,2.38560448637454,2.70635500776871,2.73490059341361,1.99333921988078,2.65067462367317,3.00312218490036,2.26132711582645,2.89991566484652,3.84797018972173,2.6725051644665,2.66618745405178,2.40084697969377,2.16345955176999,2.39501869524472,3.09230333913736,2.34035486707834,3.43554831442541,1.78869147278263,2.56432512171002,2.81654950653307
GBA,3.37911997363051,3.45245868775466,3.26677363835994,3.36367664923367,3.41715320454918,3.23277026934569,3.23613603397044,3.27914885758891,3.36836462316621,3.15183025862469,3.23420385075814,3.09418173551769,3.07436436369934,3.12506238435851,3.17672110816372,3.27940683691335,3.23605937549293,3.2205432109654,3.24404469250935,3.64054384368424,3.39382798558734,3.35078241449484,3.51917895385857,3.34028980381845,3.4746790219986,3.54574205919338,3.15578043038909,3.32146959344196,3.2574594528252,3.34789237959478,3.50359472984138,3.21013197129222,3.18518193486876,3.11438877676186
PUM1,3.92151194245539,3.88623255344461,3.88461351107198,3.94081003252253,3.85315652663767,3.75984054625641,3.70916790674736,3.82760135177447,3.69377055201062,4.14161323804329,3.97575839462217,3.95953339348197,4.1387953980914,4.07563691307625,3.9778021826235,3.7934898355169,3.82365514751572,3.8386910165462,3.91098854736018,3.77180119523419,3.78856937785474,3.80652150726811,3.71346760972373,3.77456075792211,3.78184222486412,3.89509509940714,3.97546990526425,3.85959133700944,3.87260205557119,3.91962825126093,3.87398357192015,3.96989002233735,4.05010706676924,3.92154581411073
CCDC109B,3.002859514735,3.68050457428507,3.25585479300235,3.82072518786365,3.39501502253379,3.2394066002308,3.28972581845443,3.13555528622743,3.35640851818968,2.94719199867048,3.08350046985226,3.06044549861082,3.11444851036309,2.93967447267447,2.61589536706829,3.08740301941629,3.04461932149766,3.21744761988365,3.26490490920353,3.47516949914926,2.9166781445495,3.54940571800357,3.48943462090453,3.32155017284188,3.53442580316051,2.10797270773779,2.8704249756592,3.02191871452861,3.25813326623133,3.48520962263699,3.56267820417246,3.06373631134725,3.18876344861408,3.86558037070581
AK027219,4.27235613798753,4.21192164417212,4.23621956117539,4.15307715660409,4.18861756381183,4.03283106203253,4.1810114888146,3.86253869725657,4.28962339599061,4.15964691684866,3.97944069820699,4.51071862627112,4.30476312571297,4.04043745094728,4.47535652314362,4.26929445782361,4.05177857456004,4.39866531721202,3.9373608957769,4.05487045284992,3.86822416244555,3.74430612913505,4.18393765933924,4.24237667322901,4.18821317841004,4.10148205285121,4.62441480874146,4.5970867476446,4.14795619170579,3.88449448109044,4.26088819069265,4.58181415191321,4.13291617560436,4.15006218036936
MAPK8,3.83096807756722,3.43394911334844,3.887408653859,3.46600128055896,3.57482975090044,3.85656154302463,3.94742092814784,3.90986276171459,3.71195469546775,3.98688602374338,3.98930424232324,4.02657027807303,4.00888028650377,4.089547465711,3.87111943316935,3.84030875975987,3.82998119399995,3.90297216863389,3.57409218049513,3.57831262150831,3.97922922856634,3.55957832749323,3.48784102430676,3.73562045422029,3.64702756401918,3.9385257792394,3.84411075998987,3.92892794661664,3.93739515890323,3.67254495103864,3.7932008244407,3.59257432690996,3.87719989818953,3.64898650445026
AU144267,3.56532895179009,3.41315134080035,3.71845352351972,3.297269491802,3.58943853023082,3.4001651823111,3.74014058978844,3.67567552815312,3.49329266693917,3.99482546803749,3.658801856414,3.82367809105195,3.85524540937393,3.70750809309654,3.82957520246906,3.730251434024,3.82292109714765,3.81191647637225,3.71129184166258,3.15527407774873,3.72019851222349,3.5038686856876,3.32884341870305,3.52018354980291,3.63095623329018,3.89048909206004,3.87501702100703,3.84728774502008,3.69813352986351,3.37766861915246,3.43581459477779,3.5519523178285,3.75406518741235,3.49609455770552
RRAGD,3.83826857361423,3.5528721771313,3.704387511721,3.27338143178304,3.6773780666682,3.4644925281683,3.70694962857464,3.72958211141069,3.67263392683945,3.8715312552851,3.91476555561136,3.47697197653028,3.84557605915343,3.86719397890336,3.70089815448846,3.43754604756333,3.75751263487252,3.78663495600021,3.31426507108182,3.70418690678955,3.47561250376749,3.45170616803149,3.33930731510597,3.51319961510811,3.32527566783401,3.52606969850299,3.68474368535312,3.8956847564226,3.31576321942868,3.45797737049609,3.66194806212695,3.67459910776012,3.66588142261279,3.72779671619993
SMC4,3.93173239634019,3.73950588993708,2.9993050073286,3.68299288320616,3.14126096320979,3.77484303858922,3.81802632311354,4.11604069935132,3.03805915061148,3.18824910399467,3.07393892325016,3.19785537646592,2.99944200757739,3.30119174023543,2.9699361016979,3.18464544426136,3.33088920753535,3.78999140561709,3.64932443941461,3.57171791347502,3.1279747840643,3.90743742841102,3.15940234659448,3.75806085577706,3.88206204991379,3.29472253857349,3.19293914842871,2.92368120249912,3.28059794504509,3.78348208057948,3.61999387055794,3.08772677274584,2.94612150539649,3.69442231806983
GHITM,4.09481741289844,4.00947970615996,4.23603433247262,4.11525700854698,4.33563052100271,3.98568454885534,4.26838254220051,4.17081385726949,4.3780051866492,4.13408099095257,4.34852024306567,4.39739109588167,4.23998642246885,4.11501773629661,4.10884218697547,4.26201847840782,4.11701283011897,3.81392868520482,4.15641542013482,4.29823091332391,4.22929510457935,3.98343588641029,4.20233963975093,3.84873795236555,4.12336616809496,4.20970504381868,4.19987845661614,4.28256626495256,4.01266427360517,3.97126383123521,4.0896004688515,4.13834609386125,4.34090624377146,3.98166560350036
WDFY1,3.62608577361134,3.6151305339271,3.74099093535263,3.64965179748333,3.54163801948096,3.40210139502225,3.51739517886854,3.22902158158339,3.59167831014955,3.71296268484307,3.82226918495799,3.48118211702641,3.59480609350783,3.77523146724338,3.56009382183865,3.56819749847851,3.50906858300937,3.61250846909473,3.30839215549853,3.51228740091491,3.48899902099437,3.58672589675298,3.76765802096916,3.6001977669701,3.58755090867308,3.61208800467693,3.72291760182719,3.57223083567617,3.44213470499191,3.73874465637995,3.61049695266111,3.66233834615729,3.67624994556049,3.87171055707022
PIK3R1,3.71471232369038,3.19929623871943,4.11518579368932,3.2577294395314,3.7185585669246,3.51065705445179,3.4404878009787,3.72099994518598,3.51425294330759,4.01193421898231,3.94286403469801,3.73492737986182,4.09000710570227,4.32325108922374,3.801686698215,3.75575940942784,3.52699087632255,3.91157161637468,3.44397402202202,3.50428827091131,3.64795070300061,3.6825249404418,3.44424658661014,3.57395980592988,3.45835497456674,4.09005048748524,3.53078144236182,3.79839897172733,3.71208011634528,3.32582629036173,3.63436006537184,3.56301687798693,3.90904575447562,3.83503000517115
CD58,3.61723242733054,3.85694688893993,3.53955318402492,3.64215813070619,3.65853900632092,3.53129289698404,3.55807526275768,3.7026045640442,3.32271266245079,3.28596351060956,3.26582379536868,3.1304871921087,3.41049244523239,3.40654035074548,3.30829543050275,3.42812442269344,3.41183932263419,3.62211357427364,3.42898569565477,3.61025814823957,3.3302499687949,3.81001995749407,3.85156120937001,3.62130447323447,3.8082781719256,3.19477040299825,3.37012877160739,3.29183664176259,3.40403398147483,3.60400895962609,3.53323184036695,3.34919046553041,3.30679696745898,3.57472535234029
NUCKS1,4.52500746907042,4.61372982074617,4.64927652690375,4.60244576658763,4.61247211208633,4.5647772270448,4.63914190528168,4.68073823223628,4.48697250555797,4.71889341517132,4.73366111033881,4.69642821178075,4.61360701749066,4.66212891464287,4.71318168940216,4.72814088496284,4.63362982154672,4.49687324145179,4.47441159436564,4.52167094471595,4.44250281584962,4.44506565566279,4.49882105288078,4.63489735515795,4.5195883703203,4.66995659830605,4.81386735504193,4.71301179936443,4.57430405794578,4.66136084107628,4.6683447219979,4.68124700078703,4.74188478752575,4.72634458434498
PLCB1,3.85131168414646,3.43725258229045,4.14678029023793,3.41450974180584,3.93268208473394,4.10675358500962,4.07374059591566,4.03966815671181,4.04321431757703,4.46747431931919,4.16127367521106,4.30770098510045,4.44581566409338,4.1141694272502,4.42467080569929,4.16631881717331,4.10736248880003,3.9353990817884,4.05103009205408,3.70450836191897,4.18216236307671,4.05060914083418,3.67656028361345,3.84691349976772,2.88901917912245,4.14798819331917,4.1942576576671,4.27318893937617,4.18638974542523,3.69559522614933,3.88356218894462,3.56181725989518,4.40470472568331,3.60346591306472
HDGFRP3,3.95808967488733,3.66668633063071,3.72964985899025,3.77604968959649,3.92731558509141,3.76089474799704,3.9351637753964,3.74405949686764,3.95592051401591,3.85873414936244,3.84456769092767,4.06056420815496,3.9169964513542,3.93025844803856,3.87373597700179,4.05183088151407,3.77217143831369,3.7128355836463,3.80999735715622,3.73855487277608,3.86056390074841,3.81717029261783,3.53948258888241,3.58977618384549,3.43473588370453,4.0056450706231,3.96359353152094,4.05446090994851,3.75418651558073,3.87839257941649,3.69664998439163,3.90654023249078,4.13042386721093,3.73146369615257
COMMD7,4.01021028932376,4.3327602034161,4.18525028910094,4.14863599673179,4.11884882800221,4.33121528072503,4.14834897496166,4.15372531425741,4.22871292795523,4.07615035733925,4.20276735832303,4.13687568085376,4.10030036297371,4.18825704326055,4.09439729579797,4.11206226358881,4.0195461746121,4.27221245640851,4.26361571425531,4.35896634667525,4.3479425921918,4.35747242013786,4.27324378386716,4.31959323725041,4.05874665380539,4.16371853104656,3.98034971403834,4.09639254697855,4.14167131681899,4.07678414115327,4.17589647773676,3.92446134137001,4.09509762587427,4.24183823643543
GAS2L3,3.71177552017002,3.68190285128974,2.60853566068807,3.2020033475846,2.57272061798339,2.95451409982664,2.75182163307564,3.48325856355839,2.61617712934608,2.395170823121,2.27205986014205,2.47600658395022,2.41790825935973,2.45504900661842,1.97711974491377,2.3755355925095,3.1748087776577,3.35138732117704,2.70428610541134,3.54297746563158,2.59558329244714,3.89526078819006,3.68452329005993,3.00409212619976,3.32063620139162,2.2376919962509,2.13141975427113,2.25558122698011,2.12658917282029,3.98801847251038,3.11289912302404,2.42419046073512,2.23318908728131,3.7555719630078
LOC283378,3.78129140089128,3.52347566350412,3.60049861363015,3.49813652539106,3.66443182771496,3.76705459313446,3.99444900504972,3.96249335473794,3.88173018572999,3.48873158786387,3.47953010780037,3.83398460065566,3.67591685402574,3.45024464214747,3.64977574560971,3.53359642457982,3.61077776858704,3.97422988559564,3.7911963666456,3.65700189750391,3.96052443075618,3.72516804230414,3.71430100145577,3.43291496060188,4.02041013802886,3.71335132814186,3.65398255863135,3.63187318347947,3.75039614260655,3.77466321440229,3.46220042385358,3.66104077242488,3.78611498428258,3.06850311488533
PITPNB,3.3688391199062,3.30961675518333,3.37639517225016,3.11066242328786,3.3954190093804,3.04307684687478,3.16586222907301,3.48693235503406,3.4109787329963,3.50188336534006,3.56618792215073,2.9024679577688,3.40551488769859,3.66851711717713,3.01353069862756,3.20848542864226,3.28834425902252,2.9362527858109,2.59476038454014,3.14449699283798,3.03015832253565,3.57264289872101,3.38638997695687,2.84168538188967,3.33450341068991,3.3438507384579,3.19539895706929,3.2844959295249,3.1691622641162,3.23862410819941,3.21587618801694,3.30180495377688,3.28602398101008,3.84038735338574
KIAA0999,3.14763613855088,3.16614700486885,3.49475189478591,3.27956360433854,3.36383715301867,3.06343169280915,3.15815766188793,3.0473480875457,3.39249382474045,3.54748881355177,3.45584563104265,3.56435532013348,3.63007256430186,3.61402733483019,3.64991366198564,3.50384976487056,3.29958116388341,3.30254802165663,3.40683812344298,3.16201446986882,3.36060041825847,3.26742331156466,3.16676776714771,3.02248404639637,3.29818212993355,3.46571365187769,3.60298632998971,3.52236871447677,3.55623686908661,3.23107615148141,3.08641607172818,3.53256342574959,3.74125428829106,3.27545624879243
PHPT1,4.56574796667061,4.67994329265284,4.54192585479511,4.5137289138398,4.31892959784087,4.50094624874852,4.35474905043595,4.54141692725429,4.4269678275163,4.23804831225118,4.43516491531804,4.27662698848673,4.25165366986507,4.6167255786986,4.33581936807926,4.22588212078368,4.2881706339706,4.08138162507522,4.32282923609302,4.63240061761257,4.35478671532807,4.48853658759949,4.47551436372764,4.4499302006288,4.50363760471645,4.27142518098086,4.20975900876519,4.19566039260543,4.48748540359572,4.49789431405899,4.43335767450301,4.29577544536193,4.21883192686282,4.53318460132954
FADS1,3.6805336660603,3.81436694370442,3.87620652106667,3.75367511650183,3.76850927350603,4.00550057942735,3.87421454869766,3.65239855920506,3.60154330795981,4.21974100643577,4.03209071980024,4.0500052430389,3.9320207155727,3.97939698258079,4.08133949331404,3.87301800188307,4.16481239954123,4.11798914448089,3.93070406684718,3.56090733952895,3.7527481356969,3.86203162330027,3.60695943037485,3.95256269521443,3.7955985032994,3.97007984719305,4.00994847699986,3.96903807027213,3.869310589837,3.67363724151248,3.95369205440041,4.00852757039074,3.88852555556427,3.90205475324666
ZWILCH,4.20522285626835,3.82526769148566,3.77233637858596,3.82206152025552,3.67611520152625,4.0665808727087,4.06744514810056,4.26772773877621,3.56001679982523,3.417434988371,3.48150540316757,3.70730670936754,3.42265696483878,3.72511267764637,3.51989962677628,3.63978232630751,3.92105663005529,4.13852799907078,3.98452245281876,3.84285863771969,3.72391246714189,4.29983099219056,3.66919261923028,3.84146652899574,3.7562051747886,3.64061637525145,3.43945806839293,3.67122089950945,3.80714419016438,4.11451063793968,3.85887361538389,3.56759587169018,3.49159530944004,3.93485170204907
AKAP1,3.33915240066335,3.07328897458305,3.23737833293983,3.34122632990201,3.30716002503602,2.91346203731743,3.3291201268767,3.14908048591103,3.37072491146635,3.42448830777699,3.25298257213496,3.41186607293917,3.31522069820779,3.33572361162378,3.47773534704363,3.52994609355827,3.37715174299942,3.0348509605015,3.27170270298861,3.21297847215136,3.22599224123439,3.2238662183505,3.2638428713192,3.16799336230792,3.16380488273207,3.59553281565641,3.79411605323789,3.53411359107381,3.42859396346842,3.35701041662218,3.25306115130893,3.46538240525523,3.35646872647269,3.10567773902048
NCAM1,3.41291593978231,2.87433509531582,3.65517638587889,3.00830159814049,3.65783095993287,3.07194530663433,3.47000202685353,3.10077397580503,3.86164825636007,3.8562976436004,3.77016970722341,3.76967952827501,3.67239889521932,3.62775398743907,4.06656436771293,3.85899765441576,3.48163894829481,3.30925574641485,3.35341647599777,3.27778656274727,3.37329055744798,3.28907610210548,3.20718934436608,3.22861796476884,3.30443946931974,3.57626611973891,4.02873814747892,3.68895292932418,3.61950738330804,3.14432445539835,3.69134755970713,3.93103801932478,3.89437743568012,3.01437308881394
