,GBM2,GBM4,GBM5,GBM6,GBM11,GBM13,O2,GBM15,GBM23,A1,OA3,A2,A3,OA4,O5,O6,O8,GBM33,GBM34,GBM35,GBM36,GBM37,GBM39,GBM43,GBM48,GBM49,A5,A6,GBM54,GBM56,GBM58,A8,O11,OA7
SPRY1,3.19256382955489,3.40461754147854,3.06017334921361,3.16347356104345,3.01093227672837,3.32717066524655,3.2293953745383,3.31141879545609,3.36258349678652,2.95215239190896,2.93011732250943,2.60618137160947,3.01541550585204,2.91236343172251,2.98213368467399,3.09082815313608,3.03001892531071,3.33004690342281,2.93495422121218,3.63719512992437,3.04368954590662,3.38534204210402,3.48981228451001,3.39373152114754,3.71020590813748,2.88799742288378,3.01598768678684,2.77447973889179,3.16881675231265,3.39054724669022,3.14908972907077,3.18591198337989,2.35232725881655,3.10775927606684
SCD,3.79924458045109,3.71936924465177,3.63322275721275,3.80436449808539,3.92990884001809,3.46158915791551,3.74518670953292,3.31113778538063,3.95112994055776,4.08579391815537,4.17017525871262,4.03465311807712,3.94475949599008,3.63042238274158,4.02526583457948,4.16915346786479,4.0846675952798,3.50092662459682,3.64012520919057,3.95390884313295,3.62397849939668,3.39473003040765,3.34427277713596,3.55579601119292,3.51011640212249,3.50721636777911,3.95675198176837,4.14808121936724,3.58182500399625,3.51234306885242,3.51643845658172,3.86144754327561,4.08927425561067,3.26731607798211
C19orf48,3.47120983296245,3.58962984737053,2.68279738232154,3.46023597880623,2.36496164560201,3.52431886404654,2.67847376368852,3.01672880882605,2.25267345312235,2.54357142396237,2.4579651159258,2.51494865910058,2.44655891231875,2.68117518340015,2.32944669660587,2.11104396687354,2.5907838952754,2.80267112392553,3.05741808213663,2.82510336055914,2.81447800375903,3.54329257106653,3.2374741147548,3.03438096257684,2.41788171273517,2.81689324669814,2.14375153829165,2.07347639742635,3.01924219681465,3.44708729762384,2.4312913757128,2.39612957530959,2.20680159802198,3.14163536719212
SERPINA3,4.00667582213104,4.59892086305735,4.48236865143379,4.75197326609055,4.44356888906982,4.70431205120858,4.61066573011337,3.88980026647976,4.80251281719307,3.7887719320979,3.31315299902343,3.57294185003795,3.70231057187846,3.33723816410484,3.65423171592033,4.16840731533601,3.71623963576187,4.2164152398141,3.73733078364723,4.86549709090509,3.63744779905802,4.47064800891288,4.6093124638075,4.70401771915447,4.53417930117446,3.0453319775881,3.75985730681,3.09005867623716,4.05215160084098,4.61938424179408,4.86787813505543,4.2419721494572,3.46092338873943,4.43630883490942
FCGBP,3.54532975857934,4.45708299873612,2.99437875035528,4.4045719154573,3.35376105683299,3.29842096765483,2.96198128102147,2.82571749716246,3.76343660448885,2.88409551263294,2.74471064394389,2.91094014062241,3.309777036311,3.22105413280219,2.91058545535743,2.38398582002896,3.58570781225042,3.86573398506703,4.02464162447904,4.30732284182909,2.73761956857647,4.64525830697361,4.29691876174542,3.85569689534551,3.88937381742161,2.35074794466544,3.61251652446313,2.32453760552514,4.51495375433687,4.05694881190378,4.8726081410605,3.57213348754765,2.80291390797046,4.63157772008355
ANXA5,4.26304810701745,4.56469005037212,3.88806110023051,4.57983961699174,4.15398464791414,4.10907434450704,4.01971848232319,4.06031817660169,4.31862748857083,4.25292481707863,4.15414845721398,3.76612451076488,4.00933261731189,4.09134531994418,4.30758971133418,4.13159393387799,3.9539249723717,4.24564098780964,4.1807177071178,4.25294647915696,4.0187687574057,4.25305484609741,4.38557740903466,4.53760597414021,4.42018203456377,4.06738144972238,3.91529729161526,4.02486598086067,4.09983834629463,4.3650379200261,4.48718559359363,4.0707049478047,3.88584591163383,4.62053155147844
TMSB10,4.63693011991529,4.83909669387833,4.75353411183597,4.71747630832674,4.72832949332168,4.85192811354083,4.60871068713688,4.61986409316076,4.66250513096511,4.14415882973206,4.47465345718779,4.62871263978179,4.45464927678928,4.3070962602566,4.41839659358261,4.54890784170824,4.48719058670125,4.57864562693676,4.5637017363639,4.94537777756355,4.64152988104313,4.91717594039982,4.85626632285511,4.87144712369409,4.8211323611201,4.14629895895978,4.21330284094959,4.52675179042791,4.61982574123176,4.83922556782754,4.71284786639148,4.33705480975139,4.55323053697991,4.78920609150109
MLSTD2,3.75456986114156,3.74196826574341,4.21134340053442,3.80166324861473,4.02257001964487,3.96654030255168,3.9801117270445,4.01467243125884,4.07070273352886,3.94115028143594,4.23592304632097,3.98210951871876,4.00611075960649,4.06034047671122,3.99678052752699,4.10636998555156,3.93387868509985,3.62898488393282,3.79409965699594,3.79285683588491,3.83902579375624,3.64947982655093,3.73000145858241,3.80716450209572,3.85890048149373,3.95183550593931,3.91783192169284,4.00798486877589,4.01759626261131,3.83780130397951,3.82321442250694,4.12280464453479,4.1813389990326,3.9753732552321
ADM,3.59673329980089,4.02446579970887,3.2370090862215,4.27966831262135,3.38489938924651,3.19265218545698,3.34454788436905,3.43874592110293,3.51509247040542,2.98541165302566,2.69614486989937,2.97143032987367,3.02317423841779,2.8124293497999,2.9104856645913,3.3619515344659,3.00295442212338,3.58353847934202,3.38741296436278,4.092101035075,3.24432661023064,3.21895174525442,3.98915118205531,3.93133905913304,4.33598583422259,3.47918791432441,3.24778969521327,3.14664422901149,3.05593193322795,3.4861898144586,3.42104902452681,2.93168512929034,3.0765872912189,4.02968309417969
RAB2,3.87814116150554,3.77716333816222,3.83100704486849,3.60377823969059,3.79732516587656,3.67140020904047,3.78404270265297,3.81182405059032,3.82648012786782,3.84584265065184,4.03158061274071,4.00290153538276,3.88294502509201,3.98122309335372,3.98336784335793,3.92547690644104,3.82067668941902,3.7316223632932,3.76188658599933,3.94577829110245,3.72862758533418,3.66700628722599,3.79675890382745,3.66943980477511,3.73158094942722,4.11706288376221,4.01719479166539,3.97576528294879,3.81440163637596,3.80486533115602,3.66999448344927,3.7980030018658,3.89421207437583,3.78217259936745
SNX24,3.5350890795881,3.3605884912808,3.57920617270396,3.87197744651677,3.37173339347678,3.64793165375663,3.46950184503842,3.69739805693684,3.4188305758653,3.56678196262001,3.65715255392332,3.51007601391315,3.43766623176303,3.35542948874926,3.26623428456913,3.56818399979538,3.82324763267443,3.6603479990629,3.80880183268904,3.70185411070331,3.63297277410894,3.67639443770862,3.70118584505482,3.44456719718942,3.82029349913733,3.34347338846421,2.99301672434575,3.17604753787717,3.54681253311438,3.4836571778148,3.56109028752192,2.8285954563717,3.40681650817041,3.69515688492215
KPNB1,3.58612125699136,3.60668247187705,3.79169022805596,3.65894150823317,3.73226401507414,3.65558834983434,3.53898220070271,3.80693356715319,3.6041707364337,3.99568156073526,3.73019032783127,3.74973809292718,3.92131703805722,4.01563508459698,3.78853701129096,3.67787109859762,3.80480692811393,3.82811139851084,3.59372667449575,3.56572919759631,3.56190289525432,3.67707516395832,3.50711424072574,3.59523369194366,3.6707897723959,3.7858872251978,3.72313348502186,3.82867123701468,3.7482530887522,3.83321062522778,3.5811354605945,3.96764469892736,3.6963049169811,3.75497333100052
LONPL,3.83142521047761,3.52397044778441,3.79096795454112,3.76996514598822,3.79286257359313,3.28886556668822,3.88158446615772,3.83502651281326,3.73966773636739,4.05115970272346,3.57928970592564,3.96663996994695,3.90244887536809,3.4530752812231,4.05629339924121,3.94530463510435,3.80213158925549,3.41224914493821,3.64546343694263,3.72296034322117,3.7130123880322,3.60961767056713,3.787754604093,3.44219307145312,3.42004028732379,3.83088647845452,4.03895749321622,3.79273632649833,3.82022800254298,3.70729725123687,3.92898886349882,3.93859887163587,3.88607619919064,3.35474500169733
AA934610,3.82633679121333,3.63124057719924,3.79712309831326,3.69412185422404,3.45758914110525,3.77876910125848,3.88205851714091,4.02732681181354,3.6843828250997,4.54854320608929,4.30669056300736,3.82586019524714,4.35019140125604,4.10359134348999,4.45778405596369,3.78368673505546,4.26185096919344,4.08319943954755,3.98500832616128,3.45781213163384,3.84995191186816,3.8892222894035,3.68674661608305,3.6937210586549,3.35251612113195,4.48201982776349,4.185308910374,4.13290770102313,4.07176885517394,3.67519733630324,4.02977677838001,3.97459080726146,3.87089206578891,4.22917756845052
WAC,3.71066670059512,3.44881495721339,3.50152687021722,3.37117910133411,3.53357265391225,3.07216604604598,3.64734081020306,3.52215330223929,3.66806856076254,3.52041186496303,3.47092196323347,3.71983043868067,3.73602691584711,3.65827475695812,3.72569679932175,3.71377908084769,3.65381537843952,3.57533716573477,3.54192541835293,3.40903894248994,3.3273429929316,3.57811866146438,3.36663267548655,3.06318619189619,3.14027417755315,3.64490001602993,3.73281056287845,3.70849755356974,3.58914077059897,3.49379127725046,3.39717793535753,3.72223892979908,3.6600036203568,3.10962409988052
KIAA1279,3.67955544052868,3.54468827011686,3.74774101658751,3.58130644009752,3.76471952002762,3.60364044122012,3.7178467641653,3.65975708800253,3.77365613708946,3.76408208736198,3.5648670712228,3.86976147052724,3.9253379833442,3.67228308660756,3.879521302606,3.78076282957473,3.83336235638683,3.64687893526719,3.6141526907985,3.61456272266634,3.72898341767413,3.58221852157095,3.61295468092428,3.51230755967323,3.70693547227166,3.76164154551632,3.88314121928312,3.81922494098464,3.75647491020609,3.50189881687626,3.59416716710654,3.80056607972886,3.83963043223133,3.541234791731
WDR34,3.8953442444161,4.01649201312746,3.33926536042446,4.2639744970496,3.40295741554822,3.83432124330808,3.67576304031203,3.90071939250921,3.53184905917703,3.5113861099041,3.56732285628354,3.38706540825361,3.05340538641027,3.71754785157225,3.58194431352748,3.31626879411675,3.6032516874978,3.4026875558666,3.60093534228466,3.85464393113487,3.66949130729989,3.7858272799675,3.4993384076231,4.09023963647914,3.83738652011847,3.52942021557722,3.16744789890312,3.41701906040725,3.67135633734893,4.02701390911732,3.78096704322271,3.44800671259961,3.24765466690766,3.81423807045708
TCF8,4.14999506694125,3.57827374468003,3.4289729185606,3.60889235512261,3.23839565733772,3.38158253080085,3.57445180854469,4.03776419990486,3.29239785865186,4.2616995850873,3.7772391434255,3.82927192340119,4.04296486417808,4.21136387563468,4.01115561483225,3.8015968012039,3.83654095557253,3.85226309722553,3.34078586330508,3.37913974701217,3.56184846694679,4.10801253670185,3.41558243625645,3.22461100590301,3.73937872778255,4.07064501075571,4.19902124683498,3.96538808299135,3.76124362403618,3.84875966988432,3.87519882609479,4.24675979289067,3.42191210078433,3.83592306285133
RNF135,3.46407994907654,4.34518777742391,3.71800075736064,4.11079768418449,3.90348197795181,3.7017693715623,3.55746136397494,3.36105113145504,3.84295048842473,3.42250973582535,3.53575792164948,3.59192377105617,3.47929595906643,3.40591264009578,3.36939399296715,3.5783050528411,3.67116617545651,3.51500425232683,3.58973117108167,4.14224219404516,3.58822452028495,3.96544710451858,4.2456962911393,3.93686857290662,4.10957314771643,3.07632434575464,3.3126114339191,3.21575306036363,3.8894374053331,4.02333692272571,4.28143166678852,3.58505297816274,3.37181826584344,4.20699767160433
IFNGR2,3.81957736177015,4.27261275800067,3.82274993181244,4.30025656720747,4.17435963791968,4.06449183292644,3.98735571379011,3.96195928561417,3.90954511825753,3.706878501279,3.65225088704649,3.81776270726451,3.78850018962499,3.64087838154142,3.81725755261277,3.85286294323859,3.85705747683622,3.83024674372101,3.93699466835255,4.11845361798929,3.88527242940135,4.10902106400601,4.34605418664175,3.91637708478559,4.01380058434549,3.74635944802795,3.755110739874,3.75684202605081,4.04564599719989,4.29423744483382,4.27041324150706,3.86491125444449,3.77148892673857,4.0806652975516
CPEB4,3.72966021850092,3.56910458695697,4.17702355650209,3.8441238182801,3.84580511594294,3.64373467891606,3.88333033683941,3.78150980323184,3.87293351774704,4.10260636001623,4.09019091025975,3.93248695566436,4.07100019416253,4.14719388131345,3.94471125815717,3.98434811302719,3.63232546532247,3.481279056447,3.3274739816376,3.81911561532157,3.63351107494675,3.63011042910945,3.67117358351527,3.51509101130475,3.59809836617064,4.05057334734353,4.02294690524552,4.14142979853065,3.80864147424373,3.77885655066268,3.80332462196598,4.0084456716972,4.03495223216782,4.18612860869417
DNAJB14,3.72236297975302,3.70575409893925,4.03974837743111,3.73391618571424,3.70826185634407,3.55531577348272,3.56736154978271,3.62546761662299,3.88491968913538,3.95405470885916,3.90595953269248,3.98001464945108,4.02594029101549,4.04388135245346,3.65928815738818,4.11245384343313,3.71154117381636,3.21951825064852,3.25154891934896,3.77300100743989,3.49999963466303,3.65906854666141,3.75817986033743,3.20007228286729,3.64983770640982,3.71376027631042,3.82754721977812,3.97734359141011,3.57475714857943,3.63427932381258,3.74410850573243,3.86380941373457,4.23049646124861,3.94454968651435
ARMC1,3.89332214232446,4.09513422273852,4.30225532108991,4.0071806493009,4.02489066980254,4.0327637297731,4.289403713646,4.32505333295945,4.03397098353698,4.27092350903315,4.34145102547641,4.27125851749694,4.19311424197795,4.39248611981485,4.19128148356601,4.22673277641354,4.17713347238603,4.1907103219229,3.99713696484047,4.12941527844593,4.22009490203151,4.02622633091741,3.96274970952315,4.18366414641302,4.11317721620817,4.23255714961219,4.07472566068677,4.17601058860208,4.32837042810628,4.10479715243145,4.00664378848861,4.23457442642802,4.32666694569452,4.14523402054272
FARSLB,3.88995819555317,3.97700610702377,3.98577718130271,4.02357618678694,3.94839809778508,4.32066347419859,4.08046929726101,4.12532371998354,4.09909581418853,3.65654511314872,4.09518469972054,3.91707252221928,3.40780375537353,4.18481832277678,3.44977050474892,3.84277581201096,4.10284029759754,4.21842975450212,4.19101348139628,4.16237484669427,4.19953424503525,4.19243867903418,3.8687321699472,4.35215553310921,3.67532842150279,4.09617101451571,3.57887485677769,3.59238630112956,3.95474739684044,4.14815523681685,3.8211558578921,3.6555775035789,3.78928612395534,4.20070965773211
CTNNA1,4.0403299306992,4.09497001859538,3.93723520772694,4.06777609539148,3.98817777872977,3.97028270378201,3.79661817670216,4.0768944298389,4.06195806989009,3.8371066597252,3.84209820625589,3.87554427759188,3.84725064368064,3.92223812107029,3.96662538475924,3.89669268350465,4.01523875652077,4.07244376075669,3.89268261778204,4.25900273592179,3.8274828727338,4.06826885231719,4.04567586592859,4.20650189561906,4.43451469367427,3.93445294893806,3.77097411219601,3.82867581178332,3.95646056818512,4.06765540169685,4.04525195996359,3.97147615334798,3.97663696794522,4.30098977813286
CDCA7L,3.78272853883141,3.99694325667721,3.18857978383824,4.01781128202136,3.05823389017256,4.22121334649087,3.9534477475952,3.97241271209288,3.12188700105163,3.12849781394802,3.56523618951394,2.93351917543369,3.12640255363488,3.56593608477734,3.19485664745172,3.33609553433317,3.40168825172308,3.52878626385785,3.38331779592907,3.98115356881204,3.33922320282333,4.16264850933238,3.31799171222674,4.18408557920902,4.51827896248806,3.13082569020482,2.79821475138221,2.84051070352419,3.38611479732166,3.84849720276551,3.2280609014243,3.52697345280187,3.08575852189838,3.97057419360418
MYST1,3.49867617230883,3.59810877505889,3.36915145084602,3.76065856686838,3.35367719744806,3.69867449671589,3.44792094361924,3.5518163099112,3.57421039173322,3.48063808061342,3.43366360674076,3.46402818127514,3.44387791979425,3.34472327249549,3.53829290985236,3.60068566567637,3.41869446474558,3.70926419296394,3.46241716633582,3.53387941165632,3.53376024155139,3.57291653890353,3.6754218723725,3.7681155238107,3.45747676984283,3.4503074723438,3.30718186307007,3.56583790531677,3.53320983089725,3.58806498951765,3.6188382120986,3.51478714628638,3.42365441019078,3.52030781427098
NET1,3.42729602309362,2.66658723751441,3.41911888454933,2.948295573027,3.44502756321304,3.10170412339677,3.46311025549349,3.49075774485503,3.51703469065954,3.93134958869569,3.97736093229516,3.76243607121105,3.948346055799,3.93066667344324,3.7695027954203,3.60895904243298,3.44130621694219,3.41205411976848,3.7903062095606,2.71270356426921,3.30335937329053,3.5679943869999,3.53992653298212,2.6706558265167,2.20698230177021,3.21235835780274,4.22380150095946,3.39995998463276,3.84997142153102,3.0339132671743,3.50133865521232,3.90711865087294,3.7649976738931,3.13697726392895
HAPLN3,3.42240974921158,3.44396324087992,3.3147029596552,3.35051471732388,3.49771053736485,3.53575577146171,3.2268387659094,3.44001628780099,3.5327104378851,3.17964943899874,3.11958181781864,3.30323883656096,3.2840179015316,3.25452173346163,3.23377409553039,3.30894902598087,3.29387942212759,3.41865040991753,3.51973377707994,3.31776444588427,3.36680851424808,3.39502026925418,3.55879086274014,3.52854906477139,3.37299480546455,3.28134544688471,3.37161583630547,3.19813727183159,3.40988310054135,3.61839853035473,3.4414811555985,3.49393391079406,3.29812791973886,3.4549161698792
SAMD9,3.11707134156159,3.55624036808458,3.01280138339038,3.60308133577913,3.26125406382881,3.68106893305515,3.07337004213826,3.31958695375707,2.85199846506333,2.97233014485959,2.95198944254527,2.94357513484723,2.66815193110462,3.26450260911602,3.05414595603747,3.05715659296802,3.67104216431163,3.03253012027854,3.35271569733139,3.4068645028298,3.11023472309951,3.31042054498407,3.59920218028236,3.45616463172259,3.7424116664909,3.12919184339308,2.9968976374239,2.91980322936865,3.14774030455139,3.99059544789847,3.3955694251061,3.20342754554343,2.64886135602096,3.49004673483693
TMCO4,2.55638693870757,3.33166209625381,2.61441838494232,3.90158374191622,2.88598450538813,2.44564000385203,2.49016503640899,2.21909966893563,2.93044316289919,2.64524143943466,2.59239662579045,2.58319990789529,2.32346249118394,2.2378904321232,2.53356871319458,2.36669745664644,2.71444795895234,2.4830321292954,2.70795831296406,3.45637241083335,2.29169289616714,2.98025478031745,3.28708589759725,2.78651576055838,3.03763204190989,2.70419514560014,2.49855176150583,1.96571427057068,2.67098852940512,3.44174351005334,3.18178501138357,2.75229281382775,2.23000929511283,3.25650872453126
RAB34,3.12023952734784,4.33834597351141,3.79616739044902,4.13855173806328,3.67787903143404,3.83594758508081,3.79901546524616,3.12506694312853,3.81578315954459,2.18069633654726,3.16196362534495,3.29987040271269,2.79954455100402,2.28451194495929,2.33961439538798,3.45374432075619,2.17711209801982,2.56212149255241,2.69638609800362,4.17218828563896,3.50726728724432,3.23138037758946,3.90659801746289,2.87595210044784,4.32957420577017,2.26509624868076,2.36072780823591,3.19692498048229,3.18826261755199,4.03236499912538,3.45288168523641,2.77791232270746,3.2730482891345,4.11729175011265
SPIN,3.35763569033311,3.50222932073056,3.78002804628434,3.34216775411883,3.61893284169356,3.29874656299388,3.23317512472638,3.46943539545962,3.5092070938279,3.6872517090287,3.69307158432546,3.70810904804767,3.72316840084607,3.78626860443946,3.50222139595545,3.5734003298642,3.316928302689,3.2870693040808,3.12027640339557,3.60783981990158,3.26751902508838,3.42736112595981,3.3464122457338,3.26836240911738,3.15093656565367,3.43760852212934,3.70036133740667,3.72879588787522,3.19701824778059,3.44518885655805,3.21089024537262,3.61898599651631,3.79916300391448,3.57175645022834
ADPRHL2,3.9297850093598,3.90166795274719,4.00463893761378,4.23230620274988,3.81806059264851,4.03966118029676,3.75856727089785,3.9735112495089,3.89699019068066,3.85719989573588,3.99477619729681,3.85882691127755,3.88326010928279,3.91289556755742,3.91075750055308,3.68403173350579,3.85970335332477,3.6983251196254,3.91639498578148,4.17337679153631,3.93665707621497,4.11561999616287,3.88523877470513,4.08822173376279,4.13359159531355,3.71092855994654,3.73039915263226,3.66351859648769,3.90055730253288,4.03283822956498,4.02657665094869,3.81158271318884,3.86575031375327,4.08583219847314
MPDZ,3.62074977809686,3.39952783632475,3.75530914263622,3.55910561247427,3.56678137381344,3.4585033857463,3.57144852642333,3.46110201835325,3.69948737506671,4.03724134543578,3.94520462918283,3.93416917162834,3.73387290608566,3.80851615510575,3.66128221965822,3.70374658968035,3.86658751893289,3.57631761887751,3.30201191036057,3.34689296354461,3.57473425552191,3.42665567686383,3.39467752527162,3.56312009127226,3.81866953174641,3.65305440180581,3.72629228943884,3.75166994709988,3.4573254315967,3.66791212824774,3.46477322164986,3.86339799251579,3.8058173224371,3.59812334708333
UACA,3.43531072208746,4.13760524581701,3.38741812575383,3.71947970082343,3.59306664857231,3.79727384394253,3.42870516006257,3.52991161034412,3.66331261881781,3.45104965874392,3.47012723980035,3.1955335289543,3.19507675660698,3.43597377537282,3.11933673444879,3.39932735899498,3.46054079312019,3.54527655392692,3.62562396094307,3.6590999672267,3.62489483354877,3.60104559855187,3.96351597778763,3.67146619334438,3.68729766234458,3.30264733310563,3.516507477677,3.19409649672326,3.33448250210243,3.47769139849656,3.56569508066078,3.40711596259551,3.37130028621923,3.73356501538933
IKIP,2.98044426357433,3.52459069956377,2.89157202145487,3.57795066864444,2.93928307198445,3.11481674170081,3.10735143160547,3.07558491488208,3.07906397070463,2.96360699102042,2.52467258035486,2.56886674159911,2.84937211182198,3.00601953777967,2.77357290092614,2.82812475328601,2.85408428241587,3.06495302732525,3.17616247751096,3.44275374282852,2.75903444602113,2.97984235718804,3.29329757143895,3.10666166618186,3.42936883378766,2.83925047024322,2.3241795297179,2.8023159360545,3.19123800702752,3.29962713262534,3.12928988649182,2.97709822833675,2.83097532010978,3.14297355594202
DDX17,3.79536703855387,3.98398142453189,4.14923232609499,3.29335769235415,3.66322020349709,3.62493953862652,3.4425603490844,3.84798005090825,3.70471541874476,4.15142480019414,4.31360844291895,3.51178633543566,4.07383777406971,4.19605798888683,4.03983888539162,3.81513213552485,3.75978082208815,3.89871673689247,3.51359018742536,3.67321062747619,3.67871517819023,3.70459171094689,3.76211811989955,3.46986603206962,3.73889989381911,4.02085103809748,3.82164419011863,3.87354629489814,3.97487058573931,3.83463995750242,3.87697131125085,3.71359931309944,3.86540734155846,4.37771508600683
TRIP6,3.26947791905705,3.97622843291741,3.37504162479588,3.9898406402887,3.47404878065843,3.3399681132281,3.41413518652266,3.13942441280451,3.57380607109229,3.11176005372843,3.15953862028832,3.13184024554351,3.08812084381036,2.9182720687198,3.37766898318944,3.38362330074981,3.54679477719566,3.03972455849743,3.41045396426748,4.12372048382302,3.30470697479666,3.70359966075762,3.68219094122775,3.73382489271075,4.04456170973935,2.81851554666225,3.12695212026124,3.13748007648586,3.60941382469242,3.53674121178495,3.74551097593338,3.37504272353196,3.16077576005256,3.98084508667873
RB1CC1,3.70190889757867,3.65907997258454,3.95532934558951,3.3864882641174,3.90585748646999,3.74620147905446,3.88692294324516,3.82314695041691,3.90805662547265,3.82078647585039,4.12002044541649,4.07118031278745,4.01711171402859,4.01709806105732,3.68885727789176,3.91571206669466,3.67703560755269,3.71970450379489,3.71672134012566,3.69932450448722,3.77776962744309,3.76136191023738,3.70041103210044,3.59061593845513,3.67079941119789,3.9136172101749,3.78127789082391,4.02882195691518,3.7603186474865,3.66894864364893,3.56492242349034,3.63061040307832,4.05718655611806,3.68826004700233
AASDHPPT,3.72744902065358,3.34117188992979,3.79896551560336,3.51576022376944,3.43535821907925,3.78624544410179,3.55437224212643,3.55799379617951,3.49825912476311,3.67101900670169,3.90077741136686,3.8030028492204,3.70310377398756,3.88929430542762,3.62306871044013,3.70465438368089,3.53033547407133,3.38045311256438,3.40146223379017,3.6924138183868,3.38350335152482,3.58492141841359,3.32044665581372,3.44027275234799,3.3720211542739,3.66909093287151,3.65455818735898,3.75722075712496,3.36450578135029,3.6055235393609,3.30500444032043,3.53124944675638,3.80822394077735,3.48314450455953
RNASE4,2.92307607278169,3.41840206246927,3.05624490828951,3.25120468285621,3.06667284956027,2.9262765770647,2.81319589020666,2.69783414306784,3.16428383912283,2.76286004439581,2.99394914452779,2.69652675254538,2.77308691637996,2.71345778076576,2.90695909360796,2.72069832115598,2.73589418340592,3.22889494680506,2.838910768762,3.19178680608812,2.81687868134469,3.1598735575015,3.28306071678785,3.39969258087175,3.19831804002669,2.76707865131055,2.95446973076712,2.60792873553469,3.33063086632142,2.76373338986479,3.30972191308825,3.06932726029011,2.99046139912981,3.37222118323387
NUDT4,1.85384416858545,3.47020593921518,2.50141805767052,3.13015164833177,2.32109073207127,2.86852982594668,2.56099398986804,2.7252932205522,2.97411175508104,1.55019165056213,2.09972551818849,1.65729493598007,2.24204921407739,1.78684366444476,1.45839608742625,2.11006419915729,1.50567895244156,2.18635445744551,3.344082261526,3.22433334999985,2.13862790242597,1.81792217731522,3.18461251262418,3.25812343880458,2.89590574745194,2.16855640686372,1.77288621594943,1.93949429244838,1.5950550897593,1.63192041951344,2.02600181735718,2.06932022609891,2.02792420891561,3.02653203885511
CENTD3,3.04978223883556,3.46072409021096,3.12349295503715,3.64554733208141,3.09927411974172,3.19915514043322,3.13186653277045,3.13624289763755,3.13468253365838,2.53443481082814,2.99146708655909,2.96800075418441,2.86467776593775,2.95144000797209,3.07678639742152,3.28762372226219,2.96173424273466,3.2699302267678,3.11904859290189,3.5012747119915,3.10037743862606,3.12043572460939,3.18920555675548,3.4588978946677,3.88881204673932,3.16528439929699,3.16154408043626,3.09827814173071,3.21802345017365,3.71555186036959,3.42795180082842,3.02443517495187,2.99822489000522,3.65933164750845
LUZP2,2.61069315970139,2.88792491038779,2.81415832971719,3.0822423423236,3.31738714683789,2.97906737996092,2.89240907391468,3.41784769750084,2.6636575879863,3.92095400693439,3.615435428637,3.40694907625306,3.67838087621248,3.70037060148289,3.70895540770644,2.27744417396359,3.74702512146913,3.34190101685772,3.09927792076891,2.04832913652252,3.08818182016058,3.08751273919178,2.02251909749743,2.8116768654697,2.63284686885893,3.54132121136118,3.87785916350151,3.1545295665733,3.11167677816582,2.96464141513723,3.08798077849807,3.53100489425739,3.032733966554,3.09463461340793
SLC11A2,3.61650670635026,3.488121144803,4.07807176388998,3.58961029487079,3.84688742644986,3.46614324185005,3.52247253345589,3.57772588810167,3.84686802490851,3.82953507758775,3.95317350600117,3.74546501259002,3.67066926931758,3.87343552639275,3.85065585203479,3.74230980064914,3.80095223454472,3.68931631933285,3.55054166605705,3.7009253065137,3.41841266859863,3.46377746024343,3.65751286509407,3.46953499235764,3.64526955163563,3.79049782474964,3.88834868411181,3.67740316971217,3.67558167353083,3.47017372566474,3.54972011474597,3.93075062579536,3.8225635389215,3.84363790982236
DHX8,3.58629051039284,3.4911321575865,3.42084489367183,3.42929869790378,3.29135153161466,3.50099363358201,3.46193935048774,3.58037235211149,3.38117340407727,3.19282215729555,3.37009339578094,3.27349041742651,3.1798446688244,3.43169498842384,3.33792525378091,3.16736401151059,3.4631107040272,3.26539311802257,3.47132398850338,3.30307180117548,3.3146495103834,3.59471213096563,3.47245745823137,3.62989337420394,3.52586840727599,3.4488260821178,2.66404087973718,3.40767042875201,3.43799458676976,3.53815607752585,3.3462369514641,2.91925282150758,3.27289262694888,3.66329526886929
ANXA2,4.19146557454419,4.64767416277896,3.78008058234746,4.56907228043993,4.05916119693094,4.07148783505571,3.84557643099618,3.69022364355867,4.36754784422917,3.84757691570069,3.54900031764644,3.48953339371588,3.79207678190397,3.59166363146046,3.52930533553943,3.69046756215612,3.65870866671613,3.99820967078302,3.73313761576086,4.78281959145257,3.71447578557653,4.52139395427322,4.74621160699448,4.21998078970736,4.21565781065469,3.58630863675337,3.73474919893839,3.68288851885712,3.95147274112454,4.43324551686574,3.73095805670151,3.96225987208898,3.42063044471684,4.63455334060576
SNX8,3.21671152959789,3.28943264082681,3.25944000914154,3.58170805112266,3.36886586809064,3.55629477990787,3.36464497288957,3.37120884648753,3.33122113487638,2.90188368891364,3.10467963316824,3.1973255018321,3.04156873614205,2.89005923555391,2.99572072902648,3.01640482809185,2.87309903767997,3.08640041039436,3.1356642968045,3.26165153711511,3.50575566799663,3.60971219696284,3.48102676807611,3.3517603717922,3.84716031552202,3.09412474289062,2.8669663164229,3.27901661232173,3.43495767899768,3.40115333619839,3.64777825246783,3.2324123413665,3.32026471391215,3.43669413358085
