,AO3,AOA1,AOA3,AOA4,AOA6,AOA7,GBM1,GBM11,GBM15,GBM21,GBM24,GBM25,GBM28,GBM3,GBM31,GBM4,GBM5,GBM6,GBM9,GNN1,GS1,O1,O3,O4,O5,sGBM3
GPSM2,0.11852499918599,0.0319320788320079,0.151002875292185,-0.0970325229379036,0.341383406265636,-0.0429705760352488,0.190551547858557,0.202188716000149,0.484905530159442,0.466913668591806,-0.00836880612374433,0.204808185026698,0.247569246973601,-0.349864381344983,0.251852432814309,0.518179866442627,0.163666592106344,-0.117156416743213,0.00243650361076895,-0.154005974265337,-0.187005974265337,0.947463052283335,0.304002875292185,0.452967477062096,0.300162167327583,0.235779740020377
APOC1,-0.26547500081401,-0.326067921167992,-0.880997124707815,-0.513032522937904,-0.882616593734364,-0.248970576035249,-0.0154484521414435,-0.174811283999851,-0.359094469840558,-0.510086331408194,0.364631193876256,-0.247191814973302,-0.489430753026399,0.281135618655017,-0.0901475671856912,-0.551820133557373,-0.00633340789365583,-0.905156416743213,-0.382563496389231,0.286994025734663,-0.397005974265337,-0.933536947716665,-0.291997124707815,-1.0740325229379,-0.349837832672417,-0.561220259979623
IGF1R,0.23252499918599,3.64593207883201,0.220002875292185,-0.106032522937904,-0.0376165937343638,0.307029423964751,-0.0174484521414435,-0.0268112839998505,-0.108094469840558,0.555913668591806,0.459631193876256,0.352808185026698,-0.250430753026399,0.281135618655017,-0.0641475671856912,0.00717986644262736,-0.171333407893656,-0.0411564167432134,-0.185563496389231,0.465994025734663,-0.191005974265337,-0.103536947716665,-0.151997124707815,0.366967477062096,-0.0088378326724169,-0.029220259979623
TLL2,-1.09647500081401,-1.53006792116799,-0.654997124707815,-0.518032522937904,-0.529616593734364,-0.613970576035249,-0.946448452141443,-0.86481128399985,-0.709094469840559,-2.26408633140819,-1.33536880612374,-1.0781918149733,-0.692430753026399,-1.03886438134498,-1.15414756718569,-0.988820133557373,-0.982333407893656,-0.605156416743213,-0.389563496389231,-1.99400597426534,-0.409005974265337,-0.663536947716665,-0.234997124707815,0.512967477062096,-0.336837832672417,-0.555220259979623
CA11,-0.0374750008140098,-0.543067921167992,-0.572997124707815,-0.103032522937904,-0.730616593734364,-0.647970576035249,-0.0464484521414435,-0.00681128399985052,0.419905530159441,-0.495086331408194,0.363631193876256,-0.200191814973302,-0.362430753026399,0.149135618655017,-0.216147567185691,0.104179866442627,-0.0623334078936558,-0.504156416743213,-0.350563496389231,-0.268005974265337,-0.530005974265337,-0.539536947716665,-0.402997124707815,-1.6810325229379,-0.532837832672417,-0.767220259979623
TMEM146,0.26552499918599,-0.245067921167992,-0.281997124707815,-0.222032522937904,-0.377616593734364,-0.305970576035249,0.263551547858557,0.245188716000149,-0.186094469840558,0.109913668591806,-0.0183688061237443,-0.624191814973302,-0.206430753026399,-0.411864381344983,-0.163147567185691,-0.0668201335573727,0.313666592106344,-0.392156416743213,-0.399563496389231,-0.563005974265337,-0.405005974265337,-0.0245369477166647,-0.178997124707815,-0.0530325229379036,-0.268837832672417,0.479779740020377
KCNK6,-0.19447500081401,-0.652067921167992,-0.258997124707815,-0.225032522937904,-0.290616593734364,-0.544970576035249,-0.537448452141443,-0.214811283999851,-0.163094469840558,-0.597086331408194,-0.404368806123744,0.0648081850266982,0.372569246973601,-0.496864381344983,-0.00414756718569123,-0.344820133557373,-0.104333407893656,-0.832156416743213,-0.273563496389231,-0.580005974265337,-0.223005974265337,-0.125536947716665,-0.0869971247078151,-0.598032522937904,-0.286837832672417,0.020779740020377
TFDP2,0.10352499918599,-0.0670679211679921,-0.221997124707815,-0.0670325229379036,-0.191616593734364,0.364029423964751,-0.171448452141443,-0.291811283999851,-0.397094469840558,-0.0790863314081944,-0.123368806123744,-0.265191814973302,-0.0844307530263992,-0.0838643813449833,-0.714147567185691,-0.332820133557373,-0.576333407893656,0.0318435832567866,-0.042563496389231,0.249994025734663,-0.373005974265337,0.159463052283335,-1.95999712470782,-0.270032522937904,-0.367837832672417,-0.146220259979623
ZNF233,-0.24047500081401,-0.116067921167992,0.0590028752921849,0.0489674770620964,-0.150616593734364,0.351029423964751,0.216551547858557,-0.182811283999851,-0.182094469840558,-0.243086331408194,-0.0873688061237443,0.258808185026698,-0.174430753026399,0.591135618655017,0.251852432814309,-0.211820133557373,-0.198333407893656,0.267843583256787,0.376436503610769,0.875994025734663,0.428994025734663,-0.374536947716665,-0.0259971247078151,-0.246032522937904,-0.145837832672417,0.491779740020377
COX6A2,0.30252499918599,-0.772067921167992,-0.0739971247078151,-0.181032522937904,-0.361616593734364,-0.0159705760352488,0.596551547858557,0.360188716000149,0.544905530159441,-0.228086331408194,0.232631193876256,-0.165191814973302,-0.180430753026399,-0.133864381344983,-0.289147567185691,0.446179866442627,-0.261333407893656,-0.304156416743213,-0.650563496389231,-0.0400059742653372,-0.00200597426533725,-0.118536947716665,-0.283997124707815,0.0669674770620964,-0.317837832672417,0.326779740020377
UBE4B,-1.22547500081401,-0.688067921167992,-0.432997124707815,-0.424032522937904,-0.182616593734364,-0.744970576035249,-0.0884484521414435,0.118188716000149,0.623905530159442,-1.10508633140819,-0.0713688061237443,-0.215191814973302,-0.379430753026399,0.295135618655017,0.194852432814309,-0.0208201335573726,0.583666592106344,-0.885156416743213,-0.372563496389231,-0.841005974265337,-0.477005974265337,-0.133536947716665,-0.182997124707815,-0.611032522937904,0.0491621673275831,-0.233220259979623
NDUFB11,0.19652499918599,-0.429067921167992,0.272002875292185,0.230967477062096,-0.00861659373436378,0.0610294239647512,0.0315515478585565,-0.0438112839998505,-0.297094469840558,0.0939136685918056,0.165631193876256,0.137808185026698,0.592569246973601,-0.343864381344983,-0.284147567185691,-0.310820133557373,-0.135333407893656,0.484843583256787,0.420436503610769,-0.559005974265337,0.207994025734663,0.0834630522833353,-0.0359971247078151,-0.818032522937904,-0.140837832672417,-0.317220259979623
TTC23,0.56952499918599,3.77693207883201,0.144002875292185,-0.0140325229379036,-0.850616593734364,-0.0179705760352488,0.783551547858557,-0.0958112839998505,0.444905530159442,-0.636086331408194,0.297631193876256,-0.0211918149733018,-0.444430753026399,-0.0808643813449833,-0.0201475671856912,0.313179866442627,0.0466665921063442,-0.460156416743213,-0.583563496389231,-0.251005974265337,-0.537005974265337,-0.569536947716665,-0.0599971247078151,0.163967477062096,-0.461837832672417,0.162779740020377
RBP7,-0.87347500081401,-1.32406792116799,-0.624997124707815,-0.422032522937904,-0.560616593734364,-0.250970576035249,-0.855448452141443,-0.53281128399985,0.412905530159442,-1.71308633140819,-0.447368806123744,-0.952191814973302,-1.1104307530264,-0.0618643813449833,-1.04414756718569,-0.0988201335573727,-0.367333407893656,-0.990156416743213,-0.708563496389231,-0.473005974265337,-0.539005974265337,-1.23653694771666,-1.28299712470782,-1.5990325229379,-1.09183783267242,-0.452220259979623
IGSF3,-0.0974750008140098,-0.429067921167992,0.156002875292185,0.196967477062096,-0.170616593734364,-0.199970576035249,-0.423448452141443,-0.0948112839998505,-0.238094469840558,0.277913668591806,-0.220368806123744,0.883808185026698,0.8795692469736,-0.331864381344983,-0.0241475671856912,0.106179866442627,0.0416665921063442,0.221843583256787,0.053436503610769,-0.585005974265337,0.194994025734663,0.0284630522833353,0.468002875292185,0.243967477062096,0.224162167327583,0.140779740020377
BLVRB,-1.24147500081401,-0.735067921167992,-0.361997124707815,-0.171032522937904,0.00638340626563622,-0.341970576035249,-0.688448452141443,-0.0418112839998505,-0.381094469840559,0.362913668591806,-0.848368806123744,-0.800191814973302,-0.413430753026399,-1.53986438134498,-0.870147567185691,-0.496820133557373,-0.146333407893656,-0.669156416743213,0.068436503610769,-0.409005974265337,-0.282005974265337,0.0404630522833353,-1.26699712470782,-0.677032522937904,-0.351837832672417,-0.794220259979623
PSG1,-0.0844750008140098,-0.101067921167992,0.120002875292185,0.465967477062096,0.370383406265636,0.141029423964751,0.296551547858557,0.156188716000149,0.302905530159441,0.882913668591806,-0.190368806123744,0.596808185026698,0.141569246973601,-0.531864381344983,0.571852432814309,0.267179866442627,0.614666592106344,0.459843583256787,0.377436503610769,0.383994025734663,0.487994025734663,0.0884630522833353,0.492002875292185,0.00596747706209644,0.503162167327583,0.154779740020377
MYBPC2,-0.16647500081401,-1.05406792116799,-0.836997124707815,-0.495032522937904,-0.579616593734364,-0.727970576035249,-2.02344845214144,-0.78381128399985,-0.698094469840558,-0.896086331408194,-0.134368806123744,-0.844191814973302,-0.717430753026399,-0.304864381344983,-0.508147567185691,-0.363820133557373,-0.449333407893656,-1.40515641674321,-0.181563496389231,-0.777005974265337,-0.809005974265337,-0.701536947716665,-0.371997124707815,-0.613032522937904,-0.675837832672417,-0.456220259979623
